temps (s);temps (ms);temps;ACTU;MILIEU;LASER; courant = 0.647A; tension = -0.336
1.92;1920;15289;23.18;23.71;23.45;;
1.923;1923;15292;23.27;23.71;23.45;;
1.926;1926;15295;23.18;23.71;23.45;;
1.929;1929;15298;23.27;23.71;23.45;;
1.932;1932;15301;23.27;23.71;23.45;;
1.936;1936;15305;23.18;23.71;23.45;;
1.939;1939;15308;23.27;23.71;23.45;;
1.942;1942;15311;23.27;23.71;23.45;;
1.945;1945;15314;23.18;23.71;23.45;;
1.949;1949;15318;23.27;23.71;23.45;;
1.952;1952;15321;23.27;23.71;23.45;;
1.956;1956;15325;23.27;23.71;23.45;;
1.959;1959;15328;23.27;23.71;23.45;;
1.962;1962;15331;23.18;23.71;23.45;;
1.965;1965;15334;23.27;23.71;23.45;;
1.968;1968;15337;23.27;23.71;23.45;;
1.971;1971;15340;23.18;23.71;23.45;;
1.974;1974;15343;23.27;23.71;23.45;;
1.978;1978;15347;23.18;23.71;23.45;;
1.981;1981;15350;23.18;23.71;23.45;;
1.984;1984;15353;23.27;23.71;23.45;;
1.987;1987;15356;23.18;23.71;23.45;;
1.991;1991;15360;23.27;23.71;23.45;;
1.994;1994;15363;23.27;23.71;23.45;;
1.998;1998;15367;23.18;23.71;23.45;;
2.001;2001;15370;23.27;23.71;23.45;;
2.004;2004;15373;23.27;23.71;23.45;;
2.007;2007;15376;23.27;23.71;23.45;;
2.01;2010;15379;23.18;23.71;23.45;;
2.013;2013;15382;23.18;23.71;23.45;;
2.016;2016;15385;23.27;23.71;23.45;;
2.02;2020;15389;23.18;23.71;23.45;;
2.023;2023;15392;23.18;23.71;23.45;;
2.026;2026;15395;23.18;23.62;23.45;;
2.029;2029;15398;23.18;23.71;23.45;;
2.032;2032;15401;23.18;23.71;23.45;;
2.036;2036;15405;23.18;23.71;23.45;;
2.04;2040;15409;23.27;23.71;23.45;;
2.043;2043;15412;23.18;23.71;23.45;;
2.046;2046;15415;23.18;23.71;23.45;;
2.049;2049;15418;23.18;23.71;23.45;;
2.052;2052;15421;23.18;23.71;23.45;;
2.055;2055;15424;23.18;23.71;23.45;;
2.058;2058;15427;23.18;23.71;23.45;;
2.062;2062;15431;23.18;23.71;23.45;;
2.065;2065;15434;23.18;23.71;23.45;;
2.068;2068;15437;23.18;23.71;23.45;;
2.071;2071;15440;23.18;23.71;23.45;;
2.074;2074;15443;23.18;23.71;23.45;;
2.078;2078;15447;23.18;23.71;23.45;;
2.082;2082;15451;23.18;23.71;23.45;;
2.085;2085;15454;23.18;23.71;23.45;;
2.088;2088;15457;23.18;23.71;23.45;;
2.091;2091;15460;23.18;23.71;23.45;;
2.094;2094;15463;23.18;23.71;23.45;;
2.097;2097;15466;23.18;23.71;23.45;;
2.1;2100;15469;23.18;23.71;23.45;;
2.104;2104;15473;23.18;23.71;23.45;;
2.107;2107;15476;23.18;23.71;23.45;;
2.11;2110;15479;23.18;23.62;23.45;;
2.113;2113;15482;23.18;23.71;23.45;;
2.116;2116;15485;23.18;23.71;23.45;;
2.12;2120;15489;23.18;23.71;23.45;;
2.124;2124;15493;23.18;23.71;23.45;;
2.127;2127;15496;23.18;23.62;23.45;;
2.13;2130;15499;23.18;23.71;23.45;;
2.133;2133;15502;23.18;23.71;23.45;;
2.136;2136;15505;23.18;23.71;23.45;;
2.139;2139;15508;23.18;23.71;23.45;;
2.142;2142;15511;23.18;23.71;23.45;;
2.146;2146;15515;23.18;23.71;23.45;;
2.149;2149;15518;23.18;23.62;23.45;;
2.152;2152;15521;23.18;23.71;23.45;;
2.155;2155;15524;23.18;23.71;23.45;;
2.158;2158;15527;23.18;23.62;23.45;;
2.162;2162;15531;23.18;23.71;23.45;;
2.166;2166;15535;23.18;23.71;23.45;;
2.169;2169;15538;23.18;23.71;23.45;;
2.172;2172;15541;23.18;23.71;23.45;;
2.175;2175;15544;23.18;23.71;23.45;;
2.178;2178;15547;23.18;23.71;23.45;;
2.181;2181;15550;23.18;23.71;23.45;;
2.184;2184;15553;23.18;23.71;23.45;;
2.188;2188;15557;23.18;23.71;23.45;;
2.191;2191;15560;23.18;23.71;23.45;;
2.194;2194;15563;23.18;23.71;23.45;;
2.197;2197;15566;23.18;23.71;23.45;;
2.2;2200;15569;23.18;23.71;23.45;;
2.203;2203;15572;23.18;23.71;23.45;;
2.207;2207;15576;23.18;23.71;23.45;;
2.211;2211;15580;23.18;23.71;23.45;;
2.214;2214;15583;23.18;23.71;23.45;;
2.217;2217;15586;23.18;23.71;23.45;;
2.22;2220;15589;23.18;23.71;23.45;;
2.223;2223;15592;23.18;23.71;23.45;;
2.226;2226;15595;23.18;23.71;23.45;;
2.23;2230;15599;23.18;23.71;23.45;;
2.233;2233;15602;23.18;23.62;23.45;;
2.236;2236;15605;23.18;23.71;23.53;;
2.239;2239;15608;23.18;23.71;23.45;;
2.242;2242;15611;23.18;23.71;23.45;;
2.245;2245;15614;23.18;23.71;23.45;;
2.249;2249;15618;23.18;23.71;23.45;;
2.253;2253;15622;23.18;23.71;23.45;;
2.256;2256;15625;23.18;23.71;23.45;;
2.259;2259;15628;23.18;23.71;23.45;;
2.262;2262;15631;23.18;23.71;23.45;;
2.265;2265;15634;23.18;23.71;23.45;;
2.268;2268;15637;23.18;23.71;23.45;;
2.272;2272;15641;23.18;23.71;23.45;;
2.275;2275;15644;23.18;23.71;23.45;;
2.278;2278;15647;23.18;23.71;23.45;;
2.281;2281;15650;23.18;23.71;23.45;;
2.284;2284;15653;23.18;23.71;23.45;;
2.287;2287;15656;23.18;23.71;23.45;;
2.291;2291;15660;23.18;23.71;23.45;;
2.295;2295;15664;23.18;23.71;23.45;;
2.298;2298;15667;23.18;23.62;23.45;;
2.301;2301;15670;23.18;23.71;23.45;;
2.304;2304;15673;23.18;23.62;23.45;;
2.307;2307;15676;23.18;23.71;23.45;;
2.31;2310;15679;23.18;23.71;23.45;;
2.314;2314;15683;23.18;23.71;23.45;;
2.317;2317;15686;23.18;23.71;23.45;;
2.32;2320;15689;23.18;23.71;23.45;;
2.323;2323;15692;23.18;23.71;23.45;;
2.326;2326;15695;23.09;23.71;23.45;;
2.329;2329;15698;23.18;23.62;23.45;;
2.333;2333;15702;23.18;23.62;23.45;;
2.337;2337;15706;23.18;23.71;23.45;;
2.34;2340;15709;23.18;23.71;23.45;;
2.343;2343;15712;23.09;23.71;23.45;;
2.346;2346;15715;23.18;23.71;23.45;;
2.349;2349;15718;23.09;23.71;23.45;;
2.352;2352;15721;23.09;23.71;23.45;;
2.355;2355;15724;23.09;23.71;23.45;;
2.359;2359;15728;23.18;23.71;23.45;;
2.362;2362;15731;23.18;23.71;23.45;;
2.365;2365;15734;23.18;23.71;23.45;;
2.368;2368;15737;23.18;23.71;23.45;;
2.371;2371;15740;23.18;23.71;23.45;;
2.375;2375;15744;23.18;23.71;23.45;;
2.379;2379;15748;23.18;23.71;23.45;;
2.382;2382;15751;23.09;23.71;23.45;;
2.385;2385;15754;23.18;23.71;23.45;;
2.388;2388;15757;23.09;23.71;23.45;;
2.391;2391;15760;23.18;23.71;23.45;;
2.394;2394;15763;23.18;23.71;23.45;;
2.397;2397;15766;23.18;23.71;23.45;;
2.401;2401;15770;23.18;23.71;23.45;;
2.404;2404;15773;23.09;23.71;23.45;;
2.407;2407;15776;23.09;23.71;23.45;;
2.41;2410;15779;23.18;23.62;23.45;;
2.413;2413;15782;23.18;23.62;23.45;;
2.416;2416;15785;23.18;23.71;23.45;;
2.421;2421;15790;23.09;23.71;23.45;;
2.424;2424;15793;23.09;23.71;23.45;;
2.427;2427;15796;23.18;23.71;23.45;;
2.43;2430;15799;23.09;23.71;23.45;;
2.433;2433;15802;23.18;23.71;23.45;;
2.436;2436;15805;23.09;23.71;23.45;;
2.439;2439;15808;23.18;23.71;23.45;;
2.443;2443;15812;23.18;23.71;23.45;;
2.446;2446;15815;23.18;23.71;23.45;;
2.449;2449;15818;23.18;23.71;23.45;;
2.452;2452;15821;23.18;23.71;23.45;;
2.455;2455;15824;23.18;23.71;23.45;;
2.458;2458;15827;23.18;23.71;23.45;;
2.462;2462;15831;23.18;23.71;23.45;;
2.466;2466;15835;23.18;23.71;23.45;;
2.469;2469;15838;23.18;23.71;23.45;;
2.472;2472;15841;23.18;23.71;23.45;;
2.475;2475;15844;23.18;23.62;23.45;;
2.478;2478;15847;23.18;23.71;23.45;;
2.481;2481;15850;23.09;23.71;23.45;;
2.485;2485;15854;23.09;23.71;23.45;;
2.488;2488;15857;23.18;23.71;23.45;;
2.491;2491;15860;23.18;23.62;23.45;;
2.494;2494;15863;23.18;23.71;23.45;;
2.497;2497;15866;23.09;23.71;23.45;;
2.5;2500;15869;23.09;23.71;23.45;;
2.504;2504;15873;23.18;23.62;23.45;;
2.508;2508;15877;23.09;23.71;23.45;;
2.511;2511;15880;23.09;23.71;23.45;;
2.514;2514;15883;23.09;23.62;23.45;;
2.517;2517;15886;23.09;23.71;23.36;;
2.52;2520;15889;23.09;23.71;23.45;;
2.523;2523;15892;23.09;23.71;23.45;;
2.526;2526;15895;23.18;23.62;23.45;;
2.53;2530;15899;23.09;23.71;23.36;;
2.533;2533;15902;23.09;23.71;23.45;;
2.536;2536;15905;23.09;23.71;23.45;;
2.539;2539;15908;23.09;23.71;23.45;;
2.542;2542;15911;23.18;23.71;23.45;;
2.546;2546;15915;23.09;23.71;23.45;;
2.55;2550;15919;23.09;23.71;23.45;;
2.553;2553;15922;23.09;23.71;23.45;;
2.556;2556;15925;23.09;23.71;23.45;;
2.559;2559;15928;23.09;23.71;23.45;;
2.562;2562;15931;23.09;23.71;23.45;;
2.565;2565;15934;23.09;23.71;23.45;;
2.568;2568;15937;23.09;23.71;23.45;;
2.572;2572;15941;23.09;23.62;23.45;;
2.575;2575;15944;23.09;23.71;23.45;;
2.578;2578;15947;23.09;23.71;23.45;;
2.581;2581;15950;23.09;23.71;23.45;;
2.584;2584;15953;23.09;23.71;23.45;;
2.587;2587;15956;23.09;23.71;23.45;;
2.591;2591;15960;23.09;23.71;23.45;;
2.595;2595;15964;23.18;23.62;23.45;;
2.598;2598;15967;23.09;23.71;23.45;;
2.601;2601;15970;23.09;23.71;23.45;;
2.604;2604;15973;23.09;23.71;23.45;;
2.607;2607;15976;23.09;23.71;23.45;;
2.61;2610;15979;23.09;23.71;23.45;;
2.613;2613;15982;23.18;23.71;23.45;;
2.617;2617;15986;23.09;23.71;23.45;;
2.62;2620;15989;23.09;23.71;23.45;;
2.623;2623;15992;23.09;23.71;23.45;;
2.626;2626;15995;23.09;23.71;23.45;;
2.629;2629;15998;23.09;23.71;23.45;;
2.633;2633;16002;23.09;23.71;23.45;;
2.637;2637;16006;23.09;23.71;23.45;;
2.64;2640;16009;23.09;23.71;23.45;;
2.643;2643;16012;23.09;23.71;23.45;;
2.646;2646;16015;23.09;23.71;23.45;;
2.649;2649;16018;23.18;23.71;23.45;;
2.652;2652;16021;23.09;23.71;23.45;;
2.655;2655;16024;23.09;23.71;23.45;;
2.659;2659;16028;23.09;23.71;23.45;;
2.662;2662;16031;23.09;23.71;23.45;;
2.665;2665;16034;23.09;23.71;23.45;;
2.668;2668;16037;23.09;23.71;23.45;;
2.671;2671;16040;23.09;23.71;23.45;;
2.675;2675;16044;23.09;23.71;23.45;;
2.678;2678;16047;23.09;23.71;23.45;;
2.682;2682;16051;23.09;23.71;23.45;;
2.685;2685;16054;23.09;23.71;23.45;;
2.688;2688;16057;23.09;23.71;23.45;;
2.691;2691;16060;23.09;23.71;23.45;;
2.694;2694;16063;23.09;23.71;23.45;;
2.697;2697;16066;23.09;23.71;23.45;;
2.7;2700;16069;23.09;23.71;23.45;;
2.704;2704;16073;23.09;23.71;23.45;;
2.707;2707;16076;23.09;23.71;23.45;;
2.71;2710;16079;23.09;23.71;23.45;;
2.713;2713;16082;23.09;23.71;23.45;;
2.717;2717;16086;23.09;23.71;23.45;;
2.72;2720;16089;23.09;23.71;23.45;;
2.723;2723;16092;23.09;23.71;23.45;;
2.727;2727;16096;23.09;23.71;23.45;;
2.73;2730;16099;23.09;23.71;23.45;;
2.733;2733;16102;23.09;23.71;23.45;;
2.736;2736;16105;23.09;23.62;23.45;;
2.739;2739;16108;23.09;23.71;23.45;;
2.742;2742;16111;23.09;23.71;23.45;;
2.745;2745;16114;23.09;23.71;23.45;;
2.749;2749;16118;23.09;23.71;23.45;;
2.752;2752;16121;23.09;23.71;23.45;;
2.755;2755;16124;23.09;23.71;23.45;;
2.759;2759;16128;23.09;23.71;23.45;;
2.762;2762;16131;23.09;23.71;23.45;;
2.765;2765;16134;23.09;23.71;23.45;;
2.769;2769;16138;23.09;23.62;23.45;;
2.772;2772;16141;23.09;23.71;23.45;;
2.775;2775;16144;23.09;23.71;23.45;;
2.778;2778;16147;23.09;23.62;23.45;;
2.781;2781;16150;23.09;23.71;23.45;;
2.784;2784;16153;23.09;23.71;23.45;;
2.787;2787;16156;23.09;23.71;23.45;;
2.79;2790;16159;23.09;23.71;23.45;;
2.794;2794;16163;23.09;23.71;23.45;;
2.797;2797;16166;23.09;23.71;23.45;;
2.8;2800;16169;23.09;23.71;23.45;;
2.804;2804;16173;23.09;23.71;23.45;;
2.807;2807;16176;23.09;23.71;23.45;;
2.81;2810;16179;23.09;23.71;23.45;;
2.814;2814;16183;23.09;23.71;23.45;;
2.817;2817;16186;23.09;23.71;23.45;;
2.82;2820;16189;23.09;23.71;23.45;;
2.823;2823;16192;23.09;23.71;23.45;;
2.826;2826;16195;23.09;23.71;23.45;;
2.829;2829;16198;23.09;23.71;23.45;;
2.832;2832;16201;23.09;23.71;23.45;;
2.835;2835;16204;23.09;23.71;23.45;;
2.839;2839;16208;23.09;23.71;23.53;;
2.842;2842;16211;23.09;23.71;23.45;;
2.846;2846;16215;23.09;23.71;23.45;;
2.849;2849;16218;23.09;23.71;23.45;;
2.852;2852;16221;23.09;23.71;23.45;;
2.855;2855;16224;23.09;23.71;23.45;;
2.859;2859;16228;23.00;23.71;23.45;;
2.862;2862;16231;23.09;23.62;23.45;;
2.865;2865;16234;23.09;23.71;23.45;;
2.868;2868;16237;23.00;23.71;23.45;;
2.871;2871;16240;23.09;23.71;23.45;;
2.874;2874;16243;23.09;23.71;23.45;;
2.877;2877;16246;23.09;23.71;23.45;;
2.881;2881;16250;23.09;23.71;23.45;;
2.884;2884;16253;23.09;23.71;23.45;;
2.888;2888;16257;23.09;23.62;23.45;;
2.891;2891;16260;23.09;23.71;23.45;;
2.894;2894;16263;23.09;23.71;23.45;;
2.897;2897;16266;23.09;23.71;23.45;;
2.9;2900;16269;23.09;23.71;23.45;;
2.904;2904;16273;23.09;23.71;23.45;;
2.907;2907;16276;23.09;23.71;23.45;;
2.91;2910;16279;23.09;23.71;23.45;;
2.913;2913;16282;23.09;23.71;23.45;;
2.916;2916;16285;23.09;23.71;23.45;;
2.919;2919;16288;23.09;23.71;23.45;;
2.922;2922;16291;23.09;23.71;23.45;;
2.926;2926;16295;23.09;23.71;23.45;;
2.93;2930;16299;23.09;23.71;23.45;;
2.933;2933;16302;23.09;23.71;23.45;;
2.936;2936;16305;23.09;23.71;23.45;;
2.939;2939;16308;23.09;23.71;23.45;;
2.942;2942;16311;23.09;23.71;23.45;;
2.945;2945;16314;23.09;23.71;23.45;;
2.949;2949;16318;23.09;23.71;23.45;;
2.952;2952;16321;23.09;23.62;23.45;;
2.955;2955;16324;23.09;23.71;23.45;;
2.958;2958;16327;23.09;23.71;23.45;;
2.961;2961;16330;23.09;23.71;23.45;;
2.964;2964;16333;23.09;23.71;23.45;;
2.967;2967;16336;23.09;23.71;23.45;;
2.971;2971;16340;23.00;23.71;23.53;;
2.975;2975;16344;23.09;23.71;23.45;;
2.978;2978;16347;23.09;23.71;23.45;;
2.981;2981;16350;23.09;23.71;23.45;;
2.984;2984;16353;23.09;23.71;23.45;;
2.987;2987;16356;23.09;23.71;23.45;;
2.991;2991;16360;23.09;23.71;23.45;;
2.994;2994;16363;23.09;23.71;23.45;;
2.997;2997;16366;23.00;23.71;23.45;;
3;3000;16369;23.09;23.71;23.45;;
3.003;3003;16372;23.00;23.71;23.45;;
3.006;3006;16375;23.00;23.71;23.45;;
3.009;3009;16378;23.09;23.71;23.45;;
3.012;3012;16381;23.09;23.71;23.45;;
3.017;3017;16386;23.09;23.71;23.45;;
3.02;3020;16389;23.09;23.71;23.45;;
3.023;3023;16392;23.09;23.71;23.53;;
3.026;3026;16395;23.00;23.62;23.45;;
3.029;3029;16398;23.09;23.71;23.45;;
3.032;3032;16401;23.09;23.71;23.45;;
3.036;3036;16405;23.09;23.71;23.45;;
3.039;3039;16408;23.09;23.71;23.45;;
3.042;3042;16411;23.09;23.71;23.45;;
3.045;3045;16414;23.09;23.71;23.45;;
3.048;3048;16417;23.00;23.71;23.45;;
3.051;3051;16420;23.00;23.71;23.45;;
3.054;3054;16423;23.00;23.71;23.45;;
3.058;3058;16427;23.00;23.71;23.45;;
3.062;3062;16431;23.00;23.71;23.45;;
3.065;3065;16434;23.00;23.62;23.45;;
3.068;3068;16437;23.00;23.71;23.45;;
3.071;3071;16440;23.09;23.71;23.45;;
3.074;3074;16443;23.09;23.71;23.45;;
3.077;3077;16446;23.00;23.71;23.45;;
3.081;3081;16450;23.00;23.71;23.45;;
3.084;3084;16453;23.00;23.71;23.45;;
3.087;3087;16456;23.09;23.71;23.45;;
3.09;3090;16459;23.00;23.71;23.45;;
3.093;3093;16462;23.00;23.62;23.45;;
3.096;3096;16465;23.09;23.71;23.45;;
3.099;3099;16468;23.00;23.62;23.45;;
3.104;3104;16473;23.00;23.71;23.45;;
3.107;3107;16476;23.00;23.71;23.45;;
3.11;3110;16479;23.00;23.71;23.45;;
3.113;3113;16482;23.09;23.71;23.45;;
3.116;3116;16485;23.00;23.62;23.45;;
3.119;3119;16488;23.00;23.71;23.45;;
3.122;3122;16491;23.00;23.71;23.45;;
3.126;3126;16495;23.00;23.71;23.45;;
3.129;3129;16498;23.00;23.71;23.45;;
3.132;3132;16501;23.00;23.71;23.45;;
3.135;3135;16504;23.00;23.71;23.45;;
3.138;3138;16507;23.00;23.71;23.45;;
3.141;3141;16510;23.00;23.71;23.45;;
3.145;3145;16514;23.00;23.71;23.45;;
3.149;3149;16518;23.00;23.71;23.45;;
3.152;3152;16521;23.00;23.71;23.45;;
3.155;3155;16524;23.00;23.71;23.45;;
3.158;3158;16527;23.00;23.71;23.45;;
3.161;3161;16530;23.00;23.71;23.45;;
3.164;3164;16533;23.00;23.71;23.45;;
3.167;3167;16536;23.00;23.71;23.45;;
3.17;3170;16539;23.09;23.71;23.45;;
3.174;3174;16543;23.00;23.71;23.45;;
3.177;3177;16546;23.00;23.71;23.45;;
3.18;3180;16549;23.00;23.71;23.45;;
3.183;3183;16552;23.00;23.71;23.45;;
3.187;3187;16556;23.00;23.62;23.45;;
3.19;3190;16559;23.09;23.71;23.45;;
3.194;3194;16563;23.09;23.71;23.45;;
3.197;3197;16566;23.00;23.71;23.45;;
3.2;3200;16569;23.00;23.71;23.45;;
3.203;3203;16572;23.00;23.71;23.45;;
3.206;3206;16575;23.00;23.71;23.45;;
3.209;3209;16578;23.00;23.71;23.45;;
3.212;3212;16581;23.00;23.71;23.45;;
3.215;3215;16584;23.00;23.71;23.45;;
3.219;3219;16588;23.00;23.71;23.45;;
3.222;3222;16591;23.00;23.71;23.45;;
3.225;3225;16594;23.00;23.71;23.45;;
3.229;3229;16598;23.00;23.71;23.45;;
3.232;3232;16601;23.00;23.71;23.45;;
3.235;3235;16604;23.00;23.71;23.45;;
3.238;3238;16607;23.00;23.71;23.45;;
3.242;3242;16611;23.00;23.71;23.45;;
3.245;3245;16614;23.00;23.71;23.45;;
3.248;3248;16617;23.00;23.71;23.45;;
3.251;3251;16620;23.00;23.71;23.45;;
3.254;3254;16623;23.00;23.71;23.45;;
3.257;3257;16626;23.00;23.71;23.45;;
3.26;3260;16629;23.00;23.71;23.45;;
3.264;3264;16633;23.00;23.71;23.45;;
3.267;3267;16636;23.00;23.71;23.45;;
3.271;3271;16640;23.00;23.71;23.45;;
3.274;3274;16643;23.00;23.71;23.45;;
3.277;3277;16646;23.00;23.62;23.45;;
3.28;3280;16649;23.00;23.71;23.45;;
3.283;3283;16652;23.00;23.71;23.45;;
3.287;3287;16656;23.00;23.71;23.45;;
3.29;3290;16659;23.00;23.71;23.45;;
3.293;3293;16662;23.00;23.62;23.45;;
3.296;3296;16665;23.00;23.71;23.45;;
3.299;3299;16668;23.00;23.71;23.45;;
3.302;3302;16671;23.00;23.62;23.45;;
3.305;3305;16674;23.00;23.71;23.45;;
3.308;3308;16677;23.00;23.62;23.45;;
3.312;3312;16681;23.00;23.71;23.45;;
3.316;3316;16685;23.00;23.62;23.45;;
3.319;3319;16688;23.00;23.71;23.45;;
3.322;3322;16691;23.00;23.71;23.45;;
3.325;3325;16694;23.00;23.62;23.45;;
3.328;3328;16697;23.00;23.62;23.45;;
3.332;3332;16701;23.00;23.71;23.45;;
3.335;3335;16704;23.00;23.71;23.45;;
3.338;3338;16707;23.00;23.71;23.45;;
3.341;3341;16710;23.00;23.71;23.45;;
3.344;3344;16713;23.00;23.62;23.45;;
3.347;3347;16716;23.00;23.71;23.45;;
3.35;3350;16719;23.00;23.62;23.45;;
3.353;3353;16722;23.00;23.71;23.45;;
3.358;3358;16727;23.00;23.71;23.45;;
3.361;3361;16730;23.00;23.71;23.45;;
3.364;3364;16733;23.00;23.71;23.45;;
3.367;3367;16736;23.00;23.71;23.45;;
3.37;3370;16739;23.00;23.71;23.45;;
3.373;3373;16742;23.00;23.71;23.45;;
3.376;3376;16745;23.00;23.71;23.45;;
3.38;3380;16749;23.00;23.71;23.45;;
3.383;3383;16752;23.00;23.71;23.45;;
3.386;3386;16755;23.00;23.71;23.45;;
3.389;3389;16758;23.00;23.71;23.45;;
3.392;3392;16761;23.00;23.71;23.45;;
3.395;3395;16764;23.00;23.71;23.45;;
3.399;3399;16768;23.00;23.71;23.45;;
3.403;3403;16772;23.00;23.71;23.45;;
3.406;3406;16775;23.00;23.71;23.45;;
3.409;3409;16778;23.00;23.71;23.45;;
3.412;3412;16781;23.00;23.71;23.53;;
3.415;3415;16784;23.00;23.71;23.45;;
3.418;3418;16787;23.00;23.71;23.45;;
3.421;3421;16790;23.00;23.71;23.45;;
3.425;3425;16794;23.00;23.71;23.45;;
3.428;3428;16797;23.00;23.71;23.45;;
3.431;3431;16800;23.00;23.62;23.45;;
3.434;3434;16803;23.00;23.71;23.45;;
3.437;3437;16806;23.00;23.71;23.45;;
3.44;3440;16809;22.92;23.71;23.45;;
3.444;3444;16813;23.00;23.71;23.45;;
3.448;3448;16817;22.92;23.71;23.45;;
3.451;3451;16820;23.00;23.62;23.45;;
3.454;3454;16823;23.00;23.71;23.45;;
3.457;3457;16826;23.00;23.71;23.45;;
3.46;3460;16829;22.92;23.71;23.45;;
3.463;3463;16832;23.00;23.71;23.45;;
3.466;3466;16835;23.00;23.62;23.45;;
3.47;3470;16839;23.00;23.71;23.45;;
3.473;3473;16842;23.00;23.71;23.45;;
3.476;3476;16845;23.00;23.71;23.45;;
3.479;3479;16848;23.00;23.71;23.45;;
3.482;3482;16851;22.92;23.71;23.45;;
3.486;3486;16855;23.00;23.71;23.45;;
3.49;3490;16859;23.00;23.71;23.45;;
3.493;3493;16862;23.00;23.71;23.45;;
3.496;3496;16865;23.00;23.62;23.45;;
3.499;3499;16868;22.92;23.62;23.45;;
3.502;3502;16871;22.92;23.62;23.45;;
3.505;3505;16874;23.00;23.71;23.45;;
3.508;3508;16877;23.00;23.71;23.45;;
3.511;3511;16880;23.00;23.71;23.45;;
3.515;3515;16884;23.00;23.71;23.45;;
3.518;3518;16887;22.92;23.62;23.45;;
3.521;3521;16890;22.92;23.71;23.45;;
3.524;3524;16893;22.92;23.71;23.45;;
3.528;3528;16897;23.00;23.71;23.45;;
3.531;3531;16900;23.00;23.71;23.45;;
3.535;3535;16904;22.92;23.71;23.45;;
3.538;3538;16907;23.00;23.71;23.45;;
3.541;3541;16910;22.92;23.71;23.45;;
3.544;3544;16913;22.92;23.71;23.45;;
3.547;3547;16916;23.00;23.71;23.45;;
3.55;3550;16919;22.92;23.71;23.45;;
3.553;3553;16922;22.92;23.71;23.45;;
3.557;3557;16926;23.00;23.71;23.45;;
3.56;3560;16929;22.92;23.71;23.45;;
3.563;3563;16932;23.00;23.62;23.45;;
3.566;3566;16935;22.92;23.62;23.45;;
3.57;3570;16939;23.00;23.71;23.45;;
3.573;3573;16942;23.00;23.71;23.45;;
3.576;3576;16945;23.00;23.71;23.45;;
3.58;3580;16949;22.92;23.71;23.45;;
3.583;3583;16952;22.92;23.71;23.45;;
3.586;3586;16955;22.92;23.71;23.45;;
3.589;3589;16958;22.92;23.71;23.45;;
3.592;3592;16961;23.00;23.71;23.45;;
3.595;3595;16964;23.00;23.71;23.45;;
3.598;3598;16967;23.00;23.71;23.45;;
3.602;3602;16971;22.92;23.71;23.45;;
3.605;3605;16974;22.92;23.71;23.45;;
3.608;3608;16977;22.92;23.62;23.45;;
3.611;3611;16980;22.92;23.71;23.45;;
3.615;3615;16984;23.00;23.71;23.45;;
3.618;3618;16987;23.00;23.71;23.45;;
3.622;3622;16991;23.00;23.71;23.45;;
3.625;3625;16994;22.92;23.71;23.45;;
3.628;3628;16997;23.00;23.71;23.45;;
3.631;3631;17000;22.92;23.71;23.45;;
3.634;3634;17003;22.92;23.71;23.45;;
3.637;3637;17006;23.00;23.71;23.45;;
3.64;3640;17009;23.00;23.71;23.45;;
3.643;3643;17012;22.92;23.71;23.45;;
3.647;3647;17016;22.92;23.71;23.45;;
3.65;3650;17019;22.92;23.71;23.45;;
3.653;3653;17022;22.92;23.71;23.45;;
3.657;3657;17026;22.92;23.71;23.45;;
3.66;3660;17029;22.92;23.71;23.45;;
3.663;3663;17032;22.92;23.71;23.45;;
3.667;3667;17036;23.00;23.71;23.45;;
3.67;3670;17039;23.00;23.71;23.45;;
3.673;3673;17042;22.92;23.71;23.45;;
3.676;3676;17045;22.92;23.71;23.45;;
3.679;3679;17048;22.92;23.71;23.45;;
3.682;3682;17051;22.92;23.71;23.45;;
3.685;3685;17054;23.00;23.71;23.45;;
3.689;3689;17058;22.92;23.62;23.45;;
3.692;3692;17061;22.92;23.71;23.45;;
3.695;3695;17064;22.92;23.71;23.45;;
3.699;3699;17068;22.92;23.71;23.45;;
3.702;3702;17071;22.92;23.71;23.45;;
3.705;3705;17074;22.92;23.71;23.45;;
3.709;3709;17078;22.92;23.71;23.45;;
3.712;3712;17081;23.00;23.71;23.45;;
3.715;3715;17084;22.92;23.62;23.45;;
3.718;3718;17087;22.92;23.71;23.45;;
3.721;3721;17090;22.92;23.71;23.45;;
3.724;3724;17093;22.92;23.62;23.45;;
3.727;3727;17096;22.92;23.62;23.45;;
3.731;3731;17100;22.92;23.62;23.45;;
3.734;3734;17103;22.92;23.71;23.45;;
3.737;3737;17106;22.92;23.71;23.45;;
3.741;3741;17110;22.92;23.71;23.45;;
3.744;3744;17113;22.92;23.71;23.45;;
3.747;3747;17116;22.92;23.71;23.45;;
3.751;3751;17120;22.92;23.71;23.45;;
3.754;3754;17123;23.00;23.71;23.45;;
3.757;3757;17126;22.92;23.62;23.45;;
3.76;3760;17129;22.92;23.71;23.45;;
3.763;3763;17132;22.92;23.71;23.45;;
3.766;3766;17135;22.92;23.62;23.45;;
3.769;3769;17138;22.92;23.62;23.45;;
3.773;3773;17142;22.92;23.71;23.45;;
3.776;3776;17145;22.92;23.71;23.45;;
3.779;3779;17148;22.92;23.71;23.45;;
3.783;3783;17152;22.92;23.71;23.45;;
3.786;3786;17155;22.92;23.71;23.45;;
3.789;3789;17158;22.92;23.71;23.45;;
