temps (s);temps (ms);temps;ACTU;MILIEU;LASER
83.035;83035;86061;12.78;17.39;18.96
83.537;83537;86563;12.78;17.30;18.88
84.041;84041;87067;12.78;17.30;18.88
84.544;84544;87570;12.78;17.30;18.88
85.048;85048;88074;12.78;17.30;18.79
85.551;85551;88577;12.70;17.21;18.79
86.054;86054;89080;12.70;17.21;18.79
86.557;86557;89583;12.70;17.21;18.70
87.061;87061;90087;12.70;17.12;18.70
87.564;87564;90590;12.70;17.12;18.70
88.066;88066;91092;12.61;17.03;18.61
88.57;88570;91596;12.61;17.03;18.61
89.073;89073;92099;12.61;17.03;18.61
89.577;89577;92603;12.52;16.95;18.61
90.08;90080;93106;12.52;16.95;18.53
90.583;90583;93609;12.52;16.95;18.53
91.086;91086;94112;12.52;16.95;18.44
91.59;91590;94616;12.52;16.86;18.44
92.093;92093;95119;12.43;16.86;18.44
92.597;92597;95623;12.43;16.86;18.35
93.099;93099;96125;12.43;16.86;18.35
93.603;93603;96629;12.43;16.77;18.35
94.106;94106;97132;12.34;16.77;18.26
94.61;94610;97636;12.34;16.77;18.26
95.113;95113;98139;12.34;16.68;18.26
95.615;95615;98641;12.25;16.68;18.26
96.119;96119;99145;12.25;16.68;18.17
96.622;96622;99648;12.25;16.59;18.17
97.126;97126;100152;12.25;16.59;18.17
97.629;97629;100655;12.25;16.59;18.09
98.132;98132;101158;12.16;16.59;18.09
98.635;98635;101661;12.16;16.59;18.09
99.139;99139;102165;12.16;16.51;18.09
99.642;99642;102668;12.16;16.51;18.00
100.146;100146;103172;12.16;16.51;18.00
100.648;100648;103674;12.07;16.42;18.00
101.152;101152;104178;12.07;16.42;17.91
101.655;101655;104681;12.07;16.42;17.91
102.159;102159;105185;12.07;16.42;17.91
102.662;102662;105688;11.98;16.33;17.91
103.165;103165;106191;11.98;16.33;17.82
103.668;103668;106694;11.98;16.33;17.82
104.172;104172;107198;11.98;16.24;17.82
104.675;104675;107701;11.98;16.24;17.82
105.179;105179;108205;11.89;16.24;17.74
105.681;105681;108707;11.98;16.24;17.74
106.185;106185;109211;11.98;16.15;17.65
106.688;106688;109714;11.89;16.15;17.65
107.192;107192;110218;11.98;16.15;17.65
107.695;107695;110721;11.89;16.15;17.56
108.198;108198;111224;11.89;16.07;17.56
108.701;108701;111727;11.89;16.07;17.56
109.205;109205;112231;11.89;16.07;17.56
109.708;109708;112734;11.89;16.07;17.47
110.212;110212;113238;11.89;15.98;17.47
110.714;110714;113740;11.89;15.98;17.47
111.218;111218;114244;11.80;15.98;17.47
111.721;111721;114747;11.80;15.98;17.39
112.225;112225;115251;11.80;15.98;17.39
112.727;112727;115753;11.80;15.89;17.39
113.231;113231;116257;11.71;15.89;17.30
113.734;113734;116760;11.71;15.89;17.30
114.238;114238;117264;11.71;15.89;17.30
114.742;114742;117768;11.62;15.80;17.21
115.244;115244;118270;11.62;15.80;17.21
115.748;115748;118774;11.62;15.80;17.21
116.251;116251;119277;11.62;15.80;17.12
116.755;116755;119781;11.62;15.71;17.12
117.258;117258;120284;11.53;15.71;17.12
117.761;117761;120787;11.53;15.71;17.12
118.264;118264;121290;11.53;15.71;17.12
118.768;118768;121794;11.53;15.71;17.03
119.271;119271;122297;11.53;15.71;17.03
119.775;119775;122801;11.53;15.63;17.03
120.277;120277;123303;11.44;15.63;17.03
120.781;120781;123807;11.44;15.63;17.03
121.284;121284;124310;11.44;15.63;16.95
121.788;121788;124814;11.44;15.63;16.95
122.291;122291;125317;11.44;15.54;16.95
122.794;122794;125820;11.34;15.54;16.95
123.297;123297;126323;11.34;15.54;16.86
123.801;123801;126827;11.34;15.54;16.86
124.304;124304;127330;11.34;15.45;16.86
124.808;124808;127834;11.34;15.45;16.86
125.31;125310;128336;11.34;15.45;16.77
125.814;125814;128840;11.34;15.45;16.77
126.317;126317;129343;11.34;15.45;16.77
126.821;126821;129847;11.34;15.36;16.68
127.324;127324;130350;11.25;15.36;16.68
127.827;127827;130853;11.25;15.36;16.68
128.33;128330;131356;11.25;15.27;16.68
128.834;128834;131860;11.16;15.27;16.59
129.337;129337;132363;11.16;15.27;16.59
129.841;129841;132867;11.07;15.27;16.59
130.343;130343;133369;11.07;15.27;16.59
130.847;130847;133873;11.07;15.18;16.59
131.35;131350;134376;10.98;15.18;16.51
131.854;131854;134880;10.98;15.18;16.51
132.357;132357;135383;10.98;15.18;16.51
132.86;132860;135886;10.98;15.10;16.51
133.363;133363;136389;10.98;15.10;16.42
133.867;133867;136893;10.98;15.10;16.42
134.37;134370;137396;10.98;15.10;16.42
134.874;134874;137900;11.07;15.10;16.33
135.376;135376;138402;11.07;15.10;16.33
135.88;135880;138906;11.07;15.01;16.33
136.383;136383;139409;10.98;15.01;16.33
136.887;136887;139913;10.98;15.01;16.33
137.39;137390;140416;10.98;15.01;16.33
137.893;137893;140919;10.98;14.92;16.24
138.396;138396;141422;10.98;14.92;16.24
138.9;138900;141926;10.98;14.92;16.24
139.403;139403;142429;10.98;14.92;16.24
139.906;139906;142932;10.98;14.92;16.15
140.409;140409;143435;10.98;14.83;16.15
140.913;140913;143939;10.98;14.83;16.15
141.416;141416;144442;10.89;14.83;16.15
141.92;141920;144946;10.98;14.83;16.15
142.422;142422;145448;10.89;14.83;16.07
142.926;142926;145952;10.89;14.74;16.07
143.429;143429;146455;10.89;14.74;16.07
143.933;143933;146959;10.89;14.74;16.07
144.436;144436;147462;10.80;14.74;16.07
144.939;144939;147965;10.80;14.74;16.07
145.442;145442;148468;10.80;14.74;15.98
145.946;145946;148972;10.80;14.74;15.98
146.449;146449;149475;10.80;14.74;15.98
146.953;146953;149979;10.80;14.74;15.98
147.455;147455;150481;10.71;14.74;15.98
147.959;147959;150985;10.80;14.65;15.89
148.462;148462;151488;10.71;14.65;15.89
148.966;148966;151992;10.71;14.65;15.89
149.469;149469;152495;10.71;14.65;15.89
149.972;149972;152998;10.71;14.65;15.89
150.475;150475;153501;10.80;14.65;15.89
150.979;150979;154005;10.71;14.57;15.89
151.482;151482;154508;10.71;14.57;15.80
151.986;151986;155012;10.71;14.57;15.80
152.488;152488;155514;10.71;14.57;15.80
152.992;152992;156018;10.71;14.57;15.80
153.495;153495;156521;10.71;14.57;15.80
153.999;153999;157025;10.62;14.57;15.80
154.503;154503;157529;10.62;14.57;15.80
155.005;155005;158031;10.71;14.48;15.80
155.508;155508;158534;10.71;14.48;15.80
156.012;156012;159038;10.71;14.48;15.71
156.516;156516;159542;10.71;14.48;15.71
157.019;157019;160045;10.62;14.48;15.71
157.522;157522;160548;10.62;14.48;15.71
158.025;158025;161051;10.62;14.39;15.71
158.529;158529;161555;10.62;14.39;15.71
159.032;159032;162058;10.62;14.39;15.71
159.536;159536;162562;10.71;14.39;15.71
160.038;160038;163064;10.62;14.39;15.71
160.542;160542;163568;10.62;14.39;15.71
161.045;161045;164071;10.62;14.39;15.71
161.549;161549;164575;10.62;14.39;15.63
162.052;162052;165078;10.62;14.39;15.63
162.555;162555;165581;10.62;14.30;15.63
163.058;163058;166084;10.62;14.30;15.63
163.562;163562;166588;10.62;14.30;15.63
164.065;164065;167091;10.62;14.30;15.63
164.569;164569;167595;10.62;14.30;15.54
165.071;165071;168097;10.62;14.30;15.54
165.575;165575;168601;10.62;14.30;15.54
166.078;166078;169104;10.62;14.30;15.54
166.582;166582;169608;10.62;14.30;15.54
167.084;167084;170110;10.62;14.21;15.54
167.588;167588;170614;10.62;14.30;15.54
168.091;168091;171117;10.53;14.21;15.54
168.595;168595;171621;10.53;14.21;15.45
169.098;169098;172124;10.53;14.21;15.45
169.601;169601;172627;10.53;14.21;15.45
170.104;170104;173130;10.53;14.21;15.45
170.608;170608;173634;10.53;14.21;15.45
171.111;171111;174137;10.44;14.21;15.45
171.615;171615;174641;10.35;14.12;15.36
172.117;172117;175143;10.35;14.12;15.36
172.621;172621;175647;10.35;14.12;15.36
173.124;173124;176150;10.25;14.12;15.27
173.628;173628;176654;10.25;14.03;15.27
174.131;174131;177157;10.25;14.03;15.27
174.634;174634;177660;10.25;14.03;15.27
175.137;175137;178163;10.16;14.03;15.18
175.641;175641;178667;10.25;13.94;15.27
176.144;176144;179170;10.16;13.94;15.18
176.648;176648;179674;10.16;13.94;15.18
177.15;177150;180176;10.16;13.94;15.18
177.654;177654;180680;10.16;13.94;15.10
178.158;178158;181184;10.16;13.94;15.10
178.661;178661;181687;10.16;13.86;15.10
179.165;179165;182191;10.16;13.86;15.10
179.667;179667;182693;10.16;13.86;15.10
180.171;180171;183197;10.16;13.86;15.10
180.674;180674;183700;10.16;13.86;15.10
181.178;181178;184204;10.16;13.86;15.01
181.681;181681;184707;10.07;13.86;15.10
182.184;182184;185210;10.07;13.86;15.01
182.687;182687;185713;10.07;13.86;15.01
183.191;183191;186217;10.07;13.86;15.01
183.694;183694;186720;10.07;13.86;15.01
184.198;184198;187224;10.07;13.86;15.01
184.7;184700;187726;10.07;13.86;15.01
185.204;185204;188230;10.16;13.86;15.01
185.707;185707;188733;10.07;13.86;15.01
186.211;186211;189237;10.07;13.77;15.01
186.714;186714;189740;10.07;13.77;15.01
187.217;187217;190243;10.16;13.77;15.01
187.72;187720;190746;10.07;13.77;14.92
188.224;188224;191250;10.07;13.77;14.92
188.727;188727;191753;10.07;13.77;14.92
189.231;189231;192257;10.07;13.77;14.92
189.733;189733;192759;10.07;13.68;14.92
190.237;190237;193263;10.07;13.68;14.92
190.74;190740;193766;10.07;13.68;14.92
191.244;191244;194270;10.07;13.68;14.92
191.746;191746;194772;9.98;13.68;14.83
192.25;192250;195276;9.98;13.68;14.83
192.753;192753;195779;9.98;13.68;14.83
193.256;193256;196282;9.98;13.68;14.83
193.76;193760;196786;9.98;13.68;14.74
194.262;194262;197288;9.98;13.68;14.74
194.766;194766;197792;9.98;13.59;14.74
195.269;195269;198295;9.98;13.59;14.74
195.773;195773;198799;9.89;13.59;14.74
196.276;196276;199302;9.89;13.59;14.74
196.779;196779;199805;9.89;13.59;14.74
197.282;197282;200308;9.89;13.59;14.74
197.786;197786;200812;9.89;13.50;14.65
198.289;198289;201315;9.89;13.50;14.65
198.793;198793;201819;9.89;13.50;14.65
199.295;199295;202321;9.89;13.50;14.65
199.799;199799;202825;9.89;13.50;14.65
200.302;200302;203328;9.89;13.50;14.65
200.806;200806;203832;9.89;13.41;14.65
201.309;201309;204335;9.80;13.41;14.65
201.811;201811;204837;9.80;13.41;14.65
202.315;202315;205341;9.80;13.41;14.57
202.818;202818;205844;9.80;13.41;14.57
203.322;203322;206348;9.80;13.41;14.65
203.825;203825;206851;9.80;13.41;14.57
204.328;204328;207354;9.80;13.41;14.57
204.831;204831;207857;9.80;13.32;14.57
205.334;205334;208360;9.80;13.41;14.57
205.838;205838;208864;9.80;13.32;14.57
206.341;206341;209367;9.80;13.32;14.57
206.844;206844;209870;9.70;13.41;14.57
207.347;207347;210373;9.70;13.41;14.48
207.851;207851;210877;9.70;13.32;14.48
208.354;208354;211380;9.70;13.32;14.48
208.858;208858;211884;9.70;13.32;14.48
209.36;209360;212386;9.80;13.32;14.48
209.863;209863;212889;9.80;13.32;14.48
210.367;210367;213393;9.80;13.32;14.48
210.87;210870;213896;9.80;13.32;14.48
211.374;211374;214400;9.70;13.23;14.39
211.876;211876;214902;9.70;13.32;14.39
212.38;212380;215406;9.70;13.23;14.39
212.883;212883;215909;9.70;13.23;14.39
213.387;213387;216413;9.70;13.23;14.39
213.889;213889;216915;9.70;13.23;14.39
214.392;214392;217418;9.70;13.23;14.30
214.896;214896;217922;9.80;13.23;14.39
215.399;215399;218425;9.80;13.23;14.30
215.903;215903;218929;9.70;13.23;14.30
216.405;216405;219431;9.70;13.14;14.30
216.909;216909;219935;9.70;13.14;14.30
217.412;217412;220438;9.70;13.14;14.30
217.916;217916;220942;9.70;13.14;14.30
218.419;218419;221445;9.70;13.14;14.30
218.921;218921;221947;9.70;13.14;14.30
219.425;219425;222451;9.70;13.05;14.30
219.928;219928;222954;9.61;13.14;14.30
220.432;220432;223458;9.70;13.05;14.30
220.935;220935;223961;9.61;13.05;14.21
221.438;221438;224464;9.61;13.05;14.30
221.941;221941;224967;9.61;13.05;14.21
222.445;222445;225471;9.61;13.05;14.21
222.948;222948;225974;9.61;13.05;14.21
223.451;223451;226477;9.61;13.05;14.21
223.954;223954;226980;9.61;12.96;14.21
224.457;224457;227483;9.61;12.96;14.12
224.961;224961;227987;9.61;13.05;14.12
225.464;225464;228490;9.61;12.96;14.12
225.968;225968;228994;9.61;12.96;14.12
226.47;226470;229496;9.61;12.96;14.12
226.974;226974;230000;9.61;13.05;14.12
227.477;227477;230503;9.61;12.96;14.12
227.981;227981;231007;9.61;12.96;14.12
228.484;228484;231510;9.61;12.96;14.12
228.986;228986;232012;9.61;12.96;14.12
229.49;229490;232516;9.52;12.87;14.03
229.993;229993;233019;9.52;12.87;14.03
230.497;230497;233523;9.52;12.87;14.03
230.999;230999;234025;9.52;12.87;14.03
231.503;231503;234529;9.52;12.87;14.03
232.006;232006;235032;9.43;12.78;14.12
232.51;232510;235536;9.43;12.87;14.03
233.013;233013;236039;9.43;12.78;14.12
233.515;233515;236541;9.43;12.78;14.12
234.019;234019;237045;9.34;12.78;14.12
234.522;234522;237548;9.34;12.78;14.12
235.026;235026;238052;9.34;12.78;14.12
235.529;235529;238555;9.24;12.78;14.12
236.032;236032;239058;9.24;12.78;14.12
236.535;236535;239561;9.24;12.78;14.12
237.039;237039;240065;9.15;12.78;14.12
237.542;237542;240568;9.15;12.78;14.12
238.046;238046;241072;9.15;12.70;14.12
238.548;238548;241574;9.15;12.70;14.12
239.052;239052;242078;9.06;12.70;14.12
239.555;239555;242581;9.06;12.70;14.12
240.059;240059;243085;9.06;12.70;14.12
240.562;240562;243588;9.06;12.70;14.12
241.064;241064;244090;9.06;12.70;14.12
241.568;241568;244594;9.06;12.70;14.12
242.071;242071;245097;8.97;12.70;14.12
242.575;242575;245601;8.97;12.70;14.12
243.078;243078;246104;8.97;12.61;14.12
243.581;243581;246607;8.97;12.61;14.12
244.084;244084;247110;8.87;12.61;14.12
244.588;244588;247614;8.87;12.61;14.12
245.091;245091;248117;8.87;12.61;14.03
245.595;245595;248621;8.87;12.61;14.03
246.097;246097;249123;8.87;12.61;14.03
246.6;246600;249626;8.87;12.61;14.03
247.104;247104;250130;8.87;12.61;14.03
247.607;247607;250633;8.87;12.61;13.94
248.111;248111;251137;8.87;12.61;13.94
248.613;248613;251639;8.87;12.61;13.94
249.117;249117;252143;8.87;12.52;13.94
249.62;249620;252646;8.87;12.52;13.94
250.124;250124;253150;8.78;12.52;13.94
250.626;250626;253652;8.87;12.52;13.94
251.13;251130;254156;8.78;12.52;13.86
251.633;251633;254659;8.78;12.52;13.86
252.137;252137;255163;8.78;12.52;13.86
252.64;252640;255666;8.78;12.52;13.86
253.142;253142;256168;8.87;12.52;13.86
253.646;253646;256672;8.87;12.52;13.86
254.149;254149;257175;8.87;12.43;13.86
254.653;254653;257679;8.87;12.43;13.86
255.156;255156;258182;8.87;12.43;13.86
255.659;255659;258685;8.87;12.43;13.77
256.162;256162;259188;8.87;12.43;13.77
256.666;256666;259692;8.78;12.43;13.77
257.169;257169;260195;8.78;12.43;13.77
257.673;257673;260699;8.78;12.43;13.77
258.175;258175;261201;8.78;12.43;13.77
258.679;258679;261705;8.78;12.43;13.77
259.182;259182;262208;8.69;12.43;13.77
259.686;259686;262712;8.69;12.34;13.77
260.189;260189;263215;8.69;12.34;13.77
260.692;260692;263718;8.69;12.34;13.77
261.195;261195;264221;8.69;12.34;13.77
261.699;261699;264725;8.69;12.34;13.77
262.202;262202;265228;8.60;12.34;13.77
262.706;262706;265732;8.60;12.34;13.68
263.208;263208;266234;8.60;12.34;13.77
263.711;263711;266737;8.60;12.34;13.77
264.215;264215;267241;8.60;12.34;13.77
264.718;264718;267744;8.60;12.34;13.68
265.222;265222;268248;8.50;12.25;13.68
265.724;265724;268750;8.60;12.34;13.68
266.228;266228;269254;8.60;12.34;13.68
266.731;266731;269757;8.50;12.25;13.68
267.235;267235;270261;8.50;12.25;13.68
267.738;267738;270764;8.50;12.34;13.68
268.241;268241;271267;8.50;12.34;13.68
268.744;268744;271770;8.50;12.25;13.77
269.248;269248;272274;8.50;12.25;13.77
269.751;269751;272777;8.50;12.34;13.68
270.255;270255;273281;8.60;12.25;13.77
270.757;270757;273783;8.60;12.25;13.77
271.261;271261;274287;8.50;12.34;13.68
271.764;271764;274790;8.50;12.25;13.77
272.268;272268;275294;8.50;12.25;13.77
272.77;272770;275796;8.50;12.25;13.68
273.273;273273;276299;8.50;12.25;13.68
273.777;273777;276803;8.50;12.25;13.68
274.28;274280;277306;8.50;12.25;13.68
274.784;274784;277810;8.50;12.25;13.68
275.286;275286;278312;8.41;12.25;13.68
275.79;275790;278816;8.41;12.25;13.68
276.293;276293;279319;8.41;12.16;13.68
276.797;276797;279823;8.41;12.25;13.59
277.3;277300;280326;8.41;12.16;13.59
277.803;277803;280829;8.41;12.16;13.59
278.306;278306;281332;8.41;12.16;13.59
278.81;278810;281836;8.41;12.16;13.59
279.313;279313;282339;8.41;12.16;13.59
279.817;279817;282843;8.41;12.16;13.59
280.319;280319;283345;8.41;12.16;13.59
280.822;280822;283848;8.41;12.16;13.50
281.326;281326;284352;8.41;12.16;13.50
281.829;281829;284855;8.41;12.16;13.50
282.333;282333;285359;8.41;12.16;13.50
282.835;282835;285861;8.41;12.07;13.50
283.339;283339;286365;8.41;12.07;13.50
283.842;283842;286868;8.41;12.07;13.50
284.346;284346;287372;8.41;12.07;13.50
284.849;284849;287875;8.50;12.07;13.41
285.352;285352;288378;8.50;12.07;13.41
285.855;285855;288881;8.60;12.07;13.41
286.359;286359;289385;8.60;12.07;13.41
286.862;286862;289888;8.60;12.07;13.41
287.366;287366;290392;8.60;12.07;13.41
287.868;287868;290894;8.60;12.07;13.41
288.371;288371;291397;8.69;12.07;13.41
288.875;288875;291901;8.69;12.07;13.41
289.378;289378;292404;8.69;11.98;13.41
289.882;289882;292908;8.69;11.98;13.32
290.384;290384;293410;8.69;11.98;13.32
290.888;290888;293914;8.69;11.98;13.32
291.391;291391;294417;8.69;12.07;13.32
291.895;291895;294921;8.69;11.98;13.32
292.398;292398;295424;8.69;11.98;13.32
292.901;292901;295927;8.69;11.98;13.32
293.404;293404;296430;8.69;11.98;13.32
293.908;293908;296934;8.69;11.98;13.32
294.411;294411;297437;8.69;11.98;13.32
294.914;294914;297940;8.69;11.98;13.32
295.417;295417;298443;8.69;11.98;13.23
295.921;295921;298947;8.69;11.98;13.23
296.424;296424;299450;8.69;11.98;13.23
296.928;296928;299954;8.69;11.98;13.23
297.43;297430;300456;8.69;11.98;13.23
297.933;297933;300959;8.69;11.98;13.23
298.437;298437;301463;8.69;11.98;13.14
298.94;298940;301966;8.69;11.98;13.14
299.444;299444;302470;8.69;11.98;13.14
299.946;299946;302972;8.69;11.98;13.14
300.45;300450;303476;8.69;11.98;13.14
300.953;300953;303979;8.69;11.98;13.14
301.457;301457;304483;8.69;11.98;13.14
301.96;301960;304986;8.69;11.98;13.14
302.463;302463;305489;8.69;11.98;13.14
302.966;302966;305992;8.69;11.98;13.14
303.47;303470;306496;8.69;11.98;13.14
303.973;303973;306999;8.69;11.98;13.14
304.477;304477;307503;8.69;11.98;13.14
304.979;304979;308005;8.69;11.98;13.14
305.482;305482;308508;8.69;11.98;13.05
305.986;305986;309012;8.69;11.98;13.05
306.489;306489;309515;8.69;11.98;13.14
306.993;306993;310019;8.69;11.98;13.14
307.495;307495;310521;8.69;11.98;13.05
307.999;307999;311025;8.69;11.98;13.05
308.502;308502;311528;8.69;11.98;13.05
309.006;309006;312032;8.69;11.98;13.05
309.509;309509;312535;8.69;11.98;13.05
310.012;310012;313038;8.69;11.89;13.05
310.515;310515;313541;8.69;11.89;13.05
311.019;311019;314045;8.69;11.89;13.05
311.522;311522;314548;8.69;11.89;13.05
312.026;312026;315052;8.69;11.89;13.05
312.528;312528;315554;8.69;11.89;12.96
313.031;313031;316057;8.69;11.89;12.96
313.535;313535;316561;8.69;11.89;12.96
314.038;314038;317064;8.69;11.89;12.96
314.542;314542;317568;8.69;11.89;12.96
315.044;315044;318070;8.69;11.89;12.96
315.548;315548;318574;8.60;11.89;12.96
316.051;316051;319077;8.60;11.89;12.96
316.555;316555;319581;8.60;11.89;12.96
317.057;317057;320083;8.50;11.89;12.96
317.561;317561;320587;8.50;11.89;12.96
318.064;318064;321090;8.50;11.80;12.96
