temps (s);temps (ms);temps;ACTU;T2;LASER
2.084;2084;20285;23.89;23.45;23.18
2.087;2087;20288;23.89;23.45;23.09
2.09;2090;20291;23.89;23.45;23.18
2.093;2093;20294;23.80;23.45;23.18
2.097;2097;20298;23.80;23.45;23.18
2.1;2100;20301;23.89;23.45;23.18
2.103;2103;20304;23.89;23.45;23.18
2.106;2106;20307;23.80;23.45;23.18
2.11;2110;20311;23.80;23.45;23.18
2.113;2113;20314;23.89;23.45;23.18
2.117;2117;20318;23.80;23.45;23.18
2.12;2120;20321;23.89;23.45;23.18
2.123;2123;20324;23.89;23.45;23.18
2.126;2126;20327;23.89;23.45;23.18
2.129;2129;20330;23.89;23.45;23.18
2.132;2132;20333;23.80;23.45;23.18
2.135;2135;20336;23.89;23.45;23.18
2.139;2139;20340;23.89;23.45;23.18
2.142;2142;20343;23.89;23.45;23.18
2.145;2145;20346;23.89;23.45;23.18
2.148;2148;20349;23.89;23.45;23.18
2.152;2152;20353;23.89;23.45;23.18
2.155;2155;20356;23.80;23.45;23.18
2.159;2159;20360;23.89;23.45;23.18
2.162;2162;20363;23.89;23.45;23.18
2.165;2165;20366;23.80;23.45;23.18
2.168;2168;20369;23.89;23.45;23.18
2.171;2171;20372;23.80;23.45;23.18
2.174;2174;20375;23.89;23.45;23.18
2.177;2177;20378;23.89;23.45;23.18
2.181;2181;20382;23.89;23.45;23.18
2.184;2184;20385;23.89;23.45;23.18
2.187;2187;20388;23.89;23.36;23.18
2.19;2190;20391;23.89;23.45;23.18
2.194;2194;20395;23.89;23.36;23.09
2.197;2197;20398;23.89;23.45;23.18
2.201;2201;20402;23.89;23.45;23.18
2.204;2204;20405;23.89;23.45;23.18
2.207;2207;20408;23.89;23.45;23.18
2.21;2210;20411;23.89;23.45;23.18
2.213;2213;20414;23.89;23.45;23.18
2.216;2216;20417;23.89;23.45;23.18
2.219;2219;20420;23.89;23.45;23.18
2.223;2223;20424;23.89;23.45;23.18
2.226;2226;20427;23.89;23.45;23.18
2.229;2229;20430;23.80;23.45;23.18
2.232;2232;20433;23.89;23.45;23.18
2.235;2235;20436;23.89;23.45;23.18
2.239;2239;20440;23.89;23.45;23.18
2.242;2242;20443;23.89;23.45;23.18
2.246;2246;20447;23.89;23.45;23.18
2.249;2249;20450;23.89;23.45;23.18
2.252;2252;20453;23.89;23.45;23.18
2.255;2255;20456;23.89;23.45;23.18
2.258;2258;20459;23.89;23.45;23.18
2.261;2261;20462;23.89;23.45;23.18
2.264;2264;20465;23.89;23.45;23.18
2.268;2268;20469;23.89;23.36;23.18
2.271;2271;20472;23.89;23.45;23.18
2.274;2274;20475;23.89;23.45;23.09
2.277;2277;20478;23.89;23.45;23.18
2.281;2281;20482;23.89;23.45;23.18
2.284;2284;20485;23.89;23.45;23.18
2.288;2288;20489;23.80;23.45;23.18
2.291;2291;20492;23.89;23.45;23.18
2.294;2294;20495;23.89;23.45;23.18
2.297;2297;20498;23.89;23.45;23.18
2.3;2300;20501;23.89;23.45;23.18
2.303;2303;20504;23.89;23.45;23.18
2.306;2306;20507;23.89;23.45;23.18
2.31;2310;20511;23.89;23.45;23.18
2.313;2313;20514;23.89;23.45;23.18
2.316;2316;20517;23.89;23.45;23.18
2.319;2319;20520;23.89;23.45;23.18
2.323;2323;20524;23.89;23.45;23.18
2.326;2326;20527;23.89;23.45;23.18
2.33;2330;20531;23.89;23.45;23.09
2.333;2333;20534;23.89;23.45;23.18
2.336;2336;20537;23.89;23.45;23.18
2.339;2339;20540;23.89;23.45;23.18
2.342;2342;20543;23.89;23.45;23.18
2.345;2345;20546;23.89;23.45;23.18
2.348;2348;20549;23.89;23.45;23.18
2.352;2352;20553;23.89;23.45;23.18
2.355;2355;20556;23.89;23.45;23.18
2.358;2358;20559;23.89;23.45;23.18
2.361;2361;20562;23.89;23.45;23.18
2.365;2365;20566;23.89;23.45;23.18
2.368;2368;20569;23.89;23.45;23.18
2.372;2372;20573;23.89;23.45;23.18
2.375;2375;20576;23.89;23.45;23.18
2.378;2378;20579;23.89;23.45;23.18
2.381;2381;20582;23.89;23.45;23.18
2.384;2384;20585;23.89;23.36;23.18
2.387;2387;20588;23.89;23.45;23.09
2.39;2390;20591;23.89;23.45;23.18
2.394;2394;20595;23.89;23.45;23.18
2.397;2397;20598;23.89;23.36;23.18
2.4;2400;20601;23.89;23.45;23.18
2.403;2403;20604;23.89;23.36;23.18
2.407;2407;20608;23.89;23.45;23.18
2.41;2410;20611;23.89;23.45;23.18
2.414;2414;20615;23.89;23.45;23.18
2.417;2417;20618;23.89;23.45;23.18
2.42;2420;20621;23.89;23.45;23.18
2.423;2423;20624;23.89;23.45;23.18
2.426;2426;20627;23.89;23.45;23.18
2.429;2429;20630;23.89;23.45;23.18
2.432;2432;20633;23.89;23.45;23.18
2.436;2436;20637;23.89;23.45;23.18
2.439;2439;20640;23.89;23.45;23.18
2.442;2442;20643;23.89;23.45;23.18
2.445;2445;20646;23.89;23.45;23.09
2.448;2448;20649;23.98;23.45;23.18
2.452;2452;20653;23.89;23.45;23.18
2.455;2455;20656;23.89;23.45;23.18
2.459;2459;20660;23.89;23.45;23.18
2.462;2462;20663;23.98;23.45;23.18
2.465;2465;20666;23.89;23.45;23.18
2.468;2468;20669;23.89;23.45;23.18
2.471;2471;20672;23.89;23.45;23.18
2.474;2474;20675;23.98;23.45;23.18
2.477;2477;20678;23.89;23.45;23.18
2.481;2481;20682;23.89;23.45;23.18
2.484;2484;20685;23.89;23.36;23.18
2.487;2487;20688;23.89;23.45;23.18
2.49;2490;20691;23.89;23.45;23.18
2.494;2494;20695;23.89;23.45;23.09
2.497;2497;20698;23.89;23.45;23.18
2.501;2501;20702;23.89;23.45;23.18
2.504;2504;20705;23.89;23.45;23.18
2.507;2507;20708;23.98;23.45;23.18
2.51;2510;20711;23.89;23.45;23.18
2.513;2513;20714;23.98;23.45;23.18
2.516;2516;20717;23.89;23.45;23.18
2.519;2519;20720;23.89;23.45;23.18
2.523;2523;20724;23.89;23.45;23.18
2.526;2526;20727;23.98;23.45;23.18
2.529;2529;20730;23.89;23.45;23.18
2.532;2532;20733;23.89;23.45;23.18
2.536;2536;20737;23.89;23.45;23.18
2.539;2539;20740;23.98;23.45;23.18
2.543;2543;20744;23.89;23.45;23.18
2.546;2546;20747;23.89;23.45;23.18
2.549;2549;20750;23.98;23.45;23.18
2.552;2552;20753;23.98;23.45;23.18
2.555;2555;20756;23.89;23.45;23.18
2.558;2558;20759;23.89;23.45;23.18
2.561;2561;20762;23.89;23.36;23.18
2.565;2565;20766;23.89;23.45;23.18
2.568;2568;20769;23.98;23.36;23.18
2.571;2571;20772;23.89;23.45;23.18
2.574;2574;20775;23.98;23.45;23.18
2.578;2578;20779;23.89;23.45;23.18
2.581;2581;20782;23.89;23.45;23.18
2.585;2585;20786;23.89;23.45;23.18
2.588;2588;20789;23.98;23.45;23.18
2.591;2591;20792;23.98;23.45;23.18
2.594;2594;20795;23.89;23.45;23.18
2.597;2597;20798;23.89;23.45;23.09
2.6;2600;20801;23.98;23.45;23.18
2.603;2603;20804;23.89;23.45;23.18
2.607;2607;20808;23.89;23.45;23.18
2.61;2610;20811;23.98;23.45;23.18
2.613;2613;20814;23.98;23.45;23.18
2.616;2616;20817;23.89;23.45;23.18
2.619;2619;20820;23.98;23.45;23.18
2.623;2623;20824;23.98;23.45;23.18
2.627;2627;20828;23.98;23.45;23.18
2.63;2630;20831;23.98;23.45;23.18
2.633;2633;20834;23.89;23.45;23.18
2.636;2636;20837;23.89;23.45;23.18
2.639;2639;20840;23.98;23.45;23.18
2.642;2642;20843;23.98;23.45;23.18
2.646;2646;20847;23.98;23.45;23.18
2.649;2649;20850;23.98;23.45;23.18
2.652;2652;20853;23.98;23.45;23.18
2.655;2655;20856;23.98;23.45;23.09
2.658;2658;20859;23.98;23.45;23.18
2.661;2661;20862;23.98;23.45;23.18
2.665;2665;20866;23.98;23.45;23.18
2.669;2669;20870;23.89;23.45;23.18
2.672;2672;20873;23.98;23.45;23.18
2.675;2675;20876;23.98;23.45;23.18
2.678;2678;20879;23.98;23.45;23.18
2.681;2681;20882;23.98;23.45;23.18
2.684;2684;20885;23.98;23.45;23.18
2.688;2688;20889;23.89;23.45;23.18
2.691;2691;20892;23.98;23.45;23.18
2.694;2694;20895;23.89;23.45;23.18
2.697;2697;20898;23.98;23.45;23.18
2.7;2700;20901;23.98;23.45;23.18
2.703;2703;20904;23.98;23.45;23.09
2.707;2707;20908;23.98;23.45;23.18
2.711;2711;20912;23.98;23.45;23.18
2.714;2714;20915;23.98;23.45;23.18
2.717;2717;20918;23.98;23.45;23.09
2.72;2720;20921;23.98;23.45;23.18
2.723;2723;20924;23.98;23.45;23.18
2.726;2726;20927;23.98;23.45;23.18
2.73;2730;20931;23.98;23.45;23.18
2.733;2733;20934;23.98;23.45;23.18
2.736;2736;20937;23.98;23.45;23.18
2.739;2739;20940;23.98;23.45;23.18
2.742;2742;20943;23.98;23.45;23.18
2.745;2745;20946;23.98;23.45;23.18
2.75;2750;20951;23.98;23.45;23.18
2.753;2753;20954;23.98;23.45;23.18
2.756;2756;20957;23.98;23.45;23.18
2.759;2759;20960;23.98;23.45;23.18
2.762;2762;20963;23.98;23.45;23.18
2.765;2765;20966;23.98;23.45;23.18
2.769;2769;20970;23.98;23.45;23.18
2.772;2772;20973;23.98;23.45;23.18
2.775;2775;20976;23.98;23.45;23.18
2.778;2778;20979;23.98;23.45;23.18
2.781;2781;20982;23.98;23.45;23.18
2.784;2784;20985;23.98;23.45;23.18
2.787;2787;20988;23.98;23.45;23.18
2.792;2792;20993;23.98;23.45;23.18
2.795;2795;20996;23.98;23.45;23.18
2.798;2798;20999;23.98;23.45;23.18
2.801;2801;21002;23.98;23.45;23.18
2.804;2804;21005;23.98;23.45;23.18
2.807;2807;21008;23.98;23.45;23.18
2.811;2811;21012;23.98;23.45;23.18
2.814;2814;21015;23.98;23.45;23.18
2.817;2817;21018;23.98;23.45;23.18
2.82;2820;21021;23.98;23.45;23.18
2.823;2823;21024;23.98;23.45;23.18
2.826;2826;21027;23.98;23.45;23.18
2.829;2829;21030;23.98;23.45;23.18
2.834;2834;21035;23.98;23.45;23.18
2.837;2837;21038;23.98;23.45;23.18
2.84;2840;21041;23.98;23.45;23.18
2.843;2843;21044;23.98;23.45;23.18
2.846;2846;21047;23.98;23.45;23.18
2.85;2850;21051;23.98;23.45;23.18
2.853;2853;21054;23.98;23.45;23.18
2.856;2856;21057;24.07;23.45;23.18
2.859;2859;21060;23.98;23.45;23.18
2.862;2862;21063;23.98;23.45;23.18
2.865;2865;21066;23.98;23.45;23.18
2.868;2868;21069;23.98;23.45;23.18
2.872;2872;21073;23.98;23.45;23.18
2.875;2875;21076;23.98;23.45;23.18
2.879;2879;21080;23.98;23.45;23.18
2.882;2882;21083;23.98;23.45;23.18
2.885;2885;21086;24.07;23.45;23.18
2.888;2888;21089;24.07;23.45;23.18
2.892;2892;21093;23.98;23.45;23.18
2.895;2895;21096;23.98;23.53;23.18
2.898;2898;21099;23.98;23.45;23.18
2.901;2901;21102;23.98;23.45;23.18
2.904;2904;21105;23.98;23.45;23.18
2.907;2907;21108;23.98;23.45;23.18
2.91;2910;21111;23.98;23.45;23.18
2.914;2914;21115;24.07;23.45;23.09
2.917;2917;21118;23.98;23.45;23.18
2.921;2921;21122;23.98;23.45;23.18
2.924;2924;21125;23.98;23.45;23.18
2.927;2927;21128;23.98;23.45;23.18
2.93;2930;21131;24.07;23.45;23.18
2.934;2934;21135;24.07;23.45;23.18
2.937;2937;21138;24.07;23.45;23.18
2.94;2940;21141;24.07;23.45;23.18
2.943;2943;21144;23.98;23.45;23.18
2.946;2946;21147;23.98;23.45;23.18
2.949;2949;21150;23.98;23.45;23.18
2.953;2953;21154;24.07;23.45;23.18
2.956;2956;21157;23.98;23.45;23.18
2.959;2959;21160;24.07;23.45;23.18
2.963;2963;21164;24.07;23.45;23.18
2.966;2966;21167;23.98;23.45;23.18
2.969;2969;21170;24.07;23.45;23.18
2.973;2973;21174;23.98;23.45;23.18
2.976;2976;21177;23.98;23.45;23.18
2.979;2979;21180;24.07;23.45;23.18
2.982;2982;21183;23.98;23.45;23.18
2.985;2985;21186;24.07;23.45;23.18
2.988;2988;21189;24.07;23.45;23.18
2.991;2991;21192;24.07;23.45;23.18
2.995;2995;21196;23.98;23.45;23.18
2.998;2998;21199;23.98;23.45;23.18
3.001;3001;21202;23.98;23.45;23.18
3.005;3005;21206;23.98;23.45;23.18
3.008;3008;21209;24.07;23.45;23.18
3.011;3011;21212;24.07;23.45;23.18
3.015;3015;21216;24.07;23.45;23.18
3.018;3018;21219;24.07;23.45;23.18
3.021;3021;21222;24.07;23.45;23.18
3.024;3024;21225;23.98;23.45;23.18
3.027;3027;21228;24.07;23.45;23.18
3.03;3030;21231;24.07;23.45;23.18
3.033;3033;21234;24.07;23.45;23.18
3.037;3037;21238;24.07;23.45;23.18
3.04;3040;21241;23.98;23.45;23.18
3.043;3043;21244;24.07;23.45;23.18
3.047;3047;21248;24.07;23.45;23.18
3.05;3050;21251;24.07;23.45;23.18
3.053;3053;21254;24.07;23.45;23.18
3.057;3057;21258;23.98;23.45;23.18
3.06;3060;21261;24.07;23.45;23.18
3.063;3063;21264;24.07;23.45;23.18
3.066;3066;21267;24.07;23.45;23.18
3.069;3069;21270;23.98;23.45;23.18
3.072;3072;21273;24.07;23.45;23.18
3.075;3075;21276;24.07;23.45;23.18
3.079;3079;21280;24.07;23.45;23.18
3.082;3082;21283;24.07;23.45;23.18
3.085;3085;21286;24.07;23.45;23.18
3.088;3088;21289;23.98;23.45;23.18
3.092;3092;21293;24.07;23.45;23.18
3.095;3095;21296;24.07;23.45;23.18
3.099;3099;21300;24.07;23.36;23.18
3.102;3102;21303;24.07;23.45;23.18
3.105;3105;21306;24.07;23.45;23.18
3.108;3108;21309;24.07;23.45;23.18
3.111;3111;21312;24.07;23.45;23.18
3.114;3114;21315;24.07;23.45;23.18
3.117;3117;21318;24.07;23.45;23.18
3.121;3121;21322;24.07;23.45;23.18
3.124;3124;21325;24.07;23.45;23.18
3.127;3127;21328;24.07;23.45;23.18
3.13;3130;21331;24.07;23.45;23.09
3.134;3134;21335;24.07;23.45;23.18
3.137;3137;21338;24.07;23.45;23.18
3.141;3141;21342;24.07;23.45;23.18
3.144;3144;21345;24.07;23.45;23.18
3.147;3147;21348;24.07;23.45;23.18
3.15;3150;21351;24.07;23.45;23.18
3.153;3153;21354;24.07;23.45;23.18
3.156;3156;21357;24.07;23.45;23.09
3.159;3159;21360;23.98;23.45;23.18
3.163;3163;21364;24.07;23.45;23.09
3.166;3166;21367;23.98;23.45;23.18
3.169;3169;21370;24.07;23.45;23.18
3.172;3172;21373;24.07;23.45;23.18
3.176;3176;21377;24.07;23.45;23.18
3.179;3179;21380;24.07;23.45;23.18
3.183;3183;21384;23.98;23.45;23.18
3.186;3186;21387;24.07;23.45;23.18
3.189;3189;21390;24.07;23.45;23.18
3.192;3192;21393;24.07;23.36;23.18
3.195;3195;21396;24.07;23.45;23.18
3.198;3198;21399;24.07;23.45;23.18
3.201;3201;21402;24.07;23.45;23.18
3.205;3205;21406;24.07;23.36;23.18
3.208;3208;21409;24.07;23.45;23.18
3.211;3211;21412;24.07;23.45;23.18
3.214;3214;21415;24.07;23.45;23.18
3.218;3218;21419;24.07;23.45;23.18
3.221;3221;21422;24.07;23.45;23.18
3.225;3225;21426;24.07;23.45;23.18
3.228;3228;21429;24.07;23.45;23.18
3.231;3231;21432;24.07;23.45;23.18
3.234;3234;21435;24.07;23.45;23.18
3.237;3237;21438;24.07;23.45;23.18
3.24;3240;21441;24.07;23.45;23.18
3.244;3244;21445;24.07;23.45;23.18
3.247;3247;21448;24.07;23.45;23.18
3.25;3250;21451;24.07;23.45;23.18
3.253;3253;21454;24.07;23.45;23.18
3.256;3256;21457;24.07;23.45;23.18
3.259;3259;21460;24.07;23.45;23.18
3.263;3263;21464;24.07;23.45;23.18
3.267;3267;21468;24.07;23.45;23.18
3.27;3270;21471;24.07;23.45;23.18
3.273;3273;21474;24.07;23.45;23.18
3.276;3276;21477;24.07;23.45;23.18
3.279;3279;21480;24.07;23.45;23.18
3.282;3282;21483;24.07;23.45;23.18
3.286;3286;21487;24.07;23.45;23.18
3.289;3289;21490;24.07;23.45;23.18
3.292;3292;21493;24.07;23.45;23.18
3.295;3295;21496;24.07;23.45;23.18
3.298;3298;21499;24.07;23.45;23.18
3.301;3301;21502;24.07;23.36;23.09
3.305;3305;21506;24.07;23.45;23.18
3.309;3309;21510;24.07;23.36;23.18
3.312;3312;21513;24.07;23.45;23.18
3.315;3315;21516;24.07;23.45;23.18
3.318;3318;21519;24.07;23.45;23.18
3.321;3321;21522;24.15;23.45;23.18
3.324;3324;21525;24.07;23.45;23.18
3.328;3328;21529;24.07;23.45;23.18
3.331;3331;21532;24.07;23.45;23.18
3.334;3334;21535;24.07;23.45;23.18
3.337;3337;21538;24.07;23.45;23.18
3.34;3340;21541;24.07;23.45;23.18
3.343;3343;21544;24.07;23.45;23.18
3.347;3347;21548;24.07;23.45;23.18
3.351;3351;21552;24.07;23.45;23.18
3.354;3354;21555;24.07;23.45;23.18
3.357;3357;21558;24.07;23.45;23.18
3.36;3360;21561;24.07;23.45;23.18
3.363;3363;21564;24.07;23.45;23.18
3.366;3366;21567;24.07;23.45;23.18
3.37;3370;21571;24.07;23.45;23.18
3.373;3373;21574;24.07;23.45;23.18
3.376;3376;21577;24.07;23.45;23.18
3.379;3379;21580;24.07;23.45;23.18
3.382;3382;21583;24.07;23.45;23.18
3.385;3385;21586;24.07;23.45;23.18
3.389;3389;21590;24.07;23.45;23.18
3.393;3393;21594;24.07;23.45;23.09
3.396;3396;21597;24.07;23.45;23.18
3.399;3399;21600;24.07;23.45;23.18
3.402;3402;21603;24.07;23.36;23.09
3.405;3405;21606;24.07;23.45;23.18
3.408;3408;21609;24.07;23.45;23.18
3.412;3412;21613;24.07;23.45;23.18
3.415;3415;21616;24.07;23.45;23.18
3.418;3418;21619;24.07;23.45;23.18
3.421;3421;21622;24.07;23.45;23.18
3.424;3424;21625;24.07;23.45;23.18
3.427;3427;21628;24.07;23.45;23.18
3.431;3431;21632;24.07;23.45;23.18
3.435;3435;21636;24.15;23.45;23.18
3.438;3438;21639;24.15;23.45;23.18
3.441;3441;21642;24.07;23.45;23.18
3.444;3444;21645;24.07;23.45;23.09
3.447;3447;21648;24.07;23.45;23.18
3.45;3450;21651;24.07;23.45;23.18
3.454;3454;21655;24.15;23.45;23.18
3.457;3457;21658;24.15;23.45;23.18
3.46;3460;21661;24.07;23.45;23.18
3.463;3463;21664;24.07;23.45;23.18
3.466;3466;21667;24.15;23.45;23.18
3.469;3469;21670;24.07;23.45;23.18
3.472;3472;21673;24.15;23.45;23.18
3.477;3477;21678;24.07;23.45;23.18
3.48;3480;21681;24.15;23.45;23.18
3.483;3483;21684;24.07;23.45;23.18
3.486;3486;21687;24.07;23.45;23.18
3.489;3489;21690;24.07;23.45;23.18
3.493;3493;21694;24.07;23.45;23.18
3.496;3496;21697;24.07;23.45;23.18
3.499;3499;21700;24.15;23.45;23.09
3.502;3502;21703;24.15;23.45;23.18
3.505;3505;21706;24.07;23.45;23.18
3.508;3508;21709;24.15;23.45;23.18
3.511;3511;21712;24.07;23.45;23.18
3.515;3515;21716;24.07;23.45;23.18
3.519;3519;21720;24.07;23.45;23.18
3.522;3522;21723;24.07;23.36;23.18
3.525;3525;21726;24.07;23.45;23.18
3.528;3528;21729;24.07;23.45;23.18
3.531;3531;21732;24.15;23.45;23.18
3.535;3535;21736;24.07;23.45;23.18
3.538;3538;21739;24.15;23.45;23.18
3.541;3541;21742;24.07;23.45;23.18
3.544;3544;21745;24.15;23.45;23.18
3.547;3547;21748;24.07;23.45;23.18
3.55;3550;21751;24.07;23.45;23.18
3.553;3553;21754;24.07;23.45;23.18
3.557;3557;21758;24.15;23.45;23.18
3.561;3561;21762;24.15;23.45;23.18
3.564;3564;21765;24.07;23.45;23.18
3.567;3567;21768;24.15;23.45;23.18
3.57;3570;21771;24.15;23.45;23.18
3.574;3574;21775;24.07;23.45;23.18
3.577;3577;21778;24.15;23.45;23.18
3.58;3580;21781;24.07;23.45;23.18
3.583;3583;21784;24.15;23.45;23.18
3.586;3586;21787;24.15;23.45;23.18
3.589;3589;21790;24.15;23.45;23.18
3.592;3592;21793;24.15;23.45;23.18
3.596;3596;21797;24.15;23.45;23.09
3.599;3599;21800;24.15;23.45;23.18
3.603;3603;21804;24.15;23.45;23.18
3.606;3606;21807;24.15;23.45;23.18
3.609;3609;21810;24.15;23.45;23.18
3.612;3612;21813;24.15;23.45;23.18
3.616;3616;21817;24.15;23.45;23.18
3.619;3619;21820;24.15;23.45;23.18
3.622;3622;21823;24.15;23.45;23.18
3.625;3625;21826;24.15;23.45;23.18
3.628;3628;21829;24.15;23.45;23.18
3.631;3631;21832;24.15;23.45;23.18
3.635;3635;21836;24.15;23.45;23.18
3.638;3638;21839;24.15;23.45;23.18
3.641;3641;21842;24.15;23.45;23.18
3.645;3645;21846;24.15;23.45;23.18
3.648;3648;21849;24.15;23.45;23.18
3.651;3651;21852;24.15;23.45;23.18
3.655;3655;21856;24.15;23.45;23.18
3.658;3658;21859;24.15;23.45;23.18
3.661;3661;21862;24.15;23.45;23.18
3.664;3664;21865;24.15;23.45;23.18
3.667;3667;21868;24.15;23.45;23.18
3.67;3670;21871;24.15;23.45;23.18
3.674;3674;21875;24.15;23.53;23.18
3.677;3677;21878;24.15;23.45;23.18
3.68;3680;21881;24.07;23.45;23.18
3.683;3683;21884;24.15;23.45;23.18
3.687;3687;21888;24.15;23.45;23.18
3.69;3690;21891;24.15;23.45;23.18
3.694;3694;21895;24.15;23.45;23.18
3.697;3697;21898;24.15;23.45;23.18
3.7;3700;21901;24.15;23.45;23.18
3.703;3703;21904;24.15;23.45;23.18
3.706;3706;21907;24.15;23.45;23.18
3.709;3709;21910;24.15;23.45;23.18
3.713;3713;21914;24.15;23.45;23.18
3.716;3716;21917;24.15;23.45;23.09
3.719;3719;21920;24.15;23.45;23.18
3.722;3722;21923;24.15;23.45;23.18
3.725;3725;21926;24.15;23.45;23.18
3.728;3728;21929;24.15;23.45;23.18
3.732;3732;21933;24.15;23.45;23.18
3.736;3736;21937;24.15;23.45;23.18
3.739;3739;21940;24.15;23.45;23.18
3.742;3742;21943;24.15;23.45;23.18
3.745;3745;21946;24.15;23.45;23.18
3.748;3748;21949;24.15;23.45;23.09
3.751;3751;21952;24.15;23.45;23.18
3.755;3755;21956;24.15;23.45;23.18
3.758;3758;21959;24.15;23.45;23.18
3.761;3761;21962;24.15;23.45;23.18
3.764;3764;21965;24.15;23.45;23.18
3.767;3767;21968;24.15;23.45;23.09
3.77;3770;21971;24.15;23.45;23.18
3.775;3775;21976;24.15;23.45;23.18
3.778;3778;21979;24.15;23.45;23.18
3.781;3781;21982;24.15;23.45;23.18
3.784;3784;21985;24.15;23.45;23.18
3.787;3787;21988;24.15;23.45;23.18
3.79;3790;21991;24.15;23.45;23.09
3.794;3794;21995;24.15;23.45;23.18
3.797;3797;21998;24.15;23.45;23.18
3.8;3800;22001;24.15;23.45;23.18
3.803;3803;22004;24.15;23.45;23.18
3.806;3806;22007;24.15;23.45;23.18
3.809;3809;22010;24.24;23.45;23.18
3.813;3813;22014;24.15;23.45;23.18
3.817;3817;22018;24.15;23.45;23.18
3.82;3820;22021;24.15;23.45;23.18
3.823;3823;22024;24.15;23.45;23.18
3.826;3826;22027;24.24;23.45;23.18
3.829;3829;22030;24.15;23.45;23.18
3.833;3833;22034;24.15;23.45;23.18
3.836;3836;22037;24.15;23.45;23.18
3.839;3839;22040;24.15;23.45;23.18
3.842;3842;22043;24.15;23.45;23.18
3.845;3845;22046;24.15;23.45;23.18
3.848;3848;22049;24.15;23.45;23.18
3.851;3851;22052;24.24;23.45;23.18
3.855;3855;22056;24.24;23.45;23.18
3.859;3859;22060;24.15;23.45;23.18
3.862;3862;22063;24.24;23.45;23.18
3.865;3865;22066;24.15;23.45;23.18
3.868;3868;22069;24.24;23.45;23.18
3.872;3872;22073;24.15;23.45;23.18
3.875;3875;22076;24.24;23.45;23.18
3.878;3878;22079;24.15;23.45;23.18
3.881;3881;22082;24.15;23.45;23.18
3.884;3884;22085;24.15;23.45;23.18
3.887;3887;22088;24.15;23.45;23.18
3.89;3890;22091;24.15;23.45;23.18
3.894;3894;22095;24.24;23.45;23.18
3.897;3897;22098;24.15;23.45;23.18
3.901;3901;22102;24.24;23.45;23.18
3.904;3904;22105;24.15;23.45;23.18
3.907;3907;22108;24.15;23.45;23.18
3.911;3911;22112;24.15;23.45;23.18
3.914;3914;22115;24.15;23.45;23.18
3.917;3917;22118;24.15;23.45;23.18
3.92;3920;22121;24.24;23.45;23.18
3.923;3923;22124;24.15;23.45;23.18
3.926;3926;22127;24.15;23.45;23.18
3.929;3929;22130;24.15;23.45;23.18
3.933;3933;22134;24.15;23.45;23.18
3.936;3936;22137;24.24;23.45;23.18
3.939;3939;22140;24.24;23.45;23.18
3.943;3943;22144;24.15;23.45;23.18
3.946;3946;22147;24.15;23.45;23.18
3.95;3950;22151;24.24;23.45;23.18
3.953;3953;22154;24.15;23.45;23.18
3.956;3956;22157;24.24;23.45;23.18
3.959;3959;22160;24.15;23.45;23.18
3.962;3962;22163;24.24;23.45;23.18
3.965;3965;22166;24.15;23.45;23.18
3.968;3968;22169;24.24;23.45;23.18
3.972;3972;22173;24.15;23.45;23.18
3.975;3975;22176;24.24;23.45;23.18
3.978;3978;22179;24.15;23.45;23.18
3.981;3981;22182;24.15;23.45;23.18
3.984;3984;22185;24.24;23.45;23.18
3.988;3988;22189;24.24;23.45;23.18
3.992;3992;22193;24.15;23.45;23.18
3.995;3995;22196;24.24;23.45;23.18
3.998;3998;22199;24.15;23.45;23.18
4.001;4001;22202;24.24;23.45;23.18
4.004;4004;22205;24.24;23.53;23.18
4.007;4007;22208;24.24;23.45;23.18
4.011;4011;22212;24.15;23.45;23.18
4.014;4014;22215;24.24;23.45;23.18
4.017;4017;22218;24.24;23.45;23.18
4.02;4020;22221;24.24;23.45;23.18
4.023;4023;22224;24.24;23.45;23.18
4.026;4026;22227;24.24;23.45;23.18
4.031;4031;22232;24.24;23.45;23.18
4.034;4034;22235;24.24;23.45;23.18
4.037;4037;22238;24.15;23.45;23.18
4.04;4040;22241;24.24;23.45;23.18
4.043;4043;22244;24.24;23.45;23.18
4.046;4046;22247;24.24;23.45;23.18
4.05;4050;22251;24.24;23.45;23.18
4.053;4053;22254;24.24;23.45;23.18
4.056;4056;22257;24.24;23.36;23.18
4.059;4059;22260;24.24;23.45;23.18
4.062;4062;22263;24.24;23.45;23.18
4.065;4065;22266;24.24;23.45;23.18
4.068;4068;22269;24.24;23.45;23.18
4.073;4073;22274;24.24;23.45;23.18
4.076;4076;22277;24.24;23.45;23.18
4.079;4079;22280;24.24;23.45;23.18
4.082;4082;22283;24.24;23.45;23.18
4.085;4085;22286;24.24;23.45;23.18
4.088;4088;22289;24.24;23.45;23.18
4.092;4092;22293;24.24;23.45;23.18
4.095;4095;22296;24.24;23.45;23.18
4.098;4098;22299;24.24;23.45;23.18
4.101;4101;22302;24.24;23.45;23.18
4.104;4104;22305;24.24;23.45;23.18
4.107;4107;22308;24.15;23.45;23.18
4.111;4111;22312;24.24;23.45;23.18
4.115;4115;22316;24.24;23.45;23.18
4.118;4118;22319;24.24;23.45;23.18
4.121;4121;22322;24.24;23.45;23.18
4.124;4124;22325;24.15;23.45;23.18
4.127;4127;22328;24.24;23.45;23.18
4.131;4131;22332;24.24;23.45;23.18
4.134;4134;22335;24.24;23.45;23.18
