temps (s);temps (ms);temps;ACTU;MILIEU;LASER
317.083;317083;320109;47.28;44.52;40.91
317.586;317586;320612;47.28;44.63;40.91
318.09;318090;321116;47.28;44.63;40.91
318.592;318592;321618;47.28;44.63;41.02
319.096;319096;322122;47.28;44.63;41.02
319.599;319599;322625;47.28;44.63;41.02
320.103;320103;323129;47.28;44.63;41.02
320.607;320607;323633;47.28;44.63;41.02
321.109;321109;324135;47.28;44.63;41.02
321.612;321612;324638;47.28;44.75;41.13
322.116;322116;325142;47.28;44.75;41.13
322.62;322620;325646;47.28;44.75;41.13
323.123;323123;326149;47.28;44.75;41.13
323.626;323626;326652;47.28;44.75;41.13
324.129;324129;327155;47.28;44.75;41.24
324.633;324633;327659;47.28;44.75;41.24
325.136;325136;328162;47.28;44.87;41.24
325.64;325640;328666;47.28;44.87;41.24
326.142;326142;329168;47.28;44.87;41.24
326.646;326646;329672;47.28;44.87;41.35
327.149;327149;330175;47.28;44.87;41.35
327.653;327653;330679;47.28;44.87;41.35
328.156;328156;331182;47.28;44.87;41.35
328.659;328659;331685;47.28;44.87;41.35
329.162;329162;332188;47.28;44.87;41.46
329.666;329666;332692;47.28;44.99;41.46
330.17;330170;333196;47.28;44.99;41.46
330.673;330673;333699;47.28;44.99;41.46
331.175;331175;334201;47.28;44.99;41.46
331.679;331679;334705;47.28;44.99;41.46
332.183;332183;335209;47.41;44.99;41.46
332.686;332686;335712;47.28;44.99;41.46
333.19;333190;336216;47.28;44.99;41.57
333.692;333692;336718;47.41;44.99;41.57
334.196;334196;337222;47.28;44.99;41.57
334.699;334699;337725;47.41;44.99;41.57
335.203;335203;338229;47.28;44.99;41.57
335.706;335706;338732;47.28;45.11;41.57
336.209;336209;339235;47.41;45.11;41.57
336.712;336712;339738;47.28;44.99;41.68
337.216;337216;340242;47.28;45.11;41.57
337.719;337719;340745;47.41;45.11;41.68
338.223;338223;341249;47.28;45.11;41.68
338.725;338725;341751;47.28;45.11;41.68
339.229;339229;342255;47.41;45.11;41.68
339.733;339733;342759;47.28;45.11;41.68
340.236;340236;343262;47.41;45.11;41.68
340.74;340740;343766;47.41;45.11;41.68
341.242;341242;344268;47.28;45.11;41.68
341.746;341746;344772;47.41;45.22;41.68
342.249;342249;345275;47.41;45.11;41.79
342.753;342753;345779;47.41;45.22;41.79
343.255;343255;346281;47.41;45.22;41.79
343.759;343759;346785;47.41;45.22;41.79
344.262;344262;347288;47.41;45.22;41.90
344.766;344766;347792;47.41;45.22;41.90
345.269;345269;348295;47.41;45.34;42.01
345.772;345772;348798;47.41;45.34;42.01
346.275;346275;349301;47.41;45.34;42.01
346.779;346779;349805;47.41;45.34;42.01
347.282;347282;350308;47.41;45.34;42.01
347.786;347786;350812;47.41;45.34;42.01
348.288;348288;351314;47.41;45.34;42.12
348.792;348792;351818;47.41;45.34;42.12
349.296;349296;352322;47.41;45.34;42.12
349.799;349799;352825;47.41;45.46;42.12
350.303;350303;353329;47.41;45.46;42.12
350.805;350805;353831;47.41;45.46;42.12
351.309;351309;354335;47.41;45.46;42.12
351.812;351812;354838;47.41;45.46;42.12
352.316;352316;355342;47.41;45.46;42.12
352.819;352819;355845;47.41;45.46;42.12
353.322;353322;356348;47.41;45.46;42.23
353.825;353825;356851;47.41;45.46;42.23
354.329;354329;357355;47.41;45.46;42.23
354.832;354832;357858;47.41;45.46;42.23
355.336;355336;358362;47.41;45.46;42.23
355.838;355838;358864;47.41;45.46;42.23
356.342;356342;359368;47.41;45.46;42.23
356.846;356846;359872;47.41;45.46;42.23
357.349;357349;360375;47.41;45.46;42.23
357.853;357853;360879;47.41;45.46;42.23
358.355;358355;361381;47.41;45.46;42.35
358.859;358859;361885;47.41;45.46;42.35
359.362;359362;362388;47.41;45.58;42.35
359.866;359866;362892;47.41;45.58;42.35
360.369;360369;363395;47.41;45.46;42.35
360.872;360872;363898;47.41;45.58;42.35
361.375;361375;364401;47.41;45.58;42.35
361.879;361879;364905;47.41;45.58;42.35
362.382;362382;365408;47.41;45.58;42.35
362.886;362886;365912;47.41;45.58;42.35
363.388;363388;366414;47.41;45.58;42.35
363.892;363892;366918;47.41;45.58;42.46
364.395;364395;367421;47.41;45.58;42.46
364.899;364899;367925;47.41;45.58;42.46
365.402;365402;368428;47.41;45.58;42.46
365.905;365905;368931;47.41;45.58;42.46
366.409;366409;369435;47.41;45.58;42.46
366.912;366912;369938;47.41;45.58;42.46
367.416;367416;370442;47.41;45.58;42.57
367.919;367919;370945;47.41;45.58;42.57
368.422;368422;371448;47.41;45.58;42.57
368.925;368925;371951;47.41;45.58;42.57
369.429;369429;372455;47.41;45.58;42.57
369.932;369932;372958;47.41;45.58;42.57
370.436;370436;373462;47.41;45.58;42.57
370.938;370938;373964;47.41;45.58;42.68
371.442;371442;374468;47.41;45.58;42.68
371.945;371945;374971;47.41;45.58;42.68
372.449;372449;375475;47.41;45.70;42.68
372.951;372951;375977;47.41;45.70;42.68
373.455;373455;376481;47.41;45.58;42.68
373.958;373958;376984;47.41;45.58;42.68
374.462;374462;377488;47.41;45.70;42.68
374.966;374966;377992;47.41;45.70;42.68
375.468;375468;378494;47.41;45.58;42.68
375.971;375971;378997;47.41;45.70;42.68
376.475;376475;379501;47.41;45.70;42.68
376.979;376979;380005;47.41;45.70;42.68
377.482;377482;380508;47.41;45.70;42.68
377.985;377985;381011;47.41;45.70;42.68
378.488;378488;381514;47.41;45.70;42.68
378.992;378992;382018;47.41;45.70;42.80
379.495;379495;382521;47.41;45.70;42.80
379.999;379999;383025;47.41;45.70;42.80
380.501;380501;383527;47.41;45.70;42.80
381.005;381005;384031;47.41;45.70;42.80
381.508;381508;384534;47.41;45.70;42.80
382.012;382012;385038;47.41;45.70;42.80
382.515;382515;385541;47.41;45.70;42.91
383.018;383018;386044;47.41;45.70;42.91
383.521;383521;386547;47.41;45.70;42.91
384.025;384025;387051;47.41;45.70;42.91
384.528;384528;387554;47.41;45.70;42.91
385.032;385032;388058;47.41;45.70;42.91
385.534;385534;388560;47.41;45.70;43.02
386.038;386038;389064;47.41;45.82;42.91
386.541;386541;389567;47.41;45.70;43.02
387.045;387045;390071;47.41;45.82;43.02
387.548;387548;390574;47.41;45.82;43.02
388.051;388051;391077;47.41;45.82;43.02
388.554;388554;391580;47.41;45.82;43.02
389.058;389058;392084;47.41;45.82;43.14
389.561;389561;392587;47.41;45.82;43.14
390.065;390065;393091;47.41;45.82;43.14
390.567;390567;393593;47.41;45.82;43.14
391.071;391071;394097;47.41;45.82;43.14
391.575;391575;394601;47.41;45.82;43.14
392.078;392078;395104;47.41;45.82;43.14
392.582;392582;395608;47.41;45.82;43.25
393.084;393084;396110;47.41;45.82;43.25
393.588;393588;396614;47.41;45.82;43.25
394.091;394091;397117;47.41;45.82;43.25
394.595;394595;397621;47.41;45.82;43.25
395.098;395098;398124;47.41;45.82;43.25
395.601;395601;398627;47.41;45.82;43.25
396.104;396104;399130;47.41;45.94;43.25
396.608;396608;399634;47.41;45.82;43.25
397.111;397111;400137;47.41;45.94;43.25
397.615;397615;400641;47.41;45.94;43.25
398.117;398117;401143;47.41;45.94;43.25
398.621;398621;401647;47.41;45.94;43.25
399.124;399124;402150;47.41;45.82;43.25
399.628;399628;402654;47.41;45.94;43.36
400.13;400130;403156;47.41;45.94;43.36
400.634;400634;403660;47.41;45.94;43.25
401.137;401137;404163;47.41;45.94;43.36
401.641;401641;404667;47.41;45.94;43.36
402.145;402145;405171;47.41;45.94;43.36
402.647;402647;405673;47.41;45.94;43.36
403.15;403150;406176;47.41;45.94;43.36
403.654;403654;406680;47.41;45.94;43.36
404.158;404158;407184;47.53;45.94;43.36
404.661;404661;407687;47.41;45.94;43.36
405.164;405164;408190;47.41;45.94;43.36
405.667;405667;408693;47.53;45.94;43.36
406.171;406171;409197;47.41;45.94;43.36
406.674;406674;409700;47.41;45.94;43.36
407.178;407178;410204;47.53;45.94;43.36
407.68;407680;410706;47.53;45.94;43.36
408.184;408184;411210;47.53;45.94;43.36
408.687;408687;411713;47.41;45.94;43.48
409.191;409191;412217;47.53;45.94;43.48
409.694;409694;412720;47.53;45.94;43.48
410.197;410197;413223;47.53;45.94;43.48
410.7;410700;413726;47.53;45.94;43.48
411.204;411204;414230;47.53;46.06;43.59
411.707;411707;414733;47.41;46.06;43.59
412.211;412211;415237;47.53;46.06;43.59
412.713;412713;415739;47.41;46.06;43.59
413.217;413217;416243;47.41;46.06;43.59
413.72;413720;416746;47.53;46.06;43.59
414.224;414224;417250;47.53;46.06;43.59
414.727;414727;417753;47.41;46.06;43.59
415.23;415230;418256;47.41;46.06;43.59
415.733;415733;418759;47.41;46.06;43.59
416.237;416237;419263;47.41;46.06;43.59
416.74;416740;419766;47.41;45.94;43.59
417.244;417244;420270;47.41;46.06;43.59
417.746;417746;420772;47.41;46.06;43.71
418.25;418250;421276;47.41;46.06;43.71
418.754;418754;421780;47.41;45.94;43.71
419.257;419257;422283;47.41;45.94;43.71
419.761;419761;422787;47.53;45.94;43.71
420.263;420263;423289;47.41;45.94;43.71
420.767;420767;423793;47.41;46.06;43.71
421.27;421270;424296;47.41;45.94;43.71
421.774;421774;424800;47.41;45.94;43.71
422.277;422277;425303;47.41;46.06;43.71
422.78;422780;425806;47.41;46.06;43.71
423.283;423283;426309;47.41;45.94;43.82
423.787;423787;426813;47.41;45.94;43.82
424.29;424290;427316;47.41;46.06;43.94
424.794;424794;427820;47.41;46.06;43.94
425.296;425296;428322;47.41;45.94;43.94
425.8;425800;428826;47.41;46.06;43.94
426.303;426303;429329;47.41;46.06;43.94
426.807;426807;429833;47.53;46.06;43.94
427.31;427310;430336;47.41;46.06;44.05
427.813;427813;430839;47.41;46.06;43.94
428.316;428316;431342;47.41;46.06;43.94
428.82;428820;431846;47.41;46.06;43.94
429.323;429323;432349;47.53;46.06;43.94
429.826;429826;432852;47.41;46.06;44.05
430.329;430329;433355;47.41;46.06;43.94
430.833;430833;433859;47.41;46.06;43.94
431.336;431336;434362;47.41;46.06;43.94
431.84;431840;434866;47.41;46.06;43.94
432.342;432342;435368;47.41;46.06;43.94
432.846;432846;435872;47.53;46.06;43.94
433.349;433349;436375;47.53;46.06;43.94
433.853;433853;436879;47.53;46.06;43.94
434.356;434356;437382;47.53;46.06;43.94
434.859;434859;437885;47.53;46.06;43.94
435.362;435362;438388;47.53;46.06;43.94
435.866;435866;438892;47.53;46.06;43.94
436.369;436369;439395;47.53;46.06;43.94
436.873;436873;439899;47.53;46.06;43.94
437.375;437375;440401;47.53;46.06;43.94
437.879;437879;440905;47.53;46.06;43.94
438.382;438382;441408;47.53;46.06;43.94
438.886;438886;441912;47.53;46.06;43.94
439.39;439390;442416;47.53;46.06;43.82
439.892;439892;442918;47.53;46.06;43.82
440.396;440396;443422;47.53;46.06;43.82
440.899;440899;443925;47.53;46.06;43.82
441.403;441403;444429;47.53;46.06;43.82
441.906;441906;444932;47.53;46.06;43.94
442.409;442409;445435;47.53;46.06;43.94
442.912;442912;445938;47.53;46.06;43.82
443.416;443416;446442;47.53;46.06;43.82
443.919;443919;446945;47.53;46.06;43.82
444.423;444423;447449;47.53;46.18;43.94
444.925;444925;447951;47.53;46.06;43.82
445.429;445429;448455;47.53;46.06;43.94
445.932;445932;448958;47.53;46.06;43.94
446.436;446436;449462;47.53;46.06;43.94
446.939;446939;449965;47.53;46.18;43.94
447.442;447442;450468;47.53;46.06;43.94
447.945;447945;450971;47.53;46.18;43.94
448.449;448449;451475;47.53;46.18;43.94
448.952;448952;451978;47.53;46.18;43.94
449.456;449456;452482;47.53;46.18;44.05
449.958;449958;452984;47.53;46.18;44.05
450.462;450462;453488;47.53;46.18;44.05
450.965;450965;453991;47.53;46.18;44.05
451.469;451469;454495;47.53;46.18;44.05
451.972;451972;454998;47.53;46.18;44.17
452.475;452475;455501;47.53;46.18;44.17
452.978;452978;456004;47.53;46.18;44.17
453.482;453482;456508;47.53;46.18;44.17
453.985;453985;457011;47.53;46.18;44.17
454.489;454489;457515;47.53;46.18;44.17
454.991;454991;458017;47.53;46.18;44.28
455.495;455495;458521;47.53;46.18;44.28
455.999;455999;459025;47.53;46.18;44.28
456.502;456502;459528;47.53;46.18;44.28
457.004;457004;460030;47.53;46.18;44.28
457.508;457508;460534;47.53;46.18;44.28
458.012;458012;461038;47.53;46.18;44.40
458.515;458515;461541;47.53;46.18;44.40
459.019;459019;462045;47.53;46.18;44.40
459.521;459521;462547;47.53;46.18;44.40
460.025;460025;463051;47.53;46.18;44.40
460.528;460528;463554;47.53;46.18;44.52
461.032;461032;464058;47.53;46.18;44.52
461.535;461535;464561;47.53;46.18;44.52
462.038;462038;465064;47.53;46.18;44.52
462.541;462541;465567;47.53;46.18;44.52
463.045;463045;466071;47.41;46.18;44.52
463.548;463548;466574;47.53;46.18;44.52
464.052;464052;467078;47.53;46.18;44.52
464.554;464554;467580;47.53;46.18;44.52
465.058;465058;468084;47.53;46.18;44.52
465.561;465561;468587;47.53;46.18;44.52
466.065;466065;469091;47.53;46.18;44.52
466.568;466568;469594;47.53;46.18;44.40
467.071;467071;470097;47.53;46.18;44.40
467.574;467574;470600;47.53;46.18;44.40
468.078;468078;471104;47.53;46.18;44.40
468.581;468581;471607;47.53;46.18;44.40
469.085;469085;472111;47.53;46.18;44.40
469.587;469587;472613;47.53;46.18;44.40
470.091;470091;473117;47.53;46.18;44.40
470.594;470594;473620;47.53;46.18;44.28
471.098;471098;474124;47.53;46.18;44.28
471.601;471601;474627;47.53;46.18;44.28
472.104;472104;475130;47.53;46.18;44.28
472.607;472607;475633;47.53;46.18;44.28
473.111;473111;476137;47.53;46.18;44.28
473.615;473615;476641;47.53;46.18;44.28
474.118;474118;477144;47.53;46.18;44.28
474.62;474620;477646;47.53;46.18;44.28
475.124;475124;478150;47.53;46.18;44.28
475.628;475628;478654;47.53;46.30;44.28
476.131;476131;479157;47.53;46.18;44.28
476.635;476635;479661;47.53;46.30;44.28
477.137;477137;480163;47.53;46.30;44.28
477.641;477641;480667;47.53;46.30;44.28
478.144;478144;481170;47.53;46.30;44.28
478.648;478648;481674;47.53;46.30;44.28
479.151;479151;482177;47.53;46.30;44.28
479.654;479654;482680;47.53;46.30;44.28
480.157;480157;483183;47.53;46.18;44.28
480.661;480661;483687;47.53;46.30;44.40
481.164;481164;484190;47.53;46.30;44.40
481.668;481668;484694;47.53;46.30;44.40
482.17;482170;485196;47.53;46.30;44.40
482.674;482674;485700;47.53;46.30;44.40
483.177;483177;486203;47.53;46.30;44.40
483.681;483681;486707;47.53;46.30;44.40
484.183;484183;487209;47.53;46.30;44.40
484.687;484687;487713;47.53;46.30;44.40
485.19;485190;488216;47.53;46.30;44.40
485.694;485694;488720;47.53;46.30;44.40
486.197;486197;489223;47.53;46.30;44.40
486.7;486700;489726;47.53;46.30;44.40
487.203;487203;490229;47.53;46.30;44.40
487.707;487707;490733;47.53;46.30;44.40
488.21;488210;491236;47.53;46.30;44.40
488.714;488714;491740;47.53;46.30;44.40
489.216;489216;492242;47.53;46.30;44.40
489.72;489720;492746;47.53;46.30;44.40
490.223;490223;493249;47.53;46.30;44.40
490.727;490727;493753;47.53;46.30;44.40
491.23;491230;494256;47.53;46.30;44.52
491.733;491733;494759;47.53;46.30;44.40
492.236;492236;495262;47.53;46.30;44.40
492.74;492740;495766;47.53;46.30;44.40
493.243;493243;496269;47.53;46.30;44.52
493.747;493747;496773;47.53;46.30;44.52
494.249;494249;497275;47.53;46.30;44.40
494.753;494753;497779;47.53;46.30;44.52
495.256;495256;498282;47.53;46.30;44.52
495.76;495760;498786;47.53;46.30;44.52
496.263;496263;499289;47.53;46.30;44.52
496.766;496766;499792;47.53;46.30;44.52
497.269;497269;500295;47.53;46.30;44.52
497.773;497773;500799;47.53;46.30;44.63
498.276;498276;501302;47.53;46.30;44.63
498.78;498780;501806;47.53;46.30;44.63
499.282;499282;502308;47.53;46.30;44.63
499.786;499786;502812;47.53;46.30;44.63
500.289;500289;503315;47.53;46.30;44.63
500.793;500793;503819;47.53;46.30;44.63
501.296;501296;504322;47.53;46.30;44.63
501.799;501799;504825;47.53;46.30;44.75
502.302;502302;505328;47.53;46.30;44.75
502.806;502806;505832;47.53;46.30;44.75
503.309;503309;506335;47.53;46.30;44.75
503.813;503813;506839;47.53;46.30;44.75
504.315;504315;507341;47.53;46.30;44.75
504.819;504819;507845;47.53;46.30;44.75
505.322;505322;508348;47.53;46.30;44.75
505.826;505826;508852;47.53;46.30;44.87
506.329;506329;509355;47.53;46.30;44.75
506.832;506832;509858;47.53;46.30;44.75
507.335;507335;510361;47.53;46.30;44.87
507.839;507839;510865;47.53;46.30;44.87
508.342;508342;511368;47.53;46.30;44.87
508.846;508846;511872;47.53;46.30;44.87
509.348;509348;512374;47.53;46.30;44.87
509.852;509852;512878;47.53;46.30;44.87
510.355;510355;513381;47.53;46.30;44.87
510.859;510859;513885;47.53;46.30;44.87
511.361;511361;514387;47.53;46.30;44.87
511.865;511865;514891;47.53;46.30;44.87
512.368;512368;515394;47.53;46.30;44.87
512.872;512872;515898;47.53;46.43;44.87
513.376;513376;516402;47.53;46.30;44.87
513.878;513878;516904;47.53;46.43;44.87
514.381;514381;517407;47.53;46.30;44.99
514.885;514885;517911;47.53;46.43;44.87
515.389;515389;518415;47.53;46.30;44.87
515.892;515892;518918;47.53;46.30;44.99
516.394;516394;519420;47.53;46.43;44.99
516.898;516898;519924;47.53;46.30;44.87
517.401;517401;520427;47.53;46.30;44.87
517.905;517905;520931;47.53;46.30;44.87
518.409;518409;521435;47.53;46.43;44.87
518.911;518911;521937;47.53;46.43;44.87
519.414;519414;522440;47.53;46.43;44.87
519.918;519918;522944;47.53;46.30;44.87
520.422;520422;523448;47.53;46.30;44.87
520.925;520925;523951;47.53;46.30;44.87
521.427;521427;524453;47.53;46.30;44.87
521.931;521931;524957;47.53;46.30;44.87
522.435;522435;525461;47.53;46.30;44.87
522.938;522938;525964;47.53;46.30;44.87
523.442;523442;526468;47.53;46.30;44.87
523.944;523944;526970;47.53;46.30;44.87
524.448;524448;527474;47.53;46.30;44.87
524.951;524951;527977;47.53;46.30;44.87
525.455;525455;528481;47.53;46.30;44.87
525.958;525958;528984;47.53;46.30;44.75
526.461;526461;529487;47.53;46.30;44.87
526.964;526964;529990;47.53;46.30;44.87
527.468;527468;530494;47.53;46.30;44.87
527.971;527971;530997;47.53;46.30;44.87
528.475;528475;531501;47.53;46.30;44.87
528.977;528977;532003;47.53;46.30;44.87
529.481;529481;532507;47.53;46.30;44.87
529.984;529984;533010;47.53;46.30;44.87
530.488;530488;533514;47.53;46.30;44.87
530.991;530991;534017;47.53;46.43;44.87
531.494;531494;534520;47.53;46.43;44.87
531.997;531997;535023;47.53;46.43;44.75
532.501;532501;535527;47.53;46.30;44.87
533.004;533004;536030;47.53;46.43;44.87
533.508;533508;536534;47.53;46.43;44.87
534.01;534010;537036;47.53;46.43;44.75
534.514;534514;537540;47.53;46.43;44.87
535.017;535017;538043;47.53;46.43;44.87
535.521;535521;538547;47.53;46.43;44.87
536.023;536023;539049;47.66;46.43;44.87
536.527;536527;539553;47.53;46.43;44.87
537.03;537030;540056;47.53;46.43;44.87
537.534;537534;540560;47.66;46.43;44.87
538.037;538037;541063;47.53;46.43;44.87
538.54;538540;541566;47.53;46.43;44.87
539.043;539043;542069;47.53;46.43;44.87
539.547;539547;542573;47.53;46.43;44.87
540.05;540050;543076;47.66;46.43;44.99
540.554;540554;543580;47.53;46.43;44.99
541.056;541056;544082;47.53;46.43;44.99
541.56;541560;544586;47.53;46.43;44.99
542.063;542063;545089;47.66;46.43;44.87
542.567;542567;545593;47.53;46.43;44.99
543.07;543070;546096;47.66;46.43;44.99
543.573;543573;546599;47.53;46.43;44.87
544.076;544076;547102;47.53;46.43;44.87
544.58;544580;547606;47.66;46.43;44.87
545.083;545083;548109;47.66;46.43;44.87
545.587;545587;548613;47.53;46.43;44.87
546.089;546089;549115;47.53;46.43;44.87
546.593;546593;549619;47.66;46.43;44.87
547.096;547096;550122;47.53;46.43;44.87
547.6;547600;550626;47.53;46.43;44.87
548.104;548104;551130;47.53;46.43;44.87
548.606;548606;551632;47.66;46.43;44.87
549.109;549109;552135;47.66;46.43;44.99
549.613;549613;552639;47.53;46.43;44.87
550.117;550117;553143;47.53;46.43;44.99
550.62;550620;553646;47.53;46.43;44.99
551.122;551122;554148;47.53;46.43;44.99
551.626;551626;554652;47.53;46.43;44.99
552.13;552130;555156;47.66;46.43;44.99
552.633;552633;555659;47.66;46.43;44.99
553.137;553137;556163;47.66;46.43;44.99
553.639;553639;556665;47.66;46.43;44.99
554.143;554143;557169;47.53;46.43;45.11
554.646;554646;557672;47.66;46.43;45.11
555.15;555150;558176;47.66;46.43;45.11
555.653;555653;558679;47.53;46.43;45.11
556.156;556156;559182;47.66;46.43;45.22
556.659;556659;559685;47.53;46.43;45.11
557.163;557163;560189;47.53;46.43;45.22
557.666;557666;560692;47.66;46.43;45.22
558.17;558170;561196;47.66;46.43;45.22
558.672;558672;561698;47.66;46.43;45.22
559.176;559176;562202;47.53;46.43;45.22
559.679;559679;562705;47.66;46.43;45.22
560.183;560183;563209;47.53;46.43;45.34
560.686;560686;563712;47.53;46.43;45.34
561.189;561189;564215;47.53;46.43;45.34
561.692;561692;564718;47.53;46.43;45.34
562.196;562196;565222;47.53;46.43;45.34
562.699;562699;565725;47.53;46.43;45.34
563.202;563202;566228;47.53;46.43;45.34
563.705;563705;566731;47.53;46.43;45.46
564.209;564209;567235;47.53;46.43;45.34
564.712;564712;567738;47.53;46.43;45.46
565.216;565216;568242;47.53;46.43;45.46
565.718;565718;568744;47.53;46.43;45.34
566.222;566222;569248;47.53;46.43;45.34
566.725;566725;569751;47.66;46.43;45.34
567.229;567229;570255;47.66;46.43;45.46
567.733;567733;570759;47.66;46.43;45.34
568.235;568235;571261;47.53;46.55;45.34
568.738;568738;571764;47.53;46.55;45.34
569.242;569242;572268;47.66;46.55;45.34
569.746;569746;572772;47.66;46.43;45.34
570.249;570249;573275;47.66;46.43;45.34
570.751;570751;573777;47.66;46.43;45.34
571.255;571255;574281;47.53;46.43;45.34
571.759;571759;574785;47.66;46.43;45.34
572.262;572262;575288;47.66;46.55;45.34
572.766;572766;575792;47.66;46.55;45.34
573.268;573268;576294;47.66;46.43;45.34
573.772;573772;576798;47.66;46.43;45.34
574.275;574275;577301;47.66;46.55;45.34
574.779;574779;577805;47.66;46.55;45.34
575.282;575282;578308;47.66;46.55;45.34
575.785;575785;578811;47.66;46.55;45.34
576.288;576288;579314;47.66;46.43;45.34
576.792;576792;579818;47.66;46.55;45.22
577.295;577295;580321;47.66;46.55;45.34
577.799;577799;580825;47.53;46.55;45.22
578.301;578301;581327;47.66;46.55;45.22
578.805;578805;581831;47.66;46.43;45.22
579.308;579308;582334;47.66;46.55;45.34
579.812;579812;582838;47.66;46.55;45.22
580.315;580315;583341;47.66;46.55;45.34
580.818;580818;583844;47.66;46.55;45.22
581.321;581321;584347;47.66;46.55;45.22
581.825;581825;584851;47.66;46.55;45.22
582.328;582328;585354;47.66;46.55;45.34
582.832;582832;585858;47.66;46.55;45.22
583.334;583334;586360;47.53;46.55;45.22
583.838;583838;586864;47.66;46.55;45.34
584.341;584341;587367;47.66;46.55;45.22
584.845;584845;587871;47.66;46.55;45.22
585.348;585348;588374;47.66;46.55;45.34
585.851;585851;588877;47.66;46.55;45.22
586.354;586354;589380;47.66;46.55;45.22
586.858;586858;589884;47.66;46.55;45.34
587.361;587361;590387;47.66;46.55;45.22
587.865;587865;590891;47.66;46.55;45.22
588.367;588367;591393;47.66;46.55;45.22
588.871;588871;591897;47.66;46.55;45.22
589.374;589374;592400;47.66;46.55;45.22
589.878;589878;592904;47.66;46.55;45.22
590.38;590380;593406;47.66;46.55;45.22
590.884;590884;593910;47.66;46.55;45.22
591.387;591387;594413;47.66;46.55;45.22
591.891;591891;594917;47.66;46.55;45.22
592.394;592394;595420;47.66;46.55;45.22
592.897;592897;595923;47.66;46.55;45.22
593.4;593400;596426;47.66;46.55;45.22
593.904;593904;596930;47.66;46.55;45.22
594.407;594407;597433;47.66;46.55;45.22
594.911;594911;597937;47.66;46.43;45.22
595.413;595413;598439;47.66;46.55;45.22
595.917;595917;598943;47.66;46.43;45.22
596.421;596421;599447;47.66;46.43;45.22
596.924;596924;599950;47.66;46.55;45.22
597.428;597428;600454;47.66;46.43;45.22
597.93;597930;600956;47.66;46.43;45.22
598.434;598434;601460;47.66;46.55;45.22
598.937;598937;601963;47.66;46.55;45.22
599.441;599441;602467;47.66;46.55;45.22
599.944;599944;602970;47.66;46.43;45.22
600.447;600447;603473;47.66;46.43;45.22
600.95;600950;603976;47.66;46.43;45.22
601.454;601454;604480;47.66;46.55;45.22
601.957;601957;604983;47.66;46.55;45.22
602.461;602461;605487;47.66;46.43;45.22
602.963;602963;605989;47.66;46.55;45.22
603.467;603467;606493;47.66;46.55;45.22
603.97;603970;606996;47.66;46.55;45.22
604.474;604474;607500;47.66;46.43;45.22
604.977;604977;608003;47.66;46.55;45.22
605.48;605480;608506;47.66;46.43;45.22
605.983;605983;609009;47.66;46.43;45.22
606.487;606487;609513;47.66;46.55;45.22
606.99;606990;610016;47.66;46.55;45.22
607.494;607494;610520;47.66;46.55;45.11
607.996;607996;611022;47.66;46.55;45.22
608.5;608500;611526;47.66;46.55;45.22
609.003;609003;612029;47.66;46.55;45.22
609.507;609507;612533;47.66;46.55;45.22
610.01;610010;613036;47.66;46.43;45.22
610.513;610513;613539;47.66;46.55;45.22
611.016;611016;614042;47.66;46.55;45.22
611.52;611520;614546;47.66;46.55;45.22
612.023;612023;615049;47.66;46.55;45.22
612.527;612527;615553;47.66;46.43;45.22
613.029;613029;616055;47.66;46.55;45.22
613.533;613533;616559;47.66;46.55;45.22
614.036;614036;617062;47.66;46.55;45.22
614.54;614540;617566;47.66;46.55;45.22
615.042;615042;618068;47.66;46.55;45.22
615.546;615546;618572;47.66;46.55;45.22
616.049;616049;619075;47.66;46.55;45.22
616.553;616553;619579;47.66;46.55;45.22
617.057;617057;620083;47.66;46.55;45.22
617.559;617559;620585;47.66;46.55;45.22
618.062;618062;621088;47.66;46.55;45.22
618.566;618566;621592;47.66;46.55;45.22
619.07;619070;622096;47.66;46.55;45.22
619.573;619573;622599;47.66;46.55;45.22
620.075;620075;623101;47.66;46.43;45.22
620.579;620579;623605;47.66;46.55;45.22
621.083;621083;624109;47.66;46.55;45.22
621.586;621586;624612;47.66;46.55;45.22
622.09;622090;625116;47.66;46.43;45.22
622.592;622592;625618;47.66;46.55;45.34
623.096;623096;626122;47.66;46.55;45.34
623.599;623599;626625;47.53;46.55;45.22
624.103;624103;627129;47.66;46.55;45.22
624.606;624606;627632;47.66;46.55;45.22
625.109;625109;628135;47.66;46.55;45.34
625.612;625612;628638;47.66;46.55;45.34
626.116;626116;629142;47.66;46.55;45.22
626.619;626619;629645;47.66;46.55;45.34
627.123;627123;630149;47.66;46.55;45.34
627.625;627625;630651;47.66;46.55;45.34
628.129;628129;631155;47.66;46.55;45.34
628.632;628632;631658;47.66;46.55;45.34
629.136;629136;632162;47.66;46.55;45.34
629.639;629639;632665;47.66;46.55;45.34
630.142;630142;633168;47.66;46.55;45.34
630.645;630645;633671;47.66;46.55;45.34
631.149;631149;634175;47.66;46.55;45.46
631.652;631652;634678;47.66;46.55;45.46
632.156;632156;635182;47.66;46.55;45.34
632.658;632658;635684;47.66;46.55;45.34
633.162;633162;636188;47.66;46.55;45.34
633.665;633665;636691;47.66;46.55;45.46
634.169;634169;637195;47.66;46.55;45.46
634.672;634672;637698;47.66;46.55;45.34
635.175;635175;638201;47.66;46.55;45.46
635.678;635678;638704;47.66;46.55;45.46
636.182;636182;639208;47.66;46.55;45.46
