temps (s);temps (ms);temps;ACTU;MILIEU;LASER
318.567;318567;321593;8.13;11.80;13.23
319.07;319070;322096;8.04;11.80;13.23
319.572;319572;322598;8.04;11.80;13.23
320.076;320076;323102;8.04;11.80;13.23
320.579;320579;323605;8.04;11.80;13.23
321.083;321083;324109;8.04;11.80;13.23
321.586;321586;324612;8.04;11.80;13.23
322.089;322089;325115;8.04;11.71;13.23
322.592;322592;325618;7.94;11.71;13.23
323.096;323096;326122;7.94;11.71;13.14
323.599;323599;326625;7.94;11.71;13.14
324.103;324103;327129;7.94;11.71;13.14
324.605;324605;327631;7.94;11.71;13.14
325.109;325109;328135;7.94;11.71;13.05
325.612;325612;328638;7.94;11.71;13.05
326.116;326116;329142;8.04;11.71;13.05
326.619;326619;329645;8.04;11.71;13.05
327.121;327121;330147;8.04;11.62;12.96
327.625;327625;330651;8.13;11.62;12.96
328.128;328128;331154;8.13;11.62;12.96
328.632;328632;331658;8.22;11.62;12.96
329.135;329135;332161;8.22;11.62;12.96
329.638;329638;332664;8.22;11.62;12.96
330.141;330141;333167;8.22;11.62;12.96
330.645;330645;333671;8.22;11.62;12.96
331.148;331148;334174;8.22;11.62;12.96
331.652;331652;334678;8.22;11.62;12.96
332.154;332154;335180;8.22;11.62;12.96
332.658;332658;335684;8.22;11.62;12.96
333.161;333161;336187;8.22;11.62;12.96
333.665;333665;336691;8.22;11.62;12.96
334.167;334167;337193;8.13;11.62;12.96
334.671;334671;337697;8.13;11.53;12.87
335.174;335174;338200;8.13;11.53;12.87
335.678;335678;338704;8.13;11.53;12.87
336.181;336181;339207;8.13;11.53;12.87
336.683;336683;339709;8.13;11.53;12.87
337.187;337187;340213;8.13;11.53;12.87
337.691;337691;340717;8.13;11.53;12.87
338.194;338194;341220;8.13;11.53;12.87
338.698;338698;341724;8.13;11.53;12.87
339.2;339200;342226;8.04;11.53;12.87
339.703;339703;342729;8.04;11.53;12.87
340.207;340207;343233;8.04;11.53;12.87
340.71;340710;343736;8.04;11.53;12.87
341.214;341214;344240;8.04;11.53;12.87
341.716;341716;344742;8.04;11.53;12.87
342.22;342220;345246;8.04;11.53;12.87
342.723;342723;345749;8.13;11.53;12.87
343.227;343227;346253;8.04;11.53;12.87
343.73;343730;346756;8.04;11.53;12.87
344.233;344233;347259;8.04;11.53;12.87
344.736;344736;347762;8.04;11.53;12.87
345.24;345240;348266;8.04;11.53;12.87
345.743;345743;348769;7.94;11.53;12.78
346.247;346247;349273;7.94;11.53;12.78
346.749;346749;349775;7.94;11.53;12.87
347.252;347252;350278;7.94;11.53;12.78
347.756;347756;350782;7.94;11.44;12.87
348.259;348259;351285;7.94;11.44;12.87
348.763;348763;351789;7.94;11.44;12.87
349.265;349265;352291;7.85;11.44;12.87
349.769;349769;352795;7.85;11.44;12.87
350.272;350272;353298;7.85;11.44;12.87
350.776;350776;353802;7.85;11.44;12.87
351.279;351279;354305;7.85;11.44;12.87
351.782;351782;354808;7.85;11.44;12.87
352.285;352285;355311;7.75;11.44;12.87
352.789;352789;355815;7.75;11.44;12.87
353.292;353292;356318;7.85;11.44;12.96
353.794;353794;356820;7.75;11.44;12.96
354.298;354298;357324;7.75;11.44;12.96
354.801;354801;357827;7.75;11.44;12.87
355.305;355305;358331;7.75;11.44;12.96
355.808;355808;358834;7.75;11.44;12.87
356.311;356311;359337;7.75;11.44;12.87
356.814;356814;359840;7.75;11.44;12.87
357.318;357318;360344;7.75;11.44;12.87
357.821;357821;360847;7.75;11.44;12.87
358.325;358325;361351;7.75;11.44;12.87
358.827;358827;361853;7.75;11.44;12.78
359.331;359331;362357;7.75;11.34;12.78
359.834;359834;362860;7.75;11.34;12.78
360.338;360338;363364;7.85;11.34;12.78
360.841;360841;363867;7.85;11.34;12.78
361.344;361344;364370;7.85;11.34;12.78
361.847;361847;364873;7.94;11.34;12.78
362.351;362351;365377;7.94;11.34;12.78
362.854;362854;365880;7.94;11.34;12.70
363.358;363358;366384;7.94;11.34;12.70
363.86;363860;366886;7.94;11.34;12.70
364.363;364363;367389;7.94;11.34;12.70
364.867;364867;367893;7.94;11.34;12.70
365.37;365370;368396;7.94;11.34;12.70
365.874;365874;368900;7.94;11.34;12.70
366.376;366376;369402;8.04;11.34;12.70
366.88;366880;369906;8.04;11.34;12.70
367.383;367383;370409;8.04;11.34;12.70
367.887;367887;370913;8.04;11.34;12.70
368.39;368390;371416;8.04;11.34;12.61
368.893;368893;371919;8.04;11.34;12.61
369.396;369396;372422;8.04;11.34;12.61
369.9;369900;372926;8.04;11.34;12.61
370.403;370403;373429;8.04;11.25;12.61
370.907;370907;373933;8.04;11.25;12.61
371.409;371409;374435;8.04;11.25;12.61
371.913;371913;374939;7.94;11.25;12.61
372.416;372416;375442;7.94;11.25;12.52
372.92;372920;375946;7.94;11.25;12.61
373.423;373423;376449;7.94;11.25;12.61
373.926;373926;376952;8.04;11.25;12.61
374.429;374429;377455;8.04;11.25;12.52
374.933;374933;377959;8.04;11.25;12.52
375.436;375436;378462;8.04;11.25;12.52
375.94;375940;378966;7.94;11.25;12.52
376.442;376442;379468;7.94;11.25;12.52
376.946;376946;379972;7.94;11.25;12.52
377.449;377449;380475;7.94;11.25;12.52
377.953;377953;380979;7.94;11.25;12.52
378.455;378455;381481;8.04;11.25;12.52
378.959;378959;381985;8.04;11.25;12.52
379.462;379462;382488;8.04;11.25;12.43
379.966;379966;382992;8.04;11.25;12.52
380.469;380469;383495;8.04;11.25;12.52
380.971;380971;383997;8.04;11.25;12.52
381.475;381475;384501;8.04;11.25;12.43
381.978;381978;385004;8.04;11.25;12.43
382.482;382482;385508;8.04;11.25;12.43
382.986;382986;386012;7.94;11.25;12.43
383.488;383488;386514;7.94;11.25;12.43
383.991;383991;387017;7.94;11.25;12.52
384.495;384495;387521;7.94;11.25;12.43
384.998;384998;388024;7.94;11.25;12.43
385.502;385502;388528;7.94;11.25;12.43
386.004;386004;389030;8.04;11.25;12.43
386.508;386508;389534;8.04;11.25;12.43
387.011;387011;390037;8.04;11.25;12.43
387.515;387515;390541;8.04;11.25;12.43
388.018;388018;391044;8.04;11.25;12.43
388.521;388521;391547;8.13;11.25;12.43
389.024;389024;392050;8.13;11.25;12.43
389.528;389528;392554;8.13;11.25;12.43
390.031;390031;393057;8.13;11.25;12.43
390.535;390535;393561;8.04;11.25;12.43
391.037;391037;394063;8.13;11.16;12.43
391.541;391541;394567;8.04;11.16;12.43
392.044;392044;395070;8.04;11.16;12.43
392.548;392548;395574;8.04;11.16;12.43
393.051;393051;396077;8.04;11.16;12.43
393.554;393554;396580;8.04;11.16;12.43
394.057;394057;397083;8.04;11.16;12.43
394.561;394561;397587;8.04;11.16;12.43
395.064;395064;398090;8.13;11.16;12.43
395.568;395568;398594;8.04;11.16;12.43
396.07;396070;399096;8.04;11.16;12.43
396.574;396574;399600;8.13;11.16;12.43
397.077;397077;400103;8.04;11.16;12.43
397.581;397581;400607;8.13;11.16;12.43
398.084;398084;401110;8.13;11.16;12.43
398.587;398587;401613;8.13;11.16;12.34
399.09;399090;402116;8.13;11.16;12.43
399.594;399594;402620;8.13;11.16;12.34
400.097;400097;403123;8.13;11.16;12.34
400.601;400601;403627;8.13;11.16;12.34
401.103;401103;404129;8.13;11.16;12.34
401.607;401607;404633;8.13;11.16;12.34
402.11;402110;405136;8.13;11.25;12.34
402.614;402614;405640;8.04;11.16;12.34
403.116;403116;406142;8.04;11.16;12.34
403.62;403620;406646;8.04;11.16;12.34
404.123;404123;407149;8.04;11.16;12.34
404.627;404627;407653;8.04;11.16;12.34
405.13;405130;408156;8.04;11.16;12.34
405.633;405633;408659;7.94;11.16;12.34
406.136;406136;409162;8.04;11.16;12.34
406.64;406640;409666;8.04;11.16;12.34
407.143;407143;410169;8.04;11.16;12.34
407.647;407647;410673;8.04;11.16;12.34
408.149;408149;411175;8.04;11.16;12.34
408.653;408653;411679;8.13;11.16;12.34
409.156;409156;412182;8.13;11.16;12.34
409.66;409660;412686;8.13;11.16;12.34
410.163;410163;413189;8.13;11.25;12.34
410.666;410666;413692;8.13;11.25;12.34
411.169;411169;414195;8.13;11.16;12.34
411.673;411673;414699;8.13;11.16;12.34
412.176;412176;415202;8.13;11.25;12.34
412.68;412680;415706;8.22;11.25;12.34
413.182;413182;416208;8.13;11.25;12.34
413.686;413686;416712;8.13;11.25;12.34
414.189;414189;417215;8.13;11.25;12.34
414.693;414693;417719;8.13;11.25;12.34
415.196;415196;418222;8.13;11.25;12.34
415.699;415699;418725;8.13;11.34;12.34
416.202;416202;419228;8.13;11.25;12.34
416.706;416706;419732;8.22;11.34;12.34
417.209;417209;420235;8.22;11.34;12.34
417.713;417713;420739;8.22;11.34;12.34
418.215;418215;421241;8.22;11.34;12.34
418.719;418719;421745;8.22;11.34;12.34
419.222;419222;422248;8.22;11.34;12.34
419.726;419726;422752;8.32;11.34;12.34
420.229;420229;423255;8.32;11.34;12.34
420.732;420732;423758;8.32;11.34;12.34
421.235;421235;424261;8.32;11.44;12.34
421.739;421739;424765;8.32;11.34;12.34
422.242;422242;425268;8.32;11.34;12.34
422.746;422746;425772;8.32;11.44;12.34
423.248;423248;426274;8.32;11.44;12.34
423.752;423752;426778;8.32;11.34;12.34
424.255;424255;427281;8.32;11.34;12.34
424.759;424759;427785;8.32;11.44;12.34
425.262;425262;428288;8.32;11.34;12.34
425.765;425765;428791;8.32;11.34;12.34
426.268;426268;429294;8.32;11.34;12.34
426.772;426772;429798;8.22;11.34;12.25
427.275;427275;430301;8.22;11.34;12.25
427.778;427778;430804;8.22;11.34;12.25
428.281;428281;431307;8.22;11.34;12.25
428.785;428785;431811;8.22;11.34;12.25
429.288;429288;432314;8.22;11.34;12.25
429.792;429792;432818;8.22;11.34;12.25
430.294;430294;433320;8.22;11.34;12.25
430.798;430798;433824;8.22;11.34;12.25
431.301;431301;434327;8.22;11.34;12.25
431.805;431805;434831;8.22;11.34;12.25
432.308;432308;435334;8.22;11.34;12.25
432.811;432811;435837;8.22;11.34;12.25
433.314;433314;436340;8.22;11.34;12.25
433.818;433818;436844;8.22;11.25;12.25
434.321;434321;437347;8.22;11.25;12.25
434.825;434825;437851;8.22;11.25;12.25
435.327;435327;438353;8.22;11.25;12.16
435.831;435831;438857;8.22;11.25;12.16
436.334;436334;439360;8.22;11.25;12.16
436.838;436838;439864;8.22;11.25;12.25
437.341;437341;440367;8.22;11.25;12.25
437.844;437844;440870;8.22;11.25;12.16
438.347;438347;441373;8.22;11.25;12.16
438.851;438851;441877;8.13;11.25;12.16
439.354;439354;442380;8.13;11.16;12.16
439.858;439858;442884;8.13;11.16;12.16
440.36;440360;443386;8.04;11.16;12.16
440.864;440864;443890;8.13;11.16;12.16
441.367;441367;444393;8.04;11.16;12.16
441.871;441871;444897;8.04;11.16;12.16
442.374;442374;445400;8.13;11.16;12.16
442.877;442877;445903;8.13;11.16;12.16
443.38;443380;446406;8.13;11.16;12.16
443.884;443884;446910;8.13;11.16;12.16
444.387;444387;447413;8.13;11.16;12.16
444.891;444891;447917;8.13;11.16;12.16
445.393;445393;448419;8.13;11.16;12.16
445.897;445897;448923;8.13;11.16;12.16
446.4;446400;449426;8.04;11.16;12.16
446.904;446904;449930;8.04;11.16;12.16
447.407;447407;450433;7.94;11.16;12.16
447.91;447910;450936;7.94;11.07;12.25
448.413;448413;451439;7.94;11.07;12.25
448.917;448917;451943;7.94;11.07;12.25
449.42;449420;452446;7.94;11.07;12.25
449.924;449924;452950;7.94;11.07;12.25
450.426;450426;453452;7.85;11.07;12.25
450.93;450930;453956;7.85;11.07;12.25
451.433;451433;454459;7.85;11.07;12.16
451.937;451937;454963;7.85;11.07;12.25
452.439;452439;455465;7.85;11.07;12.25
452.943;452943;455969;7.85;11.07;12.25
453.446;453446;456472;7.85;11.07;12.25
453.95;453950;456976;7.85;11.07;12.25
454.453;454453;457479;7.85;10.98;12.25
454.956;454956;457982;7.94;11.07;12.25
455.459;455459;458485;7.94;11.07;12.25
455.963;455963;458989;7.94;10.98;12.25
456.466;456466;459492;7.94;10.98;12.25
456.97;456970;459996;7.94;10.98;12.25
457.472;457472;460498;7.94;10.98;12.25
457.975;457975;461001;7.94;10.98;12.25
458.479;458479;461505;7.94;10.98;12.25
458.982;458982;462008;7.94;10.98;12.25
459.486;459486;462512;7.85;10.98;12.25
459.988;459988;463014;7.85;10.98;12.25
460.492;460492;463518;7.85;10.98;12.25
460.995;460995;464021;7.94;10.98;12.25
461.499;461499;464525;7.94;10.98;12.25
462.002;462002;465028;7.94;10.98;12.25
462.505;462505;465531;7.94;10.98;12.25
463.008;463008;466034;7.94;10.98;12.25
463.512;463512;466538;7.94;10.98;12.25
464.015;464015;467041;7.94;10.98;12.25
464.519;464519;467545;7.94;10.98;12.25
465.021;465021;468047;7.94;10.98;12.16
465.525;465525;468551;7.94;10.98;12.16
466.028;466028;469054;7.94;10.98;12.16
466.532;466532;469558;7.85;10.98;12.16
467.035;467035;470061;7.94;10.98;12.16
467.538;467538;470564;7.85;10.98;12.16
468.041;468041;471067;7.85;10.98;12.16
468.545;468545;471571;7.85;10.98;12.16
469.048;469048;472074;7.85;10.98;12.16
469.552;469552;472578;7.85;10.98;12.16
470.054;470054;473080;7.85;10.98;12.16
470.558;470558;473584;7.85;10.98;12.16
471.061;471061;474087;7.85;10.98;12.16
471.565;471565;474591;7.94;11.07;12.16
472.068;472068;475094;7.94;11.07;12.16
472.571;472571;475597;7.94;11.07;12.16
473.074;473074;476100;8.04;11.07;12.16
473.578;473578;476604;7.94;11.16;12.16
474.081;474081;477107;8.04;11.16;12.16
474.585;474585;477611;7.94;11.07;12.16
475.087;475087;478113;7.94;11.16;12.25
475.591;475591;478617;7.94;11.07;12.25
476.094;476094;479120;7.94;11.16;12.25
476.598;476598;479624;7.85;11.07;12.25
477.1;477100;480126;7.85;11.07;12.25
477.604;477604;480630;7.85;11.07;12.34
478.107;478107;481133;7.75;11.07;12.34
478.611;478611;481637;7.75;11.07;12.34
479.114;479114;482140;7.75;11.07;12.43
479.616;479616;482642;7.75;11.07;12.43
480.12;480120;483146;7.75;11.07;12.43
480.623;480623;483649;7.66;11.07;12.43
481.127;481127;484153;7.66;11.07;12.43
481.63;481630;484656;7.66;11.07;12.43
482.133;482133;485159;7.66;11.07;12.43
482.636;482636;485662;7.66;11.07;12.43
483.14;483140;486166;7.66;11.07;12.43
483.643;483643;486669;7.66;11.07;12.43
484.147;484147;487173;7.66;11.07;12.43
484.649;484649;487675;7.66;11.16;12.43
485.153;485153;488179;7.66;11.16;12.43
485.656;485656;488682;7.66;11.07;12.43
486.16;486160;489186;7.66;11.07;12.52
486.663;486663;489689;7.66;11.07;12.52
487.166;487166;490192;7.66;11.07;12.52
487.669;487669;490695;7.66;11.07;12.52
488.173;488173;491199;7.66;11.16;12.52
488.676;488676;491702;7.66;11.07;12.52
489.18;489180;492206;7.66;11.07;12.52
489.682;489682;492708;7.57;11.07;12.61
490.186;490186;493212;7.57;11.07;12.61
490.689;490689;493715;7.57;11.07;12.61
491.193;491193;494219;7.57;11.07;12.61
491.696;491696;494722;7.57;11.07;12.61
492.198;492198;495224;7.57;11.07;12.61
492.702;492702;495728;7.57;11.07;12.61
493.205;493205;496231;7.57;11.07;12.61
493.709;493709;496735;7.57;11.07;12.61
494.212;494212;497238;7.57;11.07;12.61
494.715;494715;497741;7.57;11.07;12.61
495.218;495218;498244;7.57;11.07;12.61
495.722;495722;498748;7.57;11.07;12.61
496.225;496225;499251;7.57;11.07;12.61
496.729;496729;499755;7.57;11.07;12.61
497.231;497231;500257;7.57;11.07;12.61
497.735;497735;500761;7.57;11.16;12.61
498.238;498238;501264;7.57;11.16;12.61
498.742;498742;501768;7.57;11.16;12.61
499.244;499244;502270;7.57;11.07;12.61
499.748;499748;502774;7.57;11.07;12.61
500.251;500251;503277;7.57;11.07;12.61
500.755;500755;503781;7.47;11.07;12.70
501.258;501258;504284;7.47;11.16;12.61
501.761;501761;504787;7.47;11.16;12.61
502.264;502264;505290;7.47;11.07;12.70
502.768;502768;505794;7.47;11.16;12.70
503.271;503271;506297;7.57;11.16;12.70
503.775;503775;506801;7.47;11.07;12.70
504.277;504277;507303;7.47;11.16;12.70
504.781;504781;507807;7.57;11.16;12.70
505.284;505284;508310;7.57;11.16;12.70
505.788;505788;508814;7.47;11.16;12.70
506.291;506291;509317;7.47;11.16;12.70
506.793;506793;509819;7.47;11.16;12.70
507.297;507297;510323;7.47;11.16;12.70
507.8;507800;510826;7.47;11.16;12.70
508.304;508304;511330;7.47;11.16;12.70
508.807;508807;511833;7.47;11.16;12.61
509.31;509310;512336;7.47;11.16;12.61
509.813;509813;512839;7.38;11.07;12.61
510.317;510317;513343;7.38;11.07;12.61
510.82;510820;513846;7.38;11.07;12.61
511.324;511324;514350;7.38;11.07;12.61
511.826;511826;514852;7.38;11.07;12.61
512.33;512330;515356;7.38;11.07;12.61
512.833;512833;515859;7.38;11.07;12.52
513.337;513337;516363;7.38;11.07;12.52
513.84;513840;516866;7.38;11.07;12.52
514.343;514343;517369;7.47;11.07;12.52
514.846;514846;517872;7.47;11.07;12.52
515.35;515350;518376;7.47;11.07;12.52
515.853;515853;518879;7.47;11.07;12.52
516.357;516357;519383;7.47;11.07;12.52
516.859;516859;519885;7.47;10.98;12.52
517.363;517363;520389;7.47;11.07;12.52
517.866;517866;520892;7.57;10.98;12.52
518.37;518370;521396;7.57;10.98;12.52
518.873;518873;521899;7.57;10.98;12.52
519.375;519375;522401;7.57;10.98;12.43
519.879;519879;522905;7.57;10.98;12.43
520.382;520382;523408;7.57;10.98;12.52
520.886;520886;523912;7.66;10.98;12.43
521.388;521388;524414;7.57;10.98;12.43
521.892;521892;524918;7.57;10.98;12.43
522.395;522395;525421;7.57;10.98;12.43
522.899;522899;525925;7.57;10.98;12.43
523.402;523402;526428;7.66;10.98;12.43
523.905;523905;526931;7.66;10.98;12.43
524.408;524408;527434;7.66;10.98;12.43
524.912;524912;527938;7.75;10.98;12.43
525.415;525415;528441;7.75;10.98;12.43
525.919;525919;528945;7.75;10.98;12.34
526.421;526421;529447;7.75;10.98;12.34
526.925;526925;529951;7.75;10.98;12.34
527.428;527428;530454;7.85;10.98;12.34
527.932;527932;530958;7.85;10.98;12.34
528.435;528435;531461;7.85;10.98;12.34
528.938;528938;531964;7.85;10.98;12.34
529.441;529441;532467;7.85;10.98;12.34
529.945;529945;532971;7.85;10.98;12.25
530.448;530448;533474;7.85;10.98;12.25
530.952;530952;533978;7.85;10.98;12.25
531.454;531454;534480;7.85;10.98;12.25
531.958;531958;534984;7.94;10.98;12.25
532.461;532461;535487;7.85;10.98;12.25
532.965;532965;535991;7.85;10.98;12.25
533.468;533468;536494;7.85;10.98;12.25
533.971;533971;536997;7.85;10.98;12.25
534.474;534474;537500;7.85;11.07;12.25
534.978;534978;538004;7.85;11.07;12.25
535.481;535481;538507;7.94;11.07;12.25
535.985;535985;539011;7.94;11.07;12.16
536.487;536487;539513;7.94;11.07;12.16
536.991;536991;540017;7.94;11.07;12.16
537.494;537494;540520;7.94;11.07;12.16
537.998;537998;541024;8.04;11.07;12.16
538.501;538501;541527;8.04;11.16;12.16
539.003;539003;542029;8.04;11.16;12.16
539.507;539507;542533;8.04;11.16;12.16
540.011;540011;543037;8.13;11.16;12.16
540.514;540514;543540;8.13;11.16;12.25
541.017;541017;544043;8.04;11.16;12.16
541.52;541520;544546;8.13;11.16;12.16
542.023;542023;545049;8.13;11.16;12.16
542.527;542527;545553;8.04;11.16;12.16
543.03;543030;546056;8.04;11.16;12.16
543.534;543534;546560;8.13;11.16;12.16
544.036;544036;547062;8.13;11.16;12.16
544.54;544540;547566;8.13;11.16;12.16
545.043;545043;548069;8.04;11.16;12.16
545.547;545547;548573;8.04;11.16;12.16
546.049;546049;549075;8.13;11.16;12.16
546.553;546553;549579;8.13;11.16;12.16
547.056;547056;550082;8.13;11.25;12.16
547.56;547560;550586;8.13;11.16;12.16
548.063;548063;551089;8.13;11.25;12.16
548.566;548566;551592;8.22;11.25;12.16
549.069;549069;552095;8.32;11.25;12.16
549.573;549573;552599;8.32;11.25;12.16
550.076;550076;553102;8.22;11.25;12.16
550.58;550580;553606;8.32;11.34;12.25
551.082;551082;554108;8.32;11.34;12.16
551.586;551586;554612;8.32;11.34;12.16
552.089;552089;555115;8.22;11.34;12.25
552.593;552593;555619;8.32;11.34;12.25
553.096;553096;556122;8.32;11.34;12.25
553.599;553599;556625;8.32;11.34;12.25
554.102;554102;557128;8.32;11.34;12.25
554.606;554606;557632;8.32;11.34;12.25
555.109;555109;558135;8.32;11.34;12.16
555.613;555613;558639;8.32;11.34;12.16
556.115;556115;559141;8.32;11.34;12.16
556.619;556619;559645;8.32;11.34;12.16
557.122;557122;560148;8.32;11.25;12.16
557.626;557626;560652;8.32;11.25;12.16
558.129;558129;561155;8.22;11.25;12.16
558.632;558632;561658;8.22;11.25;12.16
559.135;559135;562161;8.13;11.25;12.16
559.639;559639;562665;8.13;11.25;12.16
560.142;560142;563168;8.04;11.16;12.16
560.646;560646;563672;8.04;11.16;12.16
561.148;561148;564174;8.04;11.16;12.16
561.652;561652;564678;8.04;11.16;12.16
562.155;562155;565181;8.04;11.16;12.16
562.659;562659;565685;8.04;11.16;12.16
563.162;563162;566188;7.94;11.16;12.16
563.665;563665;566691;7.94;11.16;12.16
564.168;564168;567194;7.94;11.16;12.16
564.672;564672;567698;7.94;11.16;12.25
565.175;565175;568201;7.85;11.16;12.16
565.679;565679;568705;7.85;11.16;12.16
566.181;566181;569207;7.85;11.16;12.25
566.685;566685;569711;7.85;11.16;12.25
567.188;567188;570214;7.85;11.07;12.16
567.692;567692;570718;7.75;11.16;12.25
568.194;568194;571220;7.75;11.07;12.25
568.698;568698;571724;7.75;11.07;12.25
569.201;569201;572227;7.75;11.07;12.25
569.705;569705;572731;7.75;11.07;12.25
570.208;570208;573234;7.75;11.07;12.25
570.711;570711;573737;7.75;11.07;12.25
571.214;571214;574240;7.75;11.07;12.25
571.718;571718;574744;7.75;11.07;12.25
572.221;572221;575247;7.75;11.07;12.25
572.725;572725;575751;7.66;11.07;12.25
573.227;573227;576253;7.66;11.07;12.25
573.731;573731;576757;7.66;11.07;12.25
574.234;574234;577260;7.66;11.07;12.25
574.738;574738;577764;7.66;11.07;12.25
575.241;575241;578267;7.66;11.07;12.25
575.743;575743;578769;7.57;10.98;12.25
576.247;576247;579273;7.57;10.98;12.25
576.75;576750;579776;7.57;11.07;12.25
577.254;577254;580280;7.57;10.98;12.25
577.758;577758;580784;7.57;11.07;12.25
578.26;578260;581286;7.57;11.07;12.25
578.763;578763;581789;7.57;10.98;12.25
579.267;579267;582293;7.57;11.07;12.25
579.77;579770;582796;7.57;10.98;12.25
580.274;580274;583300;7.57;10.98;12.25
580.776;580776;583802;7.47;10.98;12.25
581.28;581280;584306;7.47;10.98;12.25
581.783;581783;584809;7.47;10.98;12.25
582.287;582287;585313;7.47;10.98;12.25
582.79;582790;585816;7.47;10.98;12.25
583.293;583293;586319;7.47;10.98;12.25
583.796;583796;586822;7.47;10.98;12.34
584.3;584300;587326;7.47;10.98;12.25
584.803;584803;587829;7.47;10.98;12.25
585.307;585307;588333;7.47;10.98;12.25
585.809;585809;588835;7.47;10.98;12.25
586.313;586313;589339;7.47;10.98;12.25
586.816;586816;589842;7.47;10.98;12.25
587.32;587320;590346;7.47;10.98;12.25
587.823;587823;590849;7.47;10.98;12.16
588.326;588326;591352;7.57;10.98;12.25
588.829;588829;591855;7.57;10.89;12.25
589.333;589333;592359;7.47;10.89;12.25
589.836;589836;592862;7.57;10.89;12.16
590.34;590340;593366;7.57;10.89;12.16
590.842;590842;593868;7.57;10.89;12.16
591.346;591346;594372;7.57;10.89;12.25
591.849;591849;594875;7.57;10.98;12.16
592.353;592353;595379;7.57;10.89;12.25
592.855;592855;595881;7.47;10.89;12.25
593.359;593359;596385;7.47;10.98;12.25
593.862;593862;596888;7.47;10.98;12.25
594.366;594366;597392;7.47;10.89;12.25
594.869;594869;597895;7.47;10.98;12.25
595.371;595371;598397;7.47;10.98;12.25
595.875;595875;598901;7.47;10.98;12.25
596.378;596378;599404;7.47;10.98;12.25
596.882;596882;599908;7.47;10.98;12.25
597.386;597386;600412;7.47;10.98;12.25
597.888;597888;600914;7.47;10.98;12.25
598.391;598391;601417;7.47;10.98;12.25
598.895;598895;601921;7.38;10.98;12.25
599.398;599398;602424;7.38;10.98;12.25
599.902;599902;602928;7.38;10.98;12.25
600.404;600404;603430;7.47;10.89;12.25
600.908;600908;603934;7.38;10.98;12.25
601.411;601411;604437;7.38;10.98;12.25
601.915;601915;604941;7.38;10.89;12.25
602.418;602418;605444;7.38;10.89;12.25
602.921;602921;605947;7.38;10.89;12.25
603.424;603424;606450;7.38;10.89;12.25
603.928;603928;606954;7.47;10.98;12.25
604.431;604431;607457;7.38;10.89;12.25
604.935;604935;607961;7.38;10.89;12.25
605.437;605437;608463;7.38;10.89;12.25
605.941;605941;608967;7.38;10.89;12.25
606.444;606444;609470;7.38;10.89;12.25
606.948;606948;609974;7.38;10.89;12.25
607.451;607451;610477;7.38;10.89;12.25
607.954;607954;610980;7.38;10.89;12.25
608.457;608457;611483;7.38;10.89;12.25
608.961;608961;611987;7.38;10.89;12.25
609.464;609464;612490;7.38;10.89;12.25
609.968;609968;612994;7.28;10.89;12.25
610.47;610470;613496;7.28;10.89;12.25
610.974;610974;614000;7.28;10.89;12.25
611.477;611477;614503;7.28;10.89;12.25
611.981;611981;615007;7.28;10.89;12.25
612.484;612484;615510;7.28;10.89;12.25
612.986;612986;616012;7.28;10.89;12.25
613.49;613490;616516;7.28;10.89;12.25
613.994;613994;617020;7.28;10.89;12.25
614.497;614497;617523;7.28;10.80;12.25
614.999;614999;618025;7.28;10.89;12.25
615.503;615503;618529;7.28;10.89;12.25
616.006;616006;619032;7.28;10.80;12.25
616.51;616510;619536;7.28;10.89;12.25
617.013;617013;620039;7.38;10.89;12.25
617.516;617516;620542;7.28;10.89;12.25
618.019;618019;621045;7.28;10.89;12.25
618.523;618523;621549;7.28;10.89;12.25
619.026;619026;622052;7.28;10.89;12.25
619.53;619530;622556;7.28;10.89;12.25
620.032;620032;623058;7.28;10.89;12.25
620.536;620536;623562;7.28;10.89;12.16
621.039;621039;624065;7.28;10.89;12.25
621.543;621543;624569;7.28;10.89;12.16
622.046;622046;625072;7.28;10.89;12.16
622.549;622549;625575;7.28;10.89;12.16
623.052;623052;626078;7.28;10.89;12.16
623.556;623556;626582;7.28;10.89;12.16
624.059;624059;627085;7.28;10.89;12.16
624.563;624563;627589;7.28;10.89;12.16
625.065;625065;628091;7.28;10.89;12.25
625.569;625569;628595;7.28;10.89;12.25
626.072;626072;629098;7.28;10.89;12.25
626.576;626576;629602;7.28;10.89;12.25
627.079;627079;630105;7.28;10.80;12.25
627.582;627582;630608;7.28;10.80;12.25
628.085;628085;631111;7.28;10.89;12.25
628.589;628589;631615;7.28;10.89;12.25
629.092;629092;632118;7.28;10.89;12.25
629.596;629596;632622;7.28;10.89;12.34
630.098;630098;633124;7.28;10.89;12.34
630.602;630602;633628;7.28;10.89;12.34
631.105;631105;634131;7.28;10.89;12.34
631.609;631609;634635;7.28;10.89;12.34
632.112;632112;635138;7.28;10.89;12.34
632.615;632615;635641;7.28;10.89;12.43
633.118;633118;636144;7.28;10.89;12.34
633.622;633622;636648;7.28;10.89;12.43
634.125;634125;637151;7.28;10.89;12.43
634.629;634629;637655;7.28;10.89;12.43
635.131;635131;638157;7.28;10.89;12.34
635.635;635635;638661;7.28;10.89;12.34
636.138;636138;639164;7.19;10.89;12.43
636.642;636642;639668;7.19;10.89;12.34
637.145;637145;640171;7.19;10.89;12.34
637.647;637647;640673;7.19;10.89;12.34
