temps (s);temps (ms);temps;ACTU;MILIEU;LASER
83.035;83035;86061;13.05;17.65;19.14
83.538;83538;86564;12.96;17.56;19.14
84.041;84041;87067;12.96;17.56;19.05
84.544;84544;87570;12.96;17.56;19.05
85.048;85048;88074;12.96;17.47;19.05
85.551;85551;88577;12.96;17.47;19.05
86.054;86054;89080;12.87;17.47;18.96
86.557;86557;89583;12.87;17.47;18.96
87.061;87061;90087;12.87;17.39;18.96
87.564;87564;90590;12.87;17.39;18.88
88.066;88066;91092;12.78;17.39;18.88
88.57;88570;91596;12.78;17.30;18.88
89.073;89073;92099;12.78;17.30;18.79
89.577;89577;92603;12.78;17.30;18.79
90.08;90080;93106;12.78;17.21;18.79
90.583;90583;93609;12.70;17.21;18.79
91.086;91086;94112;12.70;17.21;18.70
91.59;91590;94616;12.61;17.12;18.70
92.093;92093;95119;12.61;17.12;18.70
92.597;92597;95623;12.61;17.12;18.61
93.099;93099;96125;12.52;17.03;18.61
93.602;93602;96628;12.52;17.03;18.61
94.106;94106;97132;12.52;17.03;18.61
94.609;94609;97635;12.43;17.03;18.61
95.113;95113;98139;12.52;16.95;18.53
95.615;95615;98641;12.52;16.95;18.53
96.119;96119;99145;12.43;16.95;18.44
96.622;96622;99648;12.43;16.86;18.44
97.126;97126;100152;12.43;16.86;18.44
97.629;97629;100655;12.34;16.86;18.44
98.132;98132;101158;12.34;16.77;18.35
98.635;98635;101661;12.34;16.77;18.35
99.139;99139;102165;12.25;16.77;18.35
99.642;99642;102668;12.25;16.77;18.26
100.146;100146;103172;12.25;16.68;18.26
100.648;100648;103674;12.16;16.68;18.26
101.152;101152;104178;12.16;16.68;18.26
101.655;101655;104681;12.16;16.59;18.26
102.159;102159;105185;12.16;16.59;18.17
102.662;102662;105688;12.07;16.59;18.17
103.165;103165;106191;12.07;16.59;18.17
103.668;103668;106694;12.07;16.59;18.17
104.172;104172;107198;12.07;16.51;18.09
104.675;104675;107701;11.98;16.51;18.09
105.179;105179;108205;11.98;16.51;18.09
105.681;105681;108707;11.98;16.51;18.09
106.185;106185;109211;11.98;16.51;18.00
106.688;106688;109714;11.98;16.42;18.00
107.192;107192;110218;11.89;16.42;18.00
107.695;107695;110721;11.89;16.42;18.00
108.198;108198;111224;11.89;16.33;17.91
108.701;108701;111727;11.80;16.33;17.91
109.205;109205;112231;11.80;16.33;17.91
109.708;109708;112734;11.80;16.33;17.91
110.212;110212;113238;11.80;16.24;17.82
110.714;110714;113740;11.80;16.24;17.82
111.218;111218;114244;11.71;16.24;17.74
111.721;111721;114747;11.71;16.24;17.74
112.225;112225;115251;11.71;16.15;17.74
112.727;112727;115753;11.71;16.15;17.74
113.231;113231;116257;11.71;16.15;17.74
113.735;113735;116761;11.71;16.15;17.65
114.238;114238;117264;11.71;16.07;17.65
114.742;114742;117768;11.71;16.07;17.56
115.244;115244;118270;11.71;16.07;17.56
115.748;115748;118774;11.71;15.98;17.56
116.251;116251;119277;11.71;15.98;17.56
116.755;116755;119781;11.71;15.98;17.47
117.258;117258;120284;11.71;15.98;17.47
117.761;117761;120787;11.62;15.98;17.47
118.264;118264;121290;11.62;15.89;17.47
118.768;118768;121794;11.62;15.89;17.47
119.271;119271;122297;11.62;15.89;17.39
119.775;119775;122801;11.62;15.89;17.39
120.277;120277;123303;11.62;15.80;17.39
120.781;120781;123807;11.62;15.80;17.39
121.284;121284;124310;11.53;15.80;17.39
121.788;121788;124814;11.53;15.80;17.30
122.291;122291;125317;11.53;15.80;17.30
122.794;122794;125820;11.53;15.71;17.30
123.297;123297;126323;11.44;15.71;17.30
123.801;123801;126827;11.44;15.71;17.30
124.304;124304;127330;11.44;15.71;17.30
124.808;124808;127834;11.44;15.71;17.21
125.31;125310;128336;11.44;15.71;17.21
125.814;125814;128840;11.34;15.71;17.21
126.317;126317;129343;11.34;15.63;17.21
126.821;126821;129847;11.34;15.63;17.21
127.324;127324;130350;11.34;15.63;17.21
127.827;127827;130853;11.34;15.63;17.12
128.33;128330;131356;11.25;15.63;17.12
128.834;128834;131860;11.25;15.54;17.12
129.337;129337;132363;11.25;15.54;17.12
129.841;129841;132867;11.25;15.54;17.03
130.343;130343;133369;11.16;15.54;17.03
130.847;130847;133873;11.16;15.45;17.03
131.35;131350;134376;11.16;15.45;17.03
131.854;131854;134880;11.16;15.45;16.95
132.357;132357;135383;11.07;15.45;16.95
132.86;132860;135886;11.07;15.45;16.95
133.363;133363;136389;11.07;15.36;16.95
133.867;133867;136893;11.07;15.36;16.86
134.371;134371;137397;10.98;15.36;16.86
134.874;134874;137900;10.98;15.36;16.86
135.376;135376;138402;10.98;15.27;16.86
135.88;135880;138906;10.98;15.27;16.86
136.383;136383;139409;10.89;15.27;16.77
136.887;136887;139913;10.89;15.27;16.77
137.39;137390;140416;10.89;15.18;16.77
137.893;137893;140919;10.80;15.18;16.77
138.397;138397;141423;10.89;15.18;16.77
138.9;138900;141926;10.80;15.18;16.68
139.404;139404;142430;10.80;15.18;16.77
139.906;139906;142932;10.80;15.18;16.68
140.41;140410;143436;10.80;15.18;16.68
140.913;140913;143939;10.80;15.18;16.68
141.417;141417;144443;10.71;15.10;16.68
141.92;141920;144946;10.71;15.10;16.68
142.422;142422;145448;10.71;15.10;16.68
142.926;142926;145952;10.71;15.10;16.68
143.43;143430;146456;10.71;15.10;16.59
143.933;143933;146959;10.71;15.01;16.59
144.437;144437;147463;10.71;15.01;16.59
144.939;144939;147965;10.62;15.01;16.59
145.443;145443;148469;10.62;15.01;16.59
145.946;145946;148972;10.71;15.01;16.51
146.45;146450;149476;10.62;14.92;16.51
146.953;146953;149979;10.62;14.92;16.51
147.456;147456;150482;10.62;14.92;16.51
147.959;147959;150985;10.62;14.92;16.42
148.463;148463;151489;10.53;14.83;16.42
148.966;148966;151992;10.53;14.83;16.42
149.47;149470;152496;10.53;14.83;16.42
149.972;149972;152998;10.53;14.83;16.33
150.476;150476;153502;10.44;14.83;16.33
150.979;150979;154005;10.44;14.74;16.33
151.483;151483;154509;10.44;14.74;16.33
151.986;151986;155012;10.44;14.74;16.33
152.489;152489;155515;10.44;14.74;16.33
152.992;152992;156018;10.44;14.74;16.24
153.496;153496;156522;10.44;14.74;16.24
153.999;153999;157025;10.35;14.65;16.15
154.503;154503;157529;10.44;14.65;16.15
155.005;155005;158031;10.44;14.65;16.15
155.509;155509;158535;10.35;14.65;16.15
156.012;156012;159038;10.35;14.65;16.15
156.516;156516;159542;10.35;14.57;16.07
157.019;157019;160045;10.35;14.57;16.07
157.522;157522;160548;10.25;14.57;16.07
158.025;158025;161051;10.25;14.57;15.98
158.529;158529;161555;10.25;14.48;15.98
159.033;159033;162059;10.25;14.48;15.98
159.536;159536;162562;10.25;14.48;15.98
160.039;160039;163065;10.16;14.48;15.98
160.542;160542;163568;10.16;14.39;15.89
161.046;161046;164072;10.16;14.39;15.89
161.549;161549;164575;10.16;14.39;15.89
162.053;162053;165079;10.16;14.39;15.89
162.555;162555;165581;10.16;14.39;15.89
163.059;163059;166085;10.25;14.39;15.80
163.562;163562;166588;10.16;14.30;15.80
164.066;164066;167092;10.16;14.30;15.80
164.569;164569;167595;10.16;14.30;15.80
165.072;165072;168098;10.16;14.30;15.71
165.575;165575;168601;10.16;14.30;15.71
166.079;166079;169105;10.07;14.21;15.71
166.582;166582;169608;10.07;14.21;15.71
167.086;167086;170112;10.07;14.21;15.63
167.588;167588;170614;10.07;14.21;15.63
168.092;168092;171118;10.07;14.12;15.63
168.595;168595;171621;10.07;14.21;15.63
169.099;169099;172125;10.07;14.12;15.63
169.601;169601;172627;10.07;14.12;15.63
170.105;170105;173131;9.98;14.12;15.63
170.608;170608;173634;9.98;14.12;15.63
171.112;171112;174138;10.07;14.12;15.63
171.615;171615;174641;9.98;14.03;15.54
172.117;172117;175143;10.07;14.03;15.54
172.621;172621;175647;10.07;14.03;15.54
173.125;173125;176151;10.07;13.94;15.54
173.628;173628;176654;9.98;14.03;15.54
174.132;174132;177158;10.07;13.94;15.45
174.634;174634;177660;9.98;13.94;15.45
175.137;175137;178163;9.98;13.94;15.45
175.641;175641;178667;9.98;13.94;15.36
176.144;176144;179170;10.07;13.86;15.36
176.648;176648;179674;10.07;13.86;15.36
177.15;177150;180176;10.07;13.86;15.36
177.654;177654;180680;10.07;13.86;15.36
178.157;178157;181183;9.98;13.86;15.36
178.661;178661;181687;9.98;13.86;15.27
179.164;179164;182190;9.98;13.86;15.27
179.667;179667;182693;10.07;13.86;15.27
180.17;180170;183196;9.98;13.86;15.27
180.674;180674;183700;9.98;13.86;15.18
181.177;181177;184203;9.98;13.77;15.18
181.681;181681;184707;10.07;13.77;15.18
182.183;182183;185209;9.98;13.77;15.18
182.686;182686;185712;9.98;13.77;15.18
183.19;183190;186216;9.98;13.77;15.10
183.693;183693;186719;9.98;13.68;15.10
184.197;184197;187223;9.98;13.68;15.10
184.699;184699;187725;9.98;13.68;15.10
185.203;185203;188229;9.89;13.68;15.10
185.706;185706;188732;9.89;13.68;15.10
186.21;186210;189236;9.89;13.68;15.10
186.713;186713;189739;9.80;13.68;15.10
187.215;187215;190241;9.80;13.68;15.10
187.719;187719;190745;9.80;13.68;15.10
188.222;188222;191248;9.80;13.59;15.01
188.726;188726;191752;9.80;13.59;15.01
189.228;189228;192254;9.80;13.59;15.01
189.732;189732;192758;9.80;13.59;15.01
190.235;190235;193261;9.80;13.59;15.01
190.739;190739;193765;9.80;13.59;15.01
191.242;191242;194268;9.80;13.50;15.01
191.744;191744;194770;9.80;13.59;14.92
192.248;192248;195274;9.80;13.50;14.92
192.751;192751;195777;9.80;13.50;14.92
193.255;193255;196281;9.80;13.50;14.92
193.758;193758;196784;9.70;13.50;14.92
194.261;194261;197287;9.70;13.50;14.92
194.764;194764;197790;9.70;13.50;14.92
195.268;195268;198294;9.70;13.41;14.92
195.771;195771;198797;9.61;13.41;14.83
196.274;196274;199300;9.61;13.41;14.83
196.777;196777;199803;9.61;13.41;14.83
197.28;197280;200306;9.61;13.41;14.83
197.784;197784;200810;9.52;13.41;14.83
198.287;198287;201313;9.52;13.41;14.83
198.791;198791;201817;9.52;13.41;14.83
199.293;199293;202319;9.52;13.41;14.83
199.797;199797;202823;9.43;13.41;14.83
200.3;200300;203326;9.43;13.41;14.74
200.804;200804;203830;9.43;13.32;14.74
201.307;201307;204333;9.43;13.32;14.74
201.809;201809;204835;9.43;13.32;14.74
202.313;202313;205339;9.43;13.32;14.74
202.816;202816;205842;9.34;13.32;14.74
203.32;203320;206346;9.34;13.32;14.74
203.823;203823;206849;9.34;13.32;14.65
204.326;204326;207352;9.34;13.32;14.74
204.829;204829;207855;9.34;13.32;14.65
205.333;205333;208359;9.34;13.23;14.65
205.836;205836;208862;9.34;13.23;14.65
206.34;206340;209366;9.34;13.23;14.65
206.842;206842;209868;9.34;13.23;14.65
207.346;207346;210372;9.24;13.23;14.65
207.849;207849;210875;9.34;13.14;14.65
208.352;208352;211378;9.34;13.14;14.57
208.855;208855;211881;9.34;13.14;14.57
209.358;209358;212384;9.34;13.14;14.57
209.862;209862;212888;9.34;13.14;14.57
210.365;210365;213391;9.34;13.14;14.57
210.869;210869;213895;9.34;13.14;14.48
211.371;211371;214397;9.34;13.14;14.48
211.875;211875;214901;9.34;13.14;14.48
212.378;212378;215404;9.34;13.14;14.48
212.882;212882;215908;9.34;13.14;14.48
213.385;213385;216411;9.43;13.14;14.48
213.887;213887;216913;9.43;13.14;14.39
214.391;214391;217417;9.43;13.14;14.39
214.894;214894;217920;9.43;13.14;14.39
215.398;215398;218424;9.43;13.14;14.39
215.901;215901;218927;9.43;13.14;14.39
216.404;216404;219430;9.43;13.05;14.39
216.907;216907;219933;9.43;13.05;14.39
217.411;217411;220437;9.43;13.05;14.30
217.914;217914;220940;9.43;13.05;14.39
218.418;218418;221444;9.34;13.05;14.30
218.92;218920;221946;9.34;12.96;14.30
219.424;219424;222450;9.34;12.96;14.30
219.927;219927;222953;9.34;12.96;14.30
220.43;220430;223456;9.24;12.96;14.30
220.934;220934;223960;9.24;12.96;14.30
221.436;221436;224462;9.24;12.96;14.30
221.94;221940;224966;9.15;12.96;14.30
222.443;222443;225469;9.15;12.87;14.30
222.947;222947;225973;9.15;12.87;14.30
223.45;223450;226476;9.15;12.87;14.30
223.953;223953;226979;9.15;12.87;14.30
224.456;224456;227482;9.15;12.87;14.30
224.959;224959;227985;9.15;12.87;14.21
225.463;225463;228489;9.15;12.87;14.21
225.966;225966;228992;9.15;12.87;14.21
226.469;226469;229495;9.15;12.87;14.21
226.972;226972;229998;9.15;12.87;14.21
227.476;227476;230502;9.15;12.78;14.21
227.979;227979;231005;9.15;12.78;14.21
228.482;228482;231508;9.15;12.78;14.12
228.985;228985;232011;9.15;12.78;14.21
229.489;229489;232515;9.06;12.78;14.12
229.992;229992;233018;9.06;12.78;14.12
230.495;230495;233521;9.06;12.78;14.12
230.998;230998;234024;9.06;12.70;14.12
231.501;231501;234527;8.97;12.70;14.12
232.005;232005;235031;8.97;12.70;14.12
232.508;232508;235534;8.97;12.70;14.12
233.012;233012;236038;8.97;12.70;14.12
233.514;233514;236540;8.87;12.70;14.12
234.018;234018;237044;8.87;12.70;14.12
234.521;234521;237547;8.87;12.70;14.03
235.025;235025;238051;8.87;12.70;14.03
235.528;235528;238554;8.87;12.61;14.03
236.03;236030;239056;8.87;12.70;14.03
236.534;236534;239560;8.87;12.61;14.03
237.037;237037;240063;8.87;12.61;14.12
237.541;237541;240567;8.87;12.61;14.12
238.044;238044;241070;8.78;12.61;14.12
238.547;238547;241573;8.78;12.61;14.12
239.05;239050;242076;8.78;12.61;14.12
239.554;239554;242580;8.78;12.61;14.12
240.057;240057;243083;8.78;12.61;14.12
240.561;240561;243587;8.78;12.61;14.03
241.063;241063;244089;8.78;12.61;14.03
241.567;241567;244593;8.69;12.52;14.12
242.07;242070;245096;8.69;12.61;14.12
242.574;242574;245600;8.69;12.61;14.03
243.077;243077;246103;8.69;12.61;14.03
243.579;243579;246605;8.69;12.52;14.03
244.083;244083;247109;8.69;12.52;14.03
244.586;244586;247612;8.69;12.52;14.03
245.09;245090;248116;8.60;12.52;14.03
245.593;245593;248619;8.60;12.52;14.03
246.096;246096;249122;8.60;12.52;13.94
246.599;246599;249625;8.60;12.52;14.03
247.103;247103;250129;8.60;12.52;14.03
247.606;247606;250632;8.60;12.52;13.94
248.11;248110;251136;8.60;12.52;13.94
248.612;248612;251638;8.60;12.52;13.94
249.115;249115;252141;8.60;12.52;13.94
249.619;249619;252645;8.60;12.52;13.94
250.122;250122;253148;8.60;12.43;13.94
250.625;250625;253651;8.60;12.43;13.94
251.128;251128;254154;8.50;12.43;13.94
251.632;251632;254658;8.60;12.43;13.94
252.135;252135;255161;8.60;12.43;13.86
252.639;252639;255665;8.50;12.43;13.94
253.141;253141;256167;8.50;12.43;13.86
253.645;253645;256671;8.50;12.43;13.86
254.148;254148;257174;8.60;12.43;13.86
254.652;254652;257678;8.60;12.43;13.86
255.155;255155;258181;8.50;12.43;13.86
255.658;255658;258684;8.60;12.43;13.86
256.161;256161;259187;8.50;12.34;13.86
256.665;256665;259691;8.50;12.34;13.86
257.168;257168;260194;8.50;12.34;13.77
257.672;257672;260698;8.50;12.34;13.77
258.174;258174;261200;8.50;12.34;13.77
258.677;258677;261703;8.50;12.34;13.77
259.181;259181;262207;8.50;12.34;13.77
259.684;259684;262710;8.50;12.34;13.77
260.188;260188;263214;8.50;12.34;13.77
260.69;260690;263716;8.50;12.34;13.77
261.194;261194;264220;8.50;12.34;13.77
261.697;261697;264723;8.50;12.25;13.68
262.201;262201;265227;8.41;12.25;13.68
262.704;262704;265730;8.41;12.25;13.68
263.207;263207;266233;8.41;12.25;13.68
263.71;263710;266736;8.41;12.25;13.68
264.214;264214;267240;8.41;12.25;13.68
264.717;264717;267743;8.41;12.25;13.68
265.221;265221;268247;8.41;12.25;13.68
265.723;265723;268749;8.41;12.25;13.68
266.227;266227;269253;8.41;12.25;13.59
266.73;266730;269756;8.41;12.16;13.59
267.234;267234;270260;8.32;12.16;13.59
267.737;267737;270763;8.32;12.16;13.59
268.239;268239;271265;8.32;12.16;13.59
268.743;268743;271769;8.32;12.16;13.59
269.246;269246;272272;8.32;12.16;13.59
269.75;269750;272776;8.22;12.16;13.59
270.252;270252;273278;8.22;12.16;13.59
270.756;270756;273782;8.32;12.07;13.59
271.259;271259;274285;8.22;12.07;13.59
271.763;271763;274789;8.22;12.07;13.59
272.266;272266;275292;8.22;12.16;13.59
272.769;272769;275795;8.22;12.07;13.59
273.272;273272;276298;8.22;12.07;13.59
273.776;273776;276802;8.22;12.07;13.59
274.279;274279;277305;8.22;12.07;13.59
274.783;274783;277809;8.22;12.07;13.59
275.285;275285;278311;8.22;12.07;13.59
275.788;275788;278814;8.22;12.07;13.59
276.292;276292;279318;8.22;12.07;13.59
276.795;276795;279821;8.22;12.07;13.59
277.299;277299;280325;8.22;12.07;13.59
277.801;277801;280827;8.22;12.07;13.59
278.305;278305;281331;8.13;12.07;13.59
278.808;278808;281834;8.13;12.07;13.59
279.312;279312;282338;8.13;12.07;13.59
279.815;279815;282841;8.13;12.07;13.59
280.318;280318;283344;8.13;12.07;13.50
280.821;280821;283847;8.13;12.07;13.50
281.325;281325;284351;8.13;12.07;13.50
281.828;281828;284854;8.13;11.98;13.50
282.332;282332;285358;8.13;11.98;13.50
282.834;282834;285860;8.13;11.98;13.50
283.337;283337;286363;8.13;11.98;13.50
283.841;283841;286867;8.13;11.98;13.50
284.344;284344;287370;8.13;11.98;13.50
284.848;284848;287874;8.13;11.98;13.50
285.35;285350;288376;8.13;11.98;13.50
285.854;285854;288880;8.13;11.98;13.50
286.357;286357;289383;8.13;11.98;13.50
286.861;286861;289887;8.13;11.98;13.41
287.364;287364;290390;8.13;11.98;13.41
287.867;287867;290893;8.13;11.98;13.41
288.37;288370;291396;8.13;11.98;13.41
288.874;288874;291900;8.13;11.89;13.41
289.377;289377;292403;8.13;11.89;13.41
289.881;289881;292907;8.13;11.98;13.41
290.383;290383;293409;8.13;11.89;13.41
290.887;290887;293913;8.22;11.89;13.41
291.39;291390;294416;8.22;11.89;13.41
291.894;291894;294920;8.32;11.89;13.41
292.396;292396;295422;8.32;11.89;13.41
292.899;292899;295925;8.32;11.98;13.32
293.403;293403;296429;8.32;11.89;13.32
293.906;293906;296932;8.32;11.89;13.32
294.41;294410;297436;8.32;11.89;13.32
294.912;294912;297938;8.32;11.89;13.32
295.416;295416;298442;8.41;11.89;13.32
295.919;295919;298945;8.41;11.89;13.32
296.423;296423;299449;8.41;11.89;13.32
296.926;296926;299952;8.41;11.89;13.32
297.429;297429;300455;8.41;11.89;13.32
297.932;297932;300958;8.50;11.89;13.32
298.436;298436;301462;8.41;11.89;13.32
298.939;298939;301965;8.41;11.89;13.23
299.443;299443;302469;8.50;11.89;13.32
299.945;299945;302971;8.50;11.89;13.23
300.449;300449;303475;8.50;11.89;13.23
300.952;300952;303978;8.50;11.89;13.23
301.456;301456;304482;8.60;11.89;13.23
301.959;301959;304985;8.60;11.98;13.23
302.461;302461;305487;8.60;11.89;13.23
302.965;302965;305991;8.60;11.89;13.23
303.468;303468;306494;8.60;11.89;13.14
303.972;303972;306998;8.60;11.89;13.14
304.475;304475;307501;8.50;11.89;13.14
304.978;304978;308004;8.50;11.89;13.14
305.481;305481;308507;8.50;11.89;13.14
305.985;305985;309011;8.50;11.80;13.14
306.488;306488;309514;8.50;11.80;13.14
306.992;306992;310018;8.41;11.80;13.14
307.494;307494;310520;8.41;11.80;13.14
307.998;307998;311024;8.41;11.80;13.14
308.501;308501;311527;8.41;11.80;13.14
309.005;309005;312031;8.32;11.80;13.14
309.508;309508;312534;8.32;11.80;13.14
310.01;310010;313036;8.32;11.80;13.14
310.514;310514;313540;8.22;11.80;13.14
311.017;311017;314043;8.22;11.80;13.14
311.521;311521;314547;8.22;11.80;13.14
312.023;312023;315049;8.22;11.80;13.14
312.527;312527;315553;8.13;11.80;13.14
313.03;313030;316056;8.13;11.80;13.14
313.534;313534;316560;8.13;11.80;13.14
314.037;314037;317063;8.22;11.80;13.23
314.54;314540;317566;8.13;11.80;13.23
315.043;315043;318069;8.13;11.80;13.23
315.547;315547;318573;8.13;11.80;13.23
316.05;316050;319076;8.13;11.80;13.23
316.554;316554;319580;8.13;11.80;13.23
317.056;317056;320082;8.13;11.80;13.23
317.56;317560;320586;8.13;11.80;13.23
318.063;318063;321089;8.13;11.80;13.32
