temps (s);temps(ms);temps;ACTU;MILIEU;LASER
2.108;2108;3411;21.86;21.95;21.59
2.112;2112;3415;21.86;21.95;21.59
2.116;2116;3419;21.86;21.95;21.68
2.119;2119;3422;21.86;21.95;21.59
2.122;2122;3425;21.86;21.95;21.59
2.125;2125;3428;21.86;21.95;21.59
2.128;2128;3431;21.86;21.95;21.59
2.132;2132;3435;21.86;21.95;21.59
2.135;2135;3438;21.86;21.95;21.68
2.138;2138;3441;21.86;21.95;21.68
2.141;2141;3444;21.86;21.95;21.59
2.144;2144;3447;21.86;21.95;21.59
2.147;2147;3450;21.86;21.95;21.59
2.15;2150;3453;21.86;21.95;21.68
2.155;2155;3458;21.86;21.95;21.59
2.158;2158;3461;21.86;21.95;21.59
2.161;2161;3464;21.86;21.95;21.59
2.164;2164;3467;21.86;21.95;21.59
2.167;2167;3470;21.86;21.95;21.68
2.171;2171;3474;21.86;21.95;21.68
2.174;2174;3477;21.86;21.95;21.68
2.177;2177;3480;21.86;21.95;21.59
2.18;2180;3483;21.86;21.95;21.59
2.183;2183;3486;21.86;21.95;21.68
2.186;2186;3489;21.86;21.95;21.59
2.19;2190;3493;21.86;21.95;21.59
2.193;2193;3496;21.86;21.95;21.68
2.197;2197;3500;21.86;21.95;21.59
2.2;2200;3503;21.86;21.95;21.68
2.203;2203;3506;21.86;21.95;21.59
2.207;2207;3510;21.86;21.95;21.59
2.21;2210;3513;21.86;21.95;21.68
2.213;2213;3516;21.86;21.95;21.59
2.216;2216;3519;21.86;21.95;21.68
2.219;2219;3522;21.86;21.95;21.59
2.222;2222;3525;21.86;21.95;21.59
2.226;2226;3529;21.86;21.95;21.59
2.229;2229;3532;21.86;21.95;21.59
2.232;2232;3535;21.86;21.95;21.68
2.235;2235;3538;21.86;21.95;21.59
2.239;2239;3542;21.86;21.95;21.68
2.242;2242;3545;21.86;21.95;21.59
2.246;2246;3549;21.86;21.95;21.59
2.249;2249;3552;21.86;21.95;21.59
2.252;2252;3555;21.86;21.95;21.59
2.255;2255;3558;21.86;21.95;21.59
2.258;2258;3561;21.86;21.95;21.59
2.261;2261;3564;21.86;21.95;21.59
2.265;2265;3568;21.86;21.95;21.59
2.268;2268;3571;21.86;21.95;21.68
2.271;2271;3574;21.86;21.95;21.68
2.274;2274;3577;21.86;21.95;21.68
2.277;2277;3580;21.86;21.95;21.68
2.281;2281;3584;21.86;21.95;21.59
2.285;2285;3588;21.86;21.95;21.68
2.288;2288;3591;21.86;21.95;21.68
2.291;2291;3594;21.86;21.95;21.59
2.294;2294;3597;21.86;21.95;21.59
2.297;2297;3600;21.86;21.95;21.59
2.301;2301;3604;21.86;21.95;21.59
2.304;2304;3607;21.86;21.95;21.59
2.307;2307;3610;21.86;21.95;21.59
2.31;2310;3613;21.86;21.95;21.59
2.313;2313;3616;21.86;21.95;21.59
2.316;2316;3619;21.86;21.95;21.59
2.319;2319;3622;21.86;21.95;21.68
2.324;2324;3627;21.77;21.95;21.59
2.327;2327;3630;21.86;21.95;21.59
2.33;2330;3633;21.86;21.95;21.59
2.333;2333;3636;21.77;21.95;21.68
2.336;2336;3639;21.86;21.95;21.59
2.34;2340;3643;21.86;21.95;21.59
2.343;2343;3646;21.86;21.95;21.59
2.346;2346;3649;21.86;21.95;21.68
2.349;2349;3652;21.86;21.95;21.68
2.352;2352;3655;21.86;21.95;21.59
2.355;2355;3658;21.86;21.95;21.59
2.359;2359;3662;21.86;21.95;21.59
2.362;2362;3665;21.86;21.95;21.68
2.365;2365;3668;21.86;21.95;21.59
2.369;2369;3672;21.86;21.95;21.59
2.372;2372;3675;21.86;21.95;21.68
2.376;2376;3679;21.86;21.95;21.59
2.379;2379;3682;21.86;21.95;21.59
2.382;2382;3685;21.86;21.95;21.68
2.385;2385;3688;21.86;21.95;21.68
2.388;2388;3691;21.86;21.95;21.59
2.391;2391;3694;21.77;21.95;21.59
2.394;2394;3697;21.86;21.95;21.59
2.398;2398;3701;21.86;21.95;21.59
2.401;2401;3704;21.86;21.95;21.68
2.404;2404;3707;21.86;21.86;21.59
2.407;2407;3710;21.86;21.95;21.59
2.411;2411;3714;21.86;21.95;21.59
2.415;2415;3718;21.86;21.95;21.59
2.418;2418;3721;21.86;21.95;21.59
2.421;2421;3724;21.86;21.95;21.59
2.424;2424;3727;21.86;21.95;21.68
2.427;2427;3730;21.86;21.95;21.59
2.43;2430;3733;21.86;21.95;21.59
2.434;2434;3737;21.86;21.95;21.59
2.437;2437;3740;21.86;21.95;21.68
2.44;2440;3743;21.86;21.95;21.68
2.443;2443;3746;21.86;21.95;21.59
2.446;2446;3749;21.77;21.95;21.59
2.449;2449;3752;21.86;21.95;21.68
2.454;2454;3757;21.86;21.95;21.68
2.457;2457;3760;21.86;21.95;21.68
2.46;2460;3763;21.86;21.95;21.59
2.463;2463;3766;21.86;21.95;21.68
2.466;2466;3769;21.86;21.95;21.59
2.47;2470;3773;21.86;21.95;21.68
2.473;2473;3776;21.86;21.95;21.59
2.476;2476;3779;21.86;21.95;21.59
2.479;2479;3782;21.86;21.95;21.68
2.482;2482;3785;21.86;21.95;21.68
2.485;2485;3788;21.86;21.95;21.59
2.489;2489;3792;21.86;21.95;21.59
2.492;2492;3795;21.86;21.95;21.68
2.496;2496;3799;21.86;21.95;21.59
2.499;2499;3802;21.86;21.95;21.59
2.502;2502;3805;21.86;21.95;21.59
2.505;2505;3808;21.86;21.95;21.59
2.509;2509;3812;21.86;21.95;21.59
2.512;2512;3815;21.86;21.95;21.59
2.515;2515;3818;21.86;21.95;21.59
2.518;2518;3821;21.86;21.95;21.59
2.521;2521;3824;21.86;21.95;21.59
2.524;2524;3827;21.86;21.95;21.59
2.528;2528;3831;21.86;21.95;21.68
2.531;2531;3834;21.86;21.86;21.68
2.534;2534;3837;21.86;21.95;21.59
2.538;2538;3841;21.86;21.95;21.59
2.541;2541;3844;21.86;21.95;21.59
2.545;2545;3848;21.86;21.95;21.68
2.548;2548;3851;21.77;21.95;21.59
2.551;2551;3854;21.86;21.95;21.68
2.554;2554;3857;21.86;21.95;21.68
2.557;2557;3860;21.86;21.95;21.59
2.56;2560;3863;21.86;21.95;21.59
2.564;2564;3867;21.86;21.95;21.68
2.567;2567;3870;21.86;21.95;21.59
2.57;2570;3873;21.86;21.86;21.68
2.573;2573;3876;21.86;21.95;21.59
2.576;2576;3879;21.86;21.95;21.59
2.58;2580;3883;21.86;21.95;21.59
2.584;2584;3887;21.86;21.95;21.59
2.587;2587;3890;21.86;21.95;21.59
2.59;2590;3893;21.86;21.95;21.59
2.593;2593;3896;21.86;21.95;21.68
2.596;2596;3899;21.86;21.95;21.68
2.599;2599;3902;21.86;21.95;21.59
2.603;2603;3906;21.86;21.95;21.59
2.606;2606;3909;21.86;21.95;21.59
2.609;2609;3912;21.86;21.95;21.59
2.612;2612;3915;21.86;21.95;21.59
2.615;2615;3918;21.86;21.95;21.59
2.618;2618;3921;21.86;21.95;21.59
2.623;2623;3926;21.86;21.95;21.59
2.626;2626;3929;21.86;21.95;21.59
2.629;2629;3932;21.86;21.95;21.59
2.632;2632;3935;21.86;21.95;21.59
2.635;2635;3938;21.86;21.95;21.59
2.639;2639;3942;21.86;21.95;21.59
2.642;2642;3945;21.86;21.95;21.68
2.645;2645;3948;21.77;21.95;21.68
2.648;2648;3951;21.86;21.95;21.59
2.651;2651;3954;21.86;21.95;21.59
2.654;2654;3957;21.86;21.95;21.59
2.658;2658;3961;21.86;21.95;21.59
2.661;2661;3964;21.86;21.95;21.59
2.665;2665;3968;21.86;21.95;21.68
2.668;2668;3971;21.86;21.95;21.59
2.671;2671;3974;21.86;21.95;21.68
2.674;2674;3977;21.86;21.95;21.59
2.678;2678;3981;21.86;21.95;21.59
2.681;2681;3984;21.86;21.95;21.68
2.684;2684;3987;21.86;21.95;21.59
2.687;2687;3990;21.86;21.95;21.59
2.69;2690;3993;21.86;21.95;21.59
2.693;2693;3996;21.86;21.95;21.68
2.697;2697;4000;21.86;21.95;21.59
2.7;2700;4003;21.86;21.95;21.59
2.703;2703;4006;21.86;21.95;21.59
2.706;2706;4009;21.86;21.95;21.68
2.71;2710;4013;21.86;21.95;21.59
2.714;2714;4017;21.86;21.95;21.68
2.717;2717;4020;21.86;21.95;21.59
2.72;2720;4023;21.77;21.95;21.68
2.723;2723;4026;21.77;21.95;21.59
2.726;2726;4029;21.86;21.95;21.59
2.729;2729;4032;21.86;21.95;21.59
2.733;2733;4036;21.86;21.95;21.59
2.736;2736;4039;21.86;21.95;21.59
2.739;2739;4042;21.86;21.95;21.59
2.742;2742;4045;21.86;21.95;21.59
2.745;2745;4048;21.86;21.95;21.59
2.748;2748;4051;21.86;21.95;21.59
2.753;2753;4056;21.86;21.95;21.59
2.756;2756;4059;21.86;21.86;21.59
2.759;2759;4062;21.86;21.95;21.68
2.762;2762;4065;21.86;21.95;21.68
2.765;2765;4068;21.86;21.95;21.59
2.768;2768;4071;21.86;21.95;21.59
2.772;2772;4075;21.86;21.95;21.59
2.775;2775;4078;21.86;21.95;21.59
2.778;2778;4081;21.86;21.95;21.59
2.781;2781;4084;21.86;21.95;21.68
2.784;2784;4087;21.86;21.86;21.59
2.787;2787;4090;21.77;21.95;21.59
2.791;2791;4094;21.86;21.95;21.68
2.795;2795;4098;21.77;21.95;21.59
2.798;2798;4101;21.86;21.86;21.59
2.801;2801;4104;21.86;21.95;21.59
2.804;2804;4107;21.86;21.95;21.59
2.808;2808;4111;21.86;21.95;21.59
2.811;2811;4114;21.77;21.95;21.59
2.814;2814;4117;21.86;21.95;21.59
2.817;2817;4120;21.86;21.95;21.59
2.82;2820;4123;21.86;21.95;21.59
2.823;2823;4126;21.77;21.95;21.68
2.826;2826;4129;21.86;21.95;21.59
2.83;2830;4133;21.86;21.95;21.68
2.833;2833;4136;21.86;21.95;21.59
2.837;2837;4140;21.86;21.95;21.59
2.84;2840;4143;21.86;21.95;21.59
2.843;2843;4146;21.86;21.95;21.68
2.847;2847;4150;21.86;21.95;21.59
2.85;2850;4153;21.86;21.95;21.59
2.853;2853;4156;21.86;21.95;21.68
2.856;2856;4159;21.86;21.95;21.59
2.859;2859;4162;21.86;21.95;21.59
2.862;2862;4165;21.77;21.95;21.59
2.866;2866;4169;21.86;21.95;21.59
2.869;2869;4172;21.86;21.95;21.59
2.872;2872;4175;21.86;21.95;21.59
2.875;2875;4178;21.86;21.95;21.59
2.879;2879;4182;21.86;21.95;21.59
2.882;2882;4185;21.86;21.95;21.59
2.886;2886;4189;21.86;21.95;21.59
2.889;2889;4192;21.86;21.95;21.59
2.892;2892;4195;21.86;21.95;21.59
2.895;2895;4198;21.86;21.95;21.68
2.898;2898;4201;21.86;21.95;21.59
2.901;2901;4204;21.86;21.95;21.59
2.905;2905;4208;21.86;21.95;21.59
2.908;2908;4211;21.86;21.95;21.59
2.911;2911;4214;21.86;21.95;21.59
2.914;2914;4217;21.86;21.95;21.59
2.917;2917;4220;21.86;21.95;21.59
2.921;2921;4224;21.86;21.95;21.59
2.925;2925;4228;21.86;21.95;21.59
2.928;2928;4231;21.86;21.95;21.59
2.931;2931;4234;21.86;21.95;21.68
2.934;2934;4237;21.86;21.95;21.59
2.937;2937;4240;21.86;21.95;21.59
2.941;2941;4244;21.86;21.95;21.68
2.944;2944;4247;21.86;21.95;21.59
2.947;2947;4250;21.86;21.95;21.59
2.95;2950;4253;21.77;21.95;21.59
2.953;2953;4256;21.86;21.95;21.59
2.956;2956;4259;21.86;21.95;21.59
2.96;2960;4263;21.86;21.95;21.59
2.964;2964;4267;21.86;21.95;21.59
2.967;2967;4270;21.86;21.95;21.59
2.97;2970;4273;21.86;21.95;21.59
2.973;2973;4276;21.77;21.95;21.59
2.976;2976;4279;21.86;21.95;21.59
2.98;2980;4283;21.86;21.95;21.59
2.983;2983;4286;21.86;21.95;21.59
2.986;2986;4289;21.86;21.95;21.59
2.989;2989;4292;21.77;21.95;21.59
2.992;2992;4295;21.86;21.95;21.59
2.995;2995;4298;21.86;21.95;21.59
2.999;2999;4302;21.86;21.95;21.59
3.002;3002;4305;21.86;21.95;21.59
3.005;3005;4308;21.86;21.95;21.68
3.009;3009;4312;21.86;21.95;21.59
3.012;3012;4315;21.86;21.95;21.59
3.016;3016;4319;21.86;21.95;21.68
3.019;3019;4322;21.86;21.95;21.59
3.022;3022;4325;21.86;21.95;21.59
3.025;3025;4328;21.86;21.95;21.59
3.028;3028;4331;21.86;21.95;21.59
3.031;3031;4334;21.86;21.95;21.59
3.035;3035;4338;21.86;21.95;21.59
3.038;3038;4341;21.86;21.95;21.59
3.041;3041;4344;21.86;21.95;21.59
3.044;3044;4347;21.86;21.95;21.59
3.047;3047;4350;21.86;21.95;21.68
3.051;3051;4354;21.86;21.95;21.59
3.055;3055;4358;21.77;21.95;21.68
3.058;3058;4361;21.86;21.95;21.68
3.061;3061;4364;21.86;21.95;21.68
3.064;3064;4367;21.77;21.95;21.59
3.067;3067;4370;21.86;21.95;21.59
3.07;3070;4373;21.86;21.95;21.59
3.074;3074;4377;21.86;21.95;21.59
3.077;3077;4380;21.86;21.95;21.59
3.08;3080;4383;21.86;21.95;21.59
3.083;3083;4386;21.86;21.95;21.59
3.086;3086;4389;21.86;21.95;21.68
3.089;3089;4392;21.86;21.95;21.59
3.094;3094;4397;21.86;21.95;21.59
3.097;3097;4400;21.86;21.95;21.59
3.1;3100;4403;21.86;21.95;21.68
3.103;3103;4406;21.86;21.95;21.68
3.106;3106;4409;21.86;21.95;21.59
3.11;3110;4413;21.77;21.95;21.68
3.113;3113;4416;21.86;21.95;21.59
3.116;3116;4419;21.86;21.95;21.59
3.119;3119;4422;21.86;21.95;21.59
3.122;3122;4425;21.86;21.95;21.59
3.125;3125;4428;21.86;21.95;21.68
3.129;3129;4432;21.86;21.95;21.59
3.132;3132;4435;21.86;21.95;21.68
3.136;3136;4439;21.86;21.95;21.59
3.139;3139;4442;21.86;21.95;21.59
3.142;3142;4445;21.86;21.95;21.59
3.146;3146;4449;21.86;21.95;21.59
3.149;3149;4452;21.86;21.95;21.59
3.152;3152;4455;21.86;21.95;21.68
3.155;3155;4458;21.86;21.95;21.68
3.158;3158;4461;21.86;21.95;21.59
3.161;3161;4464;21.86;21.95;21.59
3.165;3165;4468;21.86;21.95;21.68
3.168;3168;4471;21.86;21.95;21.59
3.171;3171;4474;21.86;21.95;21.59
3.174;3174;4477;21.86;21.95;21.59
3.178;3178;4481;21.86;21.95;21.59
3.181;3181;4484;21.86;21.95;21.59
3.185;3185;4488;21.86;21.95;21.59
3.188;3188;4491;21.86;21.95;21.59
3.191;3191;4494;21.86;21.95;21.59
3.194;3194;4497;21.86;21.95;21.59
3.197;3197;4500;21.86;21.95;21.59
3.2;3200;4503;21.86;21.95;21.59
3.204;3204;4507;21.86;21.95;21.59
3.207;3207;4510;21.86;21.95;21.68
3.21;3210;4513;21.86;21.95;21.68
3.213;3213;4516;21.86;21.95;21.59
3.216;3216;4519;21.86;21.95;21.59
3.22;3220;4523;21.86;21.95;21.68
3.224;3224;4527;21.77;21.95;21.59
3.227;3227;4530;21.86;21.95;21.59
3.23;3230;4533;21.86;21.95;21.59
3.233;3233;4536;21.86;21.95;21.59
3.236;3236;4539;21.86;21.95;21.68
3.239;3239;4542;21.77;21.95;21.59
3.243;3243;4546;21.86;21.95;21.59
3.246;3246;4549;21.86;21.95;21.59
3.249;3249;4552;21.86;21.95;21.59
3.252;3252;4555;21.86;21.95;21.59
3.255;3255;4558;21.86;21.95;21.68
3.258;3258;4561;21.86;21.95;21.59
3.263;3263;4566;21.86;21.95;21.59
3.266;3266;4569;21.86;21.95;21.59
3.269;3269;4572;21.86;21.95;21.68
3.272;3272;4575;21.86;21.95;21.59
3.275;3275;4578;21.86;21.95;21.59
3.279;3279;4582;21.86;21.95;21.59
3.282;3282;4585;21.86;21.95;21.68
3.285;3285;4588;21.86;21.95;21.59
3.288;3288;4591;21.86;21.95;21.68
3.291;3291;4594;21.86;21.95;21.59
3.294;3294;4597;21.86;21.95;21.59
3.298;3298;4601;21.86;21.95;21.59
3.301;3301;4604;21.86;21.95;21.59
3.305;3305;4608;21.86;21.95;21.59
3.308;3308;4611;21.86;21.95;21.59
3.311;3311;4614;21.86;21.95;21.68
3.315;3315;4618;21.86;21.95;21.59
3.318;3318;4621;21.86;21.95;21.59
3.321;3321;4624;21.86;21.95;21.59
3.324;3324;4627;21.86;21.95;21.59
3.327;3327;4630;21.86;21.95;21.68
3.33;3330;4633;21.86;21.95;21.59
3.333;3333;4636;21.86;21.95;21.68
3.337;3337;4640;21.77;21.95;21.68
3.34;3340;4643;21.86;21.95;21.59
3.343;3343;4646;21.86;21.95;21.59
3.346;3346;4649;21.86;21.95;21.68
3.35;3350;4653;21.86;21.95;21.68
3.354;3354;4657;21.86;21.95;21.68
3.357;3357;4660;21.86;21.95;21.59
3.36;3360;4663;21.86;21.95;21.59
3.363;3363;4666;21.86;21.95;21.59
3.366;3366;4669;21.86;21.95;21.59
3.369;3369;4672;21.86;21.95;21.59
3.373;3373;4676;21.86;21.95;21.68
3.376;3376;4679;21.86;21.95;21.59
3.379;3379;4682;21.86;21.95;21.59
3.382;3382;4685;21.77;21.95;21.59
3.385;3385;4688;21.86;21.95;21.68
3.388;3388;4691;21.86;21.95;21.59
3.393;3393;4696;21.86;21.95;21.68
3.396;3396;4699;21.86;21.95;21.59
3.399;3399;4702;21.86;21.95;21.68
3.402;3402;4705;21.86;21.95;21.68
3.405;3405;4708;21.86;21.95;21.59
3.409;3409;4712;21.86;21.95;21.59
3.412;3412;4715;21.86;21.95;21.68
3.415;3415;4718;21.86;21.95;21.59
3.418;3418;4721;21.86;21.95;21.59
3.421;3421;4724;21.86;21.95;21.68
3.424;3424;4727;21.86;21.95;21.68
3.427;3427;4730;21.77;21.86;21.59
3.431;3431;4734;21.86;21.95;21.68
3.435;3435;4738;21.86;21.95;21.59
3.438;3438;4741;21.86;21.95;21.59
3.441;3441;4744;21.86;21.95;21.68
3.444;3444;4747;21.86;21.95;21.59
3.448;3448;4751;21.86;21.95;21.68
3.451;3451;4754;21.86;21.95;21.68
3.454;3454;4757;21.86;21.95;21.68
3.457;3457;4760;21.86;21.95;21.68
3.46;3460;4763;21.86;21.95;21.59
3.463;3463;4766;21.86;21.95;21.68
3.467;3467;4770;21.86;21.95;21.59
3.47;3470;4773;21.86;21.95;21.59
3.473;3473;4776;21.77;21.95;21.59
3.477;3477;4780;21.86;21.95;21.59
3.48;3480;4783;21.86;21.95;21.68
3.484;3484;4787;21.86;21.95;21.59
3.487;3487;4790;21.86;21.95;21.59
3.49;3490;4793;21.86;21.95;21.68
3.493;3493;4796;21.86;21.95;21.59
3.496;3496;4799;21.86;21.95;21.59
3.499;3499;4802;21.86;21.95;21.59
3.503;3503;4806;21.86;21.95;21.59
3.506;3506;4809;21.86;21.95;21.59
3.509;3509;4812;21.86;21.95;21.59
3.512;3512;4815;21.86;21.95;21.59
3.515;3515;4818;21.86;21.95;21.59
3.519;3519;4822;21.86;21.95;21.59
3.523;3523;4826;21.86;21.95;21.68
3.526;3526;4829;21.86;21.95;21.68
3.529;3529;4832;21.86;21.95;21.59
3.532;3532;4835;21.77;21.95;21.68
3.535;3535;4838;21.86;21.95;21.59
3.538;3538;4841;21.86;21.95;21.68
3.542;3542;4845;21.86;21.95;21.59
3.545;3545;4848;21.86;21.95;21.59
3.548;3548;4851;21.86;21.95;21.59
3.551;3551;4854;21.86;21.95;21.59
3.554;3554;4857;21.86;21.86;21.68
3.557;3557;4860;21.86;21.95;21.68
3.562;3562;4865;21.86;21.95;21.59
3.565;3565;4868;21.86;21.95;21.59
3.568;3568;4871;21.86;21.95;21.68
3.571;3571;4874;21.77;21.95;21.68
3.574;3574;4877;21.86;21.95;21.59
3.578;3578;4881;21.86;21.95;21.68
3.581;3581;4884;21.86;21.95;21.59
3.584;3584;4887;21.86;21.95;21.59
3.587;3587;4890;21.86;21.95;21.59
3.59;3590;4893;21.86;21.95;21.68
3.593;3593;4896;21.86;21.95;21.59
3.596;3596;4899;21.86;21.95;21.59
3.6;3600;4903;21.86;21.95;21.68
3.604;3604;4907;21.86;21.95;21.68
3.607;3607;4910;21.86;21.95;21.59
3.61;3610;4913;21.86;21.95;21.59
3.613;3613;4916;21.86;21.95;21.59
3.617;3617;4920;21.86;21.95;21.59
3.62;3620;4923;21.86;21.95;21.68
3.623;3623;4926;21.86;21.95;21.68
3.626;3626;4929;21.86;21.95;21.59
3.629;3629;4932;21.86;21.95;21.59
3.632;3632;4935;21.86;21.95;21.59
3.636;3636;4939;21.86;21.95;21.68
3.639;3639;4942;21.86;21.95;21.59
3.642;3642;4945;21.86;21.95;21.59
3.645;3645;4948;21.86;21.86;21.68
3.649;3649;4952;21.86;21.95;21.59
3.653;3653;4956;21.86;21.95;21.59
3.656;3656;4959;21.86;21.95;21.59
3.659;3659;4962;21.86;21.95;21.68
3.662;3662;4965;21.86;21.95;21.59
3.665;3665;4968;21.86;21.95;21.59
3.668;3668;4971;21.86;21.95;21.59
3.671;3671;4974;21.86;21.95;21.59
3.675;3675;4978;21.86;21.95;21.59
3.678;3678;4981;21.86;21.95;21.68
3.681;3681;4984;21.86;21.95;21.68
3.684;3684;4987;21.86;21.95;21.68
3.687;3687;4990;21.86;21.95;21.68
3.692;3692;4995;21.86;21.95;21.68
3.695;3695;4998;21.86;21.95;21.59
3.698;3698;5001;21.86;21.95;21.68
3.701;3701;5004;21.86;21.95;21.59
3.704;3704;5007;21.86;21.95;21.59
3.707;3707;5010;21.86;21.95;21.59
3.711;3711;5014;21.86;21.95;21.59
3.714;3714;5017;21.77;21.95;21.59
3.717;3717;5020;21.77;21.95;21.59
3.72;3720;5023;21.86;21.95;21.59
3.723;3723;5026;21.86;21.95;21.59
3.726;3726;5029;21.86;21.95;21.59
3.729;3729;5032;21.86;21.95;21.59
3.734;3734;5037;21.86;21.95;21.68
3.737;3737;5040;21.86;21.95;21.68
3.74;3740;5043;21.86;21.95;21.68
3.743;3743;5046;21.77;21.95;21.59
3.746;3746;5049;21.86;21.95;21.59
3.75;3750;5053;21.86;21.95;21.68
3.753;3753;5056;21.86;21.95;21.68
3.756;3756;5059;21.86;21.95;21.59
3.759;3759;5062;21.86;21.95;21.68
3.762;3762;5065;21.86;21.95;21.59
3.765;3765;5068;21.86;21.95;21.59
3.769;3769;5072;21.86;21.95;21.59
3.772;3772;5075;21.86;21.95;21.59
3.776;3776;5079;21.86;21.95;21.68
3.779;3779;5082;21.86;21.95;21.68
3.782;3782;5085;21.86;21.95;21.59
3.786;3786;5089;21.86;21.95;21.59
3.789;3789;5092;21.86;21.95;21.59
3.792;3792;5095;21.86;21.95;21.68
3.795;3795;5098;21.86;21.95;21.59
3.798;3798;5101;21.86;21.95;21.59
3.801;3801;5104;21.86;21.95;21.59
3.805;3805;5108;21.86;21.95;21.68
3.808;3808;5111;21.86;21.95;21.59
3.811;3811;5114;21.86;21.95;21.68
3.814;3814;5117;21.86;21.95;21.68
3.818;3818;5121;21.86;21.95;21.59
3.821;3821;5124;21.86;21.95;21.68
3.825;3825;5128;21.77;21.95;21.59
3.828;3828;5131;21.86;21.95;21.59
3.831;3831;5134;21.86;21.95;21.68
3.834;3834;5137;21.86;21.95;21.59
3.837;3837;5140;21.86;21.95;21.59
3.84;3840;5143;21.86;21.95;21.59
3.844;3844;5147;21.86;21.95;21.59
3.847;3847;5150;21.86;21.95;21.59
3.85;3850;5153;21.86;21.95;21.59
3.853;3853;5156;21.86;21.95;21.68
3.856;3856;5159;21.86;21.95;21.59
3.86;3860;5163;21.86;21.95;21.68
3.864;3864;5167;21.86;21.95;21.59
3.867;3867;5170;21.86;21.95;21.59
3.87;3870;5173;21.86;21.95;21.68
3.873;3873;5176;21.86;21.95;21.59
3.876;3876;5179;21.86;21.95;21.68
3.88;3880;5183;21.86;21.95;21.68
3.883;3883;5186;21.86;21.95;21.59
3.886;3886;5189;21.86;21.95;21.68
3.889;3889;5192;21.86;21.95;21.68
3.892;3892;5195;21.86;21.95;21.59
3.895;3895;5198;21.86;21.95;21.59
3.899;3899;5202;21.77;21.95;21.59
3.903;3903;5206;21.86;21.95;21.68
3.906;3906;5209;21.86;21.95;21.59
3.909;3909;5212;21.86;21.95;21.59
3.912;3912;5215;21.86;21.95;21.59
3.915;3915;5218;21.77;21.95;21.68
3.919;3919;5222;21.86;21.95;21.59
3.922;3922;5225;21.86;21.95;21.68
3.925;3925;5228;21.86;21.95;21.59
3.928;3928;5231;21.86;21.86;21.59
3.931;3931;5234;21.86;21.95;21.68
3.934;3934;5237;21.86;21.95;21.59
3.938;3938;5241;21.86;21.95;21.59
3.941;3941;5244;21.86;21.95;21.68
3.945;3945;5248;21.86;21.95;21.68
3.948;3948;5251;21.86;21.95;21.59
3.951;3951;5254;21.86;21.95;21.59
3.955;3955;5258;21.86;21.95;21.68
3.958;3958;5261;21.86;21.95;21.68
3.961;3961;5264;21.86;21.95;21.59
3.964;3964;5267;21.86;21.95;21.59
3.967;3967;5270;21.86;21.95;21.59
3.97;3970;5273;21.86;21.95;21.59
3.974;3974;5277;21.86;21.95;21.68
3.977;3977;5280;21.86;21.95;21.59
3.98;3980;5283;21.86;21.95;21.59
3.983;3983;5286;21.86;21.95;21.68
3.986;3986;5289;21.86;21.95;21.59
3.99;3990;5293;21.86;21.95;21.59
3.994;3994;5297;21.86;21.95;21.59
3.997;3997;5300;21.86;21.95;21.59
4;4000;5303;21.86;21.95;21.59
4.003;4003;5306;21.86;21.95;21.59
4.006;4006;5309;21.86;21.95;21.68
4.009;4009;5312;21.86;21.95;21.68
4.013;4013;5316;21.86;21.95;21.68
4.016;4016;5319;21.86;21.95;21.59
4.019;4019;5322;21.86;21.95;21.68
4.022;4022;5325;21.86;21.95;21.59
4.025;4025;5328;21.86;21.95;21.59
4.028;4028;5331;21.86;21.95;21.59
4.033;4033;5336;21.86;21.95;21.59
4.036;4036;5339;21.86;21.95;21.68
4.039;4039;5342;21.86;21.95;21.68
4.042;4042;5345;21.86;21.95;21.68
4.045;4045;5348;21.86;21.95;21.59
4.049;4049;5352;21.86;21.95;21.59
4.052;4052;5355;21.86;21.95;21.59
4.055;4055;5358;21.86;21.95;21.68
4.058;4058;5361;21.86;21.95;21.59
4.061;4061;5364;21.86;21.95;21.59
4.064;4064;5367;21.86;21.95;21.59
4.067;4067;5370;21.86;21.95;21.59
4.071;4071;5374;21.86;21.95;21.68
4.075;4075;5378;21.86;21.95;21.68
4.078;4078;5381;21.86;21.95;21.59
4.081;4081;5384;21.86;21.95;21.59
4.084;4084;5387;21.86;21.95;21.68
4.088;4088;5391;21.86;21.95;21.68
4.091;4091;5394;21.86;21.95;21.68
4.094;4094;5397;21.86;21.95;21.59
4.097;4097;5400;21.86;21.95;21.68
4.1;4100;5403;21.86;21.95;21.68
4.103;4103;5406;21.86;21.95;21.68
4.107;4107;5410;21.86;21.95;21.59
4.11;4110;5413;21.86;21.95;21.68
4.113;4113;5416;21.86;21.95;21.68
4.117;4117;5420;21.86;21.95;21.68
4.12;4120;5423;21.86;21.95;21.68
4.124;4124;5427;21.86;21.95;21.59
4.127;4127;5430;21.86;21.95;21.59
4.13;4130;5433;21.86;21.95;21.68
4.133;4133;5436;21.77;21.86;21.59
4.136;4136;5439;21.86;21.95;21.68
4.139;4139;5442;21.86;21.95;21.59
4.143;4143;5446;21.86;21.95;21.59
4.146;4146;5449;21.86;21.95;21.68
4.149;4149;5452;21.86;21.95;21.68
4.152;4152;5455;21.86;21.95;21.59
4.155;4155;5458;21.86;21.95;21.59
4.159;4159;5462;21.86;21.95;21.68
4.163;4163;5466;21.86;21.95;21.59
4.166;4166;5469;21.86;21.95;21.59
4.169;4169;5472;21.86;21.95;21.68
