temps (s);temps (ms);temps;ACTU;MILIEU;LASER
0.977;977;2292;22.12;22.21;21.95
0.98;980;2295;22.12;22.21;21.95
0.983;983;2298;22.12;22.21;21.86
0.986;986;2301;22.12;22.21;21.86
0.99;990;2305;22.12;22.21;21.95
0.994;994;2309;22.12;22.21;21.95
0.997;997;2312;22.12;22.21;21.86
1;1000;2315;22.12;22.21;21.95
1.003;1003;2318;22.12;22.21;21.95
1.006;1006;2321;22.12;22.21;21.95
1.009;1009;2324;22.12;22.21;21.95
1.013;1013;2328;22.21;22.21;21.95
1.016;1016;2331;22.12;22.21;21.95
1.019;1019;2334;22.12;22.21;21.95
1.022;1022;2337;22.12;22.21;21.95
1.025;1025;2340;22.12;22.21;21.95
1.028;1028;2343;22.12;22.21;21.86
1.033;1033;2348;22.12;22.21;21.95
1.036;1036;2351;22.12;22.21;21.86
1.039;1039;2354;22.12;22.21;21.86
1.042;1042;2357;22.12;22.21;21.95
1.045;1045;2360;22.12;22.21;21.95
1.049;1049;2364;22.12;22.12;21.95
1.052;1052;2367;22.12;22.21;21.95
1.055;1055;2370;22.12;22.21;21.95
1.058;1058;2373;22.12;22.21;21.86
1.061;1061;2376;22.12;22.21;21.86
1.064;1064;2379;22.12;22.21;21.95
1.068;1068;2383;22.12;22.30;21.86
1.071;1071;2386;22.21;22.21;21.86
1.075;1075;2390;22.12;22.21;21.95
1.078;1078;2393;22.12;22.21;21.95
1.081;1081;2396;22.12;22.21;21.95
1.085;1085;2400;22.12;22.21;21.95
1.088;1088;2403;22.12;22.21;21.95
1.091;1091;2406;22.12;22.21;21.86
1.094;1094;2409;22.21;22.21;21.86
1.097;1097;2412;22.12;22.21;21.95
1.1;1100;2415;22.12;22.21;21.95
1.104;1104;2419;22.12;22.21;21.86
1.107;1107;2422;22.12;22.21;21.95
1.11;1110;2425;22.12;22.21;21.95
1.113;1113;2428;22.12;22.21;21.95
1.117;1117;2432;22.12;22.21;21.86
1.12;1120;2435;22.12;22.21;21.95
1.124;1124;2439;22.12;22.21;21.86
1.127;1127;2442;22.12;22.21;21.95
1.13;1130;2445;22.12;22.21;21.86
1.133;1133;2448;22.12;22.21;21.95
1.136;1136;2451;22.12;22.21;21.86
1.139;1139;2454;22.12;22.21;21.86
1.143;1143;2458;22.12;22.21;21.86
1.146;1146;2461;22.12;22.21;21.95
1.149;1149;2464;22.12;22.21;21.86
1.152;1152;2467;22.12;22.21;21.95
1.155;1155;2470;22.12;22.21;21.86
1.158;1158;2473;22.12;22.21;21.95
1.163;1163;2478;22.12;22.21;21.86
1.166;1166;2481;22.12;22.21;21.95
1.169;1169;2484;22.12;22.21;21.86
1.172;1172;2487;22.12;22.21;21.86
1.175;1175;2490;22.12;22.21;21.95
1.179;1179;2494;22.12;22.21;21.86
1.182;1182;2497;22.12;22.21;21.95
1.185;1185;2500;22.12;22.21;21.95
1.188;1188;2503;22.12;22.21;21.95
1.191;1191;2506;22.12;22.12;21.95
1.194;1194;2509;22.12;22.21;21.95
1.198;1198;2513;22.21;22.21;21.95
1.201;1201;2516;22.12;22.21;21.95
1.205;1205;2520;22.12;22.21;21.86
1.208;1208;2523;22.12;22.21;21.95
1.211;1211;2526;22.12;22.21;21.95
1.215;1215;2530;22.12;22.21;21.86
1.218;1218;2533;22.12;22.12;21.95
1.221;1221;2536;22.12;22.12;21.95
1.224;1224;2539;22.12;22.21;21.86
1.227;1227;2542;22.12;22.21;21.95
1.23;1230;2545;22.12;22.21;21.86
1.234;1234;2549;22.12;22.21;21.86
1.237;1237;2552;22.12;22.21;21.95
1.24;1240;2555;22.12;22.21;21.95
1.243;1243;2558;22.12;22.21;21.95
1.247;1247;2562;22.12;22.21;21.95
1.251;1251;2566;22.12;22.12;21.95
1.254;1254;2569;22.12;22.21;21.95
1.257;1257;2572;22.12;22.21;21.86
1.26;1260;2575;22.12;22.21;21.95
1.263;1263;2578;22.12;22.21;21.86
1.266;1266;2581;22.12;22.21;21.95
1.27;1270;2585;22.12;22.21;21.95
1.273;1273;2588;22.12;22.21;21.95
1.276;1276;2591;22.21;22.21;21.95
1.279;1279;2594;22.12;22.21;21.95
1.282;1282;2597;22.12;22.21;21.95
1.285;1285;2600;22.12;22.21;21.86
1.29;1290;2605;22.12;22.21;21.95
1.293;1293;2608;22.12;22.21;21.95
1.296;1296;2611;22.12;22.21;21.95
1.299;1299;2614;22.12;22.21;21.95
1.302;1302;2617;22.12;22.21;21.86
1.306;1306;2621;22.12;22.21;21.95
1.309;1309;2624;22.12;22.21;21.95
1.312;1312;2627;22.12;22.21;21.95
1.315;1315;2630;22.12;22.21;21.95
1.318;1318;2633;22.12;22.21;21.95
1.321;1321;2636;22.12;22.21;21.95
1.325;1325;2640;22.12;22.21;21.95
1.328;1328;2643;22.12;22.21;21.95
1.332;1332;2647;22.12;22.21;21.95
1.335;1335;2650;22.12;22.21;21.95
1.338;1338;2653;22.12;22.21;21.95
1.342;1342;2657;22.12;22.21;21.95
1.345;1345;2660;22.12;22.21;21.95
1.348;1348;2663;22.12;22.21;21.95
1.351;1351;2666;22.12;22.21;21.95
1.354;1354;2669;22.12;22.21;21.95
1.357;1357;2672;22.12;22.21;21.95
1.361;1361;2676;22.12;22.21;21.95
1.364;1364;2679;22.12;22.21;21.95
1.367;1367;2682;22.12;22.21;21.86
1.37;1370;2685;22.12;22.21;21.86
1.374;1374;2689;22.12;22.21;21.95
1.378;1378;2693;22.12;22.21;21.95
1.381;1381;2696;22.12;22.21;21.95
1.384;1384;2699;22.12;22.21;21.86
1.387;1387;2702;22.12;22.21;21.95
1.39;1390;2705;22.12;22.21;21.86
1.393;1393;2708;22.12;22.21;21.86
1.397;1397;2712;22.12;22.21;21.86
1.4;1400;2715;22.12;22.21;21.95
1.403;1403;2718;22.12;22.21;21.95
1.406;1406;2721;22.12;22.21;21.95
1.409;1409;2724;22.12;22.12;21.95
1.412;1412;2727;22.12;22.21;21.95
1.417;1417;2732;22.12;22.21;21.86
1.42;1420;2735;22.12;22.21;21.95
1.423;1423;2738;22.12;22.21;21.95
1.426;1426;2741;22.12;22.21;21.95
1.429;1429;2744;22.21;22.21;21.95
1.433;1433;2748;22.12;22.21;21.86
1.436;1436;2751;22.12;22.21;21.95
1.439;1439;2754;22.12;22.21;21.86
1.442;1442;2757;22.12;22.21;21.95
1.445;1445;2760;22.12;22.21;21.95
1.448;1448;2763;22.12;22.21;21.86
1.452;1452;2767;22.12;22.21;21.86
1.455;1455;2770;22.12;22.21;21.95
1.459;1459;2774;22.12;22.21;21.95
1.462;1462;2777;22.12;22.21;21.86
1.465;1465;2780;22.12;22.21;21.86
1.469;1469;2784;22.12;22.21;21.95
1.472;1472;2787;22.12;22.21;21.95
1.475;1475;2790;22.12;22.21;21.95
1.478;1478;2793;22.21;22.21;21.86
1.481;1481;2796;22.12;22.21;21.95
1.484;1484;2799;22.12;22.21;21.95
1.488;1488;2803;22.12;22.21;21.95
1.491;1491;2806;22.12;22.21;21.86
1.494;1494;2809;22.12;22.21;21.95
1.497;1497;2812;22.12;22.21;21.86
1.501;1501;2816;22.12;22.21;21.95
1.504;1504;2819;22.12;22.21;21.86
1.508;1508;2823;22.12;22.21;21.86
1.511;1511;2826;22.12;22.21;21.95
1.514;1514;2829;22.12;22.21;21.95
1.517;1517;2832;22.12;22.21;21.95
1.52;1520;2835;22.12;22.21;21.86
1.523;1523;2838;22.12;22.21;21.86
1.527;1527;2842;22.12;22.21;21.86
1.53;1530;2845;22.12;22.21;21.95
1.533;1533;2848;22.12;22.21;21.95
1.536;1536;2851;22.12;22.21;21.86
1.539;1539;2854;22.12;22.21;21.86
1.542;1542;2857;22.12;22.21;21.86
1.547;1547;2862;22.12;22.21;21.86
1.55;1550;2865;22.12;22.21;21.95
1.553;1553;2868;22.12;22.21;21.95
1.556;1556;2871;22.12;22.21;21.95
1.559;1559;2874;22.12;22.21;21.86
1.563;1563;2878;22.12;22.21;21.86
1.566;1566;2881;22.12;22.21;21.95
1.569;1569;2884;22.12;22.21;21.95
1.572;1572;2887;22.12;22.21;21.95
1.575;1575;2890;22.12;22.21;21.86
1.578;1578;2893;22.12;22.21;21.95
1.582;1582;2897;22.12;22.21;21.86
1.585;1585;2900;22.12;22.21;21.95
1.589;1589;2904;22.12;22.21;21.95
1.592;1592;2907;22.12;22.21;21.86
1.595;1595;2910;22.12;22.21;21.95
1.599;1599;2914;22.12;22.21;21.95
1.602;1602;2917;22.12;22.21;21.95
1.605;1605;2920;22.12;22.21;21.95
1.608;1608;2923;22.12;22.21;21.95
1.611;1611;2926;22.12;22.21;21.95
1.614;1614;2929;22.12;22.21;21.95
1.618;1618;2933;22.12;22.21;21.95
1.621;1621;2936;22.12;22.21;21.95
1.624;1624;2939;22.12;22.21;21.86
1.627;1627;2942;22.12;22.21;21.95
1.631;1631;2946;22.12;22.21;21.86
1.635;1635;2950;22.12;22.21;21.95
1.638;1638;2953;22.12;22.21;21.95
1.641;1641;2956;22.12;22.21;21.95
1.644;1644;2959;22.12;22.21;21.95
1.647;1647;2962;22.12;22.21;21.95
1.65;1650;2965;22.12;22.21;21.95
1.654;1654;2969;22.12;22.21;21.95
1.657;1657;2972;22.12;22.21;21.95
1.66;1660;2975;22.12;22.21;21.95
1.663;1663;2978;22.12;22.21;21.86
1.666;1666;2981;22.12;22.12;21.95
1.669;1669;2984;22.12;22.21;21.95
1.674;1674;2989;22.12;22.21;21.95
1.677;1677;2992;22.12;22.21;21.95
1.68;1680;2995;22.12;22.21;21.95
1.683;1683;2998;22.12;22.21;21.95
1.686;1686;3001;22.12;22.21;21.95
1.69;1690;3005;22.12;22.21;21.95
1.693;1693;3008;22.12;22.21;21.86
1.696;1696;3011;22.12;22.21;21.95
1.699;1699;3014;22.12;22.21;21.95
1.702;1702;3017;22.12;22.21;21.95
1.705;1705;3020;22.12;22.21;21.95
1.709;1709;3024;22.12;22.21;21.95
1.712;1712;3027;22.12;22.21;21.95
1.716;1716;3031;22.12;22.21;21.95
1.719;1719;3034;22.12;22.21;21.95
1.722;1722;3037;22.12;22.21;21.95
1.726;1726;3041;22.12;22.21;21.95
1.729;1729;3044;22.12;22.21;21.86
1.732;1732;3047;22.12;22.21;21.95
1.735;1735;3050;22.12;22.21;21.95
1.738;1738;3053;22.12;22.21;21.86
1.741;1741;3056;22.12;22.21;21.95
1.745;1745;3060;22.12;22.21;21.95
1.748;1748;3063;22.12;22.21;21.86
1.751;1751;3066;22.12;22.21;21.95
1.754;1754;3069;22.12;22.21;21.86
1.758;1758;3073;22.12;22.21;21.86
1.762;1762;3077;22.12;22.21;21.95
1.765;1765;3080;22.12;22.21;21.95
1.768;1768;3083;22.12;22.21;21.86
1.771;1771;3086;22.12;22.21;21.95
1.774;1774;3089;22.12;22.21;21.95
1.777;1777;3092;22.12;22.21;21.95
1.781;1781;3096;22.12;22.21;21.95
1.784;1784;3099;22.12;22.21;21.86
1.787;1787;3102;22.12;22.21;21.95
1.79;1790;3105;22.12;22.21;21.86
1.793;1793;3108;22.12;22.21;21.86
1.796;1796;3111;22.12;22.21;21.86
1.801;1801;3116;22.12;22.21;21.95
1.804;1804;3119;22.12;22.21;21.95
1.807;1807;3122;22.12;22.21;21.95
1.81;1810;3125;22.12;22.21;21.95
1.813;1813;3128;22.12;22.21;21.95
1.817;1817;3132;22.12;22.21;21.86
1.82;1820;3135;22.12;22.21;21.95
1.823;1823;3138;22.12;22.21;21.86
1.826;1826;3141;22.12;22.21;21.95
1.829;1829;3144;22.12;22.21;21.95
1.832;1832;3147;22.12;22.21;21.95
1.836;1836;3151;22.12;22.21;21.95
1.839;1839;3154;22.12;22.21;21.95
1.843;1843;3158;22.12;22.21;21.86
1.846;1846;3161;22.12;22.21;21.86
1.849;1849;3164;22.12;22.21;21.86
1.853;1853;3168;22.12;22.21;21.86
1.856;1856;3171;22.12;22.21;21.86
1.859;1859;3174;22.12;22.21;21.95
1.862;1862;3177;22.12;22.21;21.95
1.865;1865;3180;22.12;22.21;21.95
1.868;1868;3183;22.12;22.21;21.95
1.872;1872;3187;22.12;22.21;21.86
1.875;1875;3190;22.12;22.21;21.86
1.878;1878;3193;22.12;22.21;21.86
1.881;1881;3196;22.12;22.21;21.95
1.885;1885;3200;22.12;22.21;21.95
1.889;1889;3204;22.12;22.21;21.95
1.892;1892;3207;22.12;22.21;21.86
1.895;1895;3210;22.12;22.21;21.95
1.898;1898;3213;22.12;22.21;21.95
1.901;1901;3216;22.12;22.21;21.95
1.904;1904;3219;22.12;22.21;21.95
1.908;1908;3223;22.12;22.21;21.95
1.911;1911;3226;22.12;22.21;21.86
1.914;1914;3229;22.12;22.21;21.95
1.917;1917;3232;22.12;22.21;21.86
1.92;1920;3235;22.12;22.21;21.95
1.923;1923;3238;22.12;22.21;21.86
1.928;1928;3243;22.12;22.21;21.86
1.931;1931;3246;22.12;22.21;21.95
1.934;1934;3249;22.12;22.21;21.95
1.937;1937;3252;22.12;22.21;21.95
1.94;1940;3255;22.12;22.21;21.86
1.944;1944;3259;22.12;22.21;21.95
1.947;1947;3262;22.12;22.21;21.95
1.95;1950;3265;22.12;22.21;21.86
1.953;1953;3268;22.12;22.21;21.95
1.956;1956;3271;22.12;22.21;21.95
1.959;1959;3274;22.12;22.21;21.86
1.963;1963;3278;22.12;22.21;21.95
1.966;1966;3281;22.12;22.21;21.95
1.969;1969;3284;22.12;22.21;21.86
1.973;1973;3288;22.12;22.21;21.86
1.976;1976;3291;22.12;22.21;21.95
1.98;1980;3295;22.12;22.21;21.95
1.983;1983;3298;22.12;22.21;21.86
1.986;1986;3301;22.12;22.21;21.95
1.989;1989;3304;22.12;22.21;21.95
1.992;1992;3307;22.12;22.21;21.86
1.995;1995;3310;22.12;22.21;21.95
1.999;1999;3314;22.12;22.21;21.86
2.002;2002;3317;22.12;22.21;21.86
2.005;2005;3320;22.21;22.21;21.95
2.008;2008;3323;22.12;22.21;21.95
2.011;2011;3326;22.12;22.21;21.86
2.015;2015;3330;22.12;22.21;21.95
2.019;2019;3334;22.12;22.21;21.95
2.022;2022;3337;22.12;22.21;21.95
2.025;2025;3340;22.12;22.21;21.95
2.028;2028;3343;22.12;22.21;21.95
2.031;2031;3346;22.12;22.21;21.95
2.034;2034;3349;22.12;22.21;21.86
2.038;2038;3353;22.12;22.21;21.86
2.041;2041;3356;22.12;22.21;21.95
2.044;2044;3359;22.12;22.21;21.95
2.047;2047;3362;22.12;22.21;21.86
2.05;2050;3365;22.12;22.21;21.95
2.053;2053;3368;22.12;22.21;21.95
2.058;2058;3373;22.12;22.21;21.95
2.061;2061;3376;22.12;22.21;21.86
2.064;2064;3379;22.12;22.21;21.86
2.067;2067;3382;22.12;22.21;21.95
2.07;2070;3385;22.12;22.21;21.86
2.074;2074;3389;22.12;22.21;21.95
2.077;2077;3392;22.12;22.21;21.95
2.08;2080;3395;22.12;22.21;21.95
2.083;2083;3398;22.12;22.21;21.95
2.086;2086;3401;22.12;22.21;21.95
2.089;2089;3404;22.12;22.21;21.86
2.093;2093;3408;22.12;22.21;21.95
2.096;2096;3411;22.12;22.21;21.95
2.1;2100;3415;22.12;22.21;21.86
2.103;2103;3418;22.12;22.21;21.95
